name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
babaskool,https://www.nairaland.com/babaskool,,"September 14, 2012","11:11pm On Jul 15, 2018",,m,,11 days & 17 hours,156,6
bomibomi,https://www.nairaland.com/bomibomi,,"July 11, 2017","4:39pm On Oct 02, 2021",,,,1 month & 8 days,199,50
henrixx,https://www.nairaland.com/henrixx,lagos,"December 12, 2013",10:35pm,No small minds No small matters No small fights,m," ",6 months & 21 days,7434,356
ibiyemi28,https://www.nairaland.com/ibiyemi28,Everywhere ,"January 31, 2015","8:24am On Dec 16, 2021",The noblest mankind the best contentment has.,m,BazYoung ,4 days & 14 hours,75,6
wowwillbe,https://www.nairaland.com/wowwillbe,,"June 30, 2018","10:49am On Jul 01, 2018",,,,2 hours & 13 minutes,1,0
scribble,https://www.nairaland.com/scribble,,"October 15, 2011",7:05pm,Big Business,,,3 months & 15 days,4479,201
jjbest123,https://www.nairaland.com/jjbest123,,"May 05, 2015",3:20pm,"For all your agricultural needs,day old chicks,four weeks broilers and cockerels,point of lay,watermelon and cucumbers ",m,,2 months & 25 days,721,16
Collinsviva,https://www.nairaland.com/collinsviva,,"August 26, 2018","4:07pm On Sep 23, 2019",,,,9 hours & 58 minutes,7,1
anijames,https://www.nairaland.com/anijames,Enugu,"August 29, 2018","11:06am On Aug 02, 2019",www.projectcare.com.ng,m,,11 hours & 42 minutes,111,61
chosenwan1,https://www.nairaland.com/chosenwan1,LOS,"April 05, 2018",11:14am On Jul 28,Per me reges regnant,m,,18 days & 7 hours,342,7
emmafrosh,https://www.nairaland.com/emmafrosh,lagos,"July 28, 2016","2:18pm On Feb 02, 2021",Success Driven,m,,2 days & 16 hours,27,3
syphonnglobal,https://www.nairaland.com/syphonnglobal,,"September 08, 2018","4:31pm On Nov 15, 2018",,,,1 hour & 39 minutes,47,9
darthv,https://www.nairaland.com/darthv,,"August 08, 2013",7:56pm,,,,2 months & 13 days,899,140
alkines,https://www.nairaland.com/alkines,lagos,"May 14, 2013",10:09pm,i fear nt d man dat has learnt 10000 kiks at once buh i fear d man dat as learnt 1 kik 10000 times #yikes>,m,,29 days & 6 hours,574,34
BoostPR,https://www.nairaland.com/boostpr,,"April 04, 2019","2:51am On Jun 29, 2020",,,,2 hours & 58 minutes,64,14
OrinAgba,https://www.nairaland.com/orinagba,"Ibadan, Oyo State, Nigeria ","September 16, 2017",9:43pm On Jul 05,I love all people ,m,Ola_daviva ,5 days & 8 hours,642,21
SOPWriter,https://www.nairaland.com/sopwriter," ","April 17, 2019",10:44pm,"Speech Writing, Technical Writing, Screen Writing, Book Editing, Proposal Writing, Translational Writing, Advert Copywriting, Proof Reading, Copy Editing, Web Content Writing, Travel Writing, Ghost Writing, etc.       080. 78. 72. 55. 55",,,1 month & 12 days,622,27
AngryParrot1,https://www.nairaland.com/angryparrot1,,"March 28, 2019","7:24pm On Jul 15, 2021",,,,3 days & 10 hours,633,28
Realmoney01,https://www.nairaland.com/realmoney01,,"July 24, 2019","1:21am On Sep 03, 2019",,,,38 minutes,1,0
mknigeriagreat,https://www.nairaland.com/mknigeriagreat,,"May 03, 2018","9:49am On Sep 17, 2019",,,,1 month & 14 days,1182,15
Mobileowowa,https://www.nairaland.com/mobileowowa,Nigeria ,"October 09, 2014",5:45pm,,,,1 month & 11 days,438,124
adefemi007,https://www.nairaland.com/adefemi007,,"January 18, 2013",3:04pm,,m,,3 months & 20 days,1826,49
webshopNG,https://www.nairaland.com/webshopng,,"November 11, 2014",8:58pm On Jul 21,"Some people really like to know what others are doing, how much they are making and then once they know, either they get depressed (OH GOD! I am good for nothing) or it will give them motivation to take action (damn, i can do it!)",,bestpoke ,1 month & 20 days,1445,64
donjaz123,https://www.nairaland.com/donjaz123,Port Harcourt,"September 20, 2014","8:28pm On Dec 26, 2021",Great Thinker,m,,2 days & 23 hours,181,44
fergie001,https://www.nairaland.com/fergie001,Nigeria,"May 31, 2013",10:47pm,Rudeness is the weak man's imitation of strength.,,who i be?,1 year & 3 months,29384,1775
FargoVIP,https://www.nairaland.com/fargovip,,"October 23, 2019","2:21pm On Feb 10, 2020",,,,2 hours & 5 minutes,1,0
Heineken,https://www.nairaland.com/heineken,,"January 01, 2011",10:41pm On Mar 09,Igit ,m,,5 months & 8 days,6574,106
Brunicekid,https://www.nairaland.com/brunicekid,,"July 04, 2015",9:21pm,"Creative Rapper ""Engineer"" UNSIGNED ARTIST Nigeria's Number One RAPPER~Spice of Creativity Bookings: contact 09098931770 Development Enthusiast KCOB",m,,1 month & 11 days,3751,110
Biodun2019,https://www.nairaland.com/biodun2019,Asaba,"February 04, 2020",4:23am On Jul 28,/+2348118695503,m,,3 days & 14 hours,22,3
nggeeks,https://www.nairaland.com/nggeeks,,"June 15, 2020","5:53pm On May 18, 2021",,,,5 hours & 59 minutes,18,5
herbaylove,https://www.nairaland.com/herbaylove,Lagos ,"April 07, 2013",11:04am On Jul 28,I AM REAL,m,,20 days & 6 hours,3244,47
Encash,https://www.nairaland.com/encash,joyena2016@gmail.com,"June 13, 2020","8:44am On Dec 27, 2020",Earn with piggy vest,f,,18 hours & 51 minutes,90,29
SammyJakes1,https://www.nairaland.com/sammyjakes1,,"March 10, 2016","5:46pm On Mar 22, 2021",,,,2 days & 16 hours,44,9
banidoc,https://www.nairaland.com/banidoc,Lagos,"September 04, 2010",12:03pm,,m,@autoshubng,3 days & 12 hours,505,82
BrickDevo,https://www.nairaland.com/brickdevo,YOLO,"December 02, 2019",10:15pm,Life goes on and on and on,,,1 month & 24 days,2473,36
easymoneyvacuum,https://www.nairaland.com/easymoneyvacuum,,"November 12, 2020","4:21pm On Mar 08, 2021",,,,2 hours & 22 minutes,6,0
Saragold,https://www.nairaland.com/saragold,,"December 02, 2016","6:05pm On Jan 09, 2021",,,,4 hours & 57 minutes,18,5
gongjian,https://www.nairaland.com/gongjian,,"December 21, 2020","5:56am On Mar 02, 2021",,m,,10 hours & 53 minutes,6,3
richmond500,https://www.nairaland.com/richmond500,,"November 06, 2020",9:10pm,Ok,,,1 month & 28 days,6357,80
Esolz,https://www.nairaland.com/esolz,India,"June 08, 2021","12:43pm On Jun 08, 2021"," Best website design and development company in India",,https://twitter.com/esolzinc,11 minutes & 58 seconds,1,0
cidcidx,https://www.nairaland.com/cidcidx,,"May 24, 2015",10:54pm On Jul 21,,m,,4 days & 8 hours,147,10
Ophilabraham,https://www.nairaland.com/ophilabraham,,"July 22, 2016","7:32pm On Dec 22, 2021",,,,21 days & 22 hours,146,4
Valuepaints20,https://www.nairaland.com/valuepaints20,Lagos state,"October 01, 2020",9:07pm,GET VALUE FOR YOUR MONEY.,m,08163862804,8 days & 20 hours,1086,13
yihaiwuya,https://www.nairaland.com/yihaiwuya,,"May 10, 2021","6:02am On Aug 31, 2021",steam,,,5 hours & 43 minutes,96,3
ibimboma,https://www.nairaland.com/ibimboma,,"August 30, 2021","4:50pm On Sep 14, 2021",,,,1 hour & 53 minutes,22,4
Gurutechnology,https://www.nairaland.com/gurutechnology,,"November 06, 2021",12:38pm On Apr 02,,,,11 minutes & 19 seconds,2,1
Tenz,https://www.nairaland.com/tenz,,"October 08, 2021",10:52pm On Jul 27,,m,,1 day & 9 hours,253,19
David2232,https://www.nairaland.com/david2232,Canada,"August 30, 2021","9:21am On Dec 03, 2021",,m,,16 minutes & 18 seconds,7,6
Johnman46,https://www.nairaland.com/johnman46,,"November 03, 2021",5:28am On Jan 24,,,,3 hours & 18 minutes,77,54
Victor302,https://www.nairaland.com/victor302,,"May 14, 2020",7:08am On Jul 21,,m,,19 minutes & 41 seconds,1,0
oluwaecan,https://www.nairaland.com/oluwaecan,,"August 27, 2018",5:19pm On Jun 26,,m,,7 days,41,4
dav75,https://www.nairaland.com/dav75,,"January 19, 2017",7:27am On Jun 03,,,,4 hours & 12 minutes,8,2
ignis,https://www.nairaland.com/ignis,Unknown ,"July 03, 2010",10:34pm,,,,4 months & 3 days,16471,94
Sheddy5,https://www.nairaland.com/sheddy5,,"January 05, 2022",8:34pm,https://okadabooks.com/book/about/the_complexity_of_life/47929,m,,12 days & 5 hours,671,26
Gift96,https://www.nairaland.com/gift96,,"December 02, 2020",3:40pm On Jul 18,I LIVE ALONE IN MY OWN HELL,,,4 days & 11 hours,432,16
Markindian,https://www.nairaland.com/markindian,"Nigeria,Benin city","May 25, 2010",12:39pm On Jul 21,My pic,m,,3 days & 16 hours,30,6
Vix805,https://www.nairaland.com/vix805,,"July 16, 2022",9:41pm On Jul 27,,,,1 day & 5 hours,297,23
SolarEdge,https://www.nairaland.com/solaredge,"Lagos,  Nigeria ","October 27, 2019",10:45am,"expert in renewable energy, specializes in solar power systems/inverters, sales, repairs and maintenance of inverters and installations",,@SolarEdge5,15 days & 8 hours,5674,208
Brexxit,https://www.nairaland.com/brexxit,,"January 05, 2021",6:43pm,,m,,1 month & 27 days,658,17
wearsandtrends1,https://www.nairaland.com/wearsandtrends1,,"August 31, 2016",9:23pm,Whatsapp 24/7,,,13 days & 10 hours,602,135
mountmoriah,https://www.nairaland.com/mountmoriah,Earth,"September 22, 2018",9:55am On Jul 04,Life is good,m,,25 days & 22 hours,2701,35
meobizy,https://www.nairaland.com/meobizy,,"February 08, 2018",9:56pm,Foolish Nairalander. Hobbyist blogger. Avid book reader. Avid blog reader. Movie watcher.,f,Too old to learn.,7 months & 6 days,25309,73
Excelinpages,https://www.nairaland.com/excelinpages,Somewhere in Nigeria,"March 05, 2013","11:01am On Sep 10, 2021",Insightful writer on academic development and spiritual truth. feel free to add me or contact me online.,m,,5 days & 5 hours,159,66
PeaceJoyLove,https://www.nairaland.com/peacejoylove,,"April 09, 2021",5:11am On Jun 19,PeaceJoyLove - Awesome,,,23 days & 12 hours,3098,10
Farmchicken,https://www.nairaland.com/farmchicken,,"November 28, 2019",12:32pm On May 31,,,,5 days & 15 hours,10,2
donestk,https://www.nairaland.com/donestk,,"December 17, 2015",10:12pm,,m,,7 months & 9 days,1036,230
Theoutsider,https://www.nairaland.com/theoutsider,,"May 12, 2020",1:07am On Feb 24,,,,4 days & 15 hours,500,0
LordPherule,https://www.nairaland.com/lordpherule,"Ibadan, Nigeria","April 19, 2010",7:10pm On Jul 26,"Man propose, God disposes! Mímọṣe ẹ̀dá kọ, Olúwa ni fúnní lokun àti agbára.",m,@Pherule,19 days & 16 hours,1315,44
OnlineBusinessC,https://www.nairaland.com/onlinebusinessc,,"September 20, 2020",10:31pm,People Settle For Mediocrity Because They Are Lazy!,m,,13 days & 18 hours,184,32
soji1992,https://www.nairaland.com/soji1992,,"September 09, 2014",7:30pm On Jun 02,,,,1 month & 2 days,2676,8
ifegen,https://www.nairaland.com/ifegen,"Enugu State, Nigeria","April 04, 2008",11:34am,I'm gonna die a grumpy old man with 1,m,Ralphfreddie3 ,2 days & 14 hours,169,6
IamSylva,https://www.nairaland.com/iamsylva,in ur nightmares,"October 01, 2013","11:12pm On Sep 15, 2016",I AM YOUR BANE,m,@sylvalord,10 days & 18 hours,1293,6
demelza,https://www.nairaland.com/demelza,"Newfoundland, Canada.","December 07, 2011",9:59am On Jan 10,,,,3 months & 26 days,4807,3
J0nyb0y,https://www.nairaland.com/j0nyb0y,Lagos,"June 01, 2013",4:40pm On Jul 11,,m,@J0nyb0y,2 months & 8 days,1844,57
mj,https://www.nairaland.com/mj,"Lagos, Nigeria.","February 28, 2006",12:13am On May 19,,m,MikeOshadami,2 months & 26 days,875,159
krugar07,https://www.nairaland.com/krugar07,Nairaland,"August 13, 2013","9:13pm On Apr 23, 2015",,m,,13 days & 10 hours,677,9
Sunymoore,https://www.nairaland.com/sunymoore,,"January 30, 2012",5:40pm On May 02,All is well! ,m,,5 months & 2 days,2395,130
texanomaly,https://www.nairaland.com/texanomaly,USA,"April 29, 2013","3:02am On Nov 03, 2021","Life isn't about waiting for the storm to pass, it's about learning to dance in the rain. ",f,,3 months & 3 days,10058,53
Fogman,https://www.nairaland.com/fogman,Lagos,"July 24, 2007",10:43pm,"[color=#990000][b]t/ WhatsApp: 08033677688, 08182428495  e: fogmanmails@yahoo.com w: http:///bs94yco[/b] ",m,,1 year & 2 months,20566,354
scofield33,https://www.nairaland.com/scofield33,lagos,"September 11, 2010","9:10pm On Mar 26, 2020",,m,,17 days & 5 hours,84,28
ayobase,https://www.nairaland.com/ayobase,Abuja,"February 05, 2007",10:06am On Jul 11,"First seek the kingdom of God and His righteousness (accepting Jesus as your Lord and personal Saviour), then other heart desires shall be fulfilled. ",m,@johnomolaolu,3 months & 12 days,12103,226
Stanley08,https://www.nairaland.com/stanley08,,"April 05, 2009",8:33pm On Jul 26,"If the enemy is in range, then you too are in range!",m,,17 days & 19 hours,2781,51
nestaAK,https://www.nairaland.com/nestaak,Ak's World,"March 08, 2010",8:16am On Jan 20,Me_Myself_n_I,m,,1 month & 2 days,388,15
bennymdbch,https://www.nairaland.com/bennymdbch,lagos,"October 24, 2013","5:52am On Jan 28, 2020","simple, calm and collective",m,,6 days & 16 hours,6,2
omobarBlog,https://www.nairaland.com/omobarblog,Benin City,"July 10, 2013","12:58am On Mar 17, 2018",this is the blog you'll always love to visit......,m,@kennyroy24,2 days & 8 hours,193,114
4reigningqueen,https://www.nairaland.com/4reigningqueen,Naija,"December 11, 2010",9:56pm On Jul 25,Check my signature!!!,,,1 month & 27 days,1005,83
Elvin247,https://www.nairaland.com/elvin247,,"April 20, 2013","9:13pm On Oct 08, 2021",,m,,7 days & 1 hour,338,23
jaybee3,https://www.nairaland.com/jaybee3,London,"September 10, 2007",10:21pm,,m,,1 year & 6 months,16915,44
NONNYG,https://www.nairaland.com/nonnyg,Dubai,"September 21, 2009",4:58pm,C.E.O JNon Enterprises — We process UAE visa at an affordable price. You can also join my mini importation group. Contact me via WhatsApp +971523873405,,,4 months & 27 days,2691,20
Porthos,https://www.nairaland.com/porthos,,"October 22, 2013","12:06pm On Apr 22, 2017",,,,5 days & 9 hours,244,4
infoscope,https://www.nairaland.com/infoscope,Owerri,"August 30, 2012",8:45pm On Apr 26,,m,mundus01,27 days & 11 hours,504,101
emmyw,https://www.nairaland.com/emmyw,worldwide,"November 30, 2012",10:29pm,Don't hunt what u can't kill.,m,@heroslodge,4 months & 29 days,3757,319
ugotuf,https://www.nairaland.com/ugotuf,Lagos,"March 31, 2009",8:19pm,"IF YOU ARE NOT SAVED,YOU ARE NOT SAFE HERE. ",m,,2 months & 18 days,848,11
iheneme,https://www.nairaland.com/iheneme,,"April 25, 2013","12:40am On Jun 09, 2016",***[font=aharoni][color=#550000][size=13pt] [/size][/color][/font]***,m,,11 days & 13 hours,229,12
louiz411,https://www.nairaland.com/louiz411,,"July 27, 2013","3:18pm On Dec 20, 2013",,,,1 hour & 50 minutes,4,0
Gistgroovecom,https://www.nairaland.com/gistgroovecom,,"October 24, 2013","1:18pm On Mar 31, 2015",,,,2 hours & 25 minutes,8,6
PezzoNovante,https://www.nairaland.com/pezzonovante,,"August 10, 2013",4:06pm On Jul 21,"Fear God, not them..",m,,1 month & 3 days,189,8
bigjoule,https://www.nairaland.com/bigjoule,TH,"June 05, 2012","7:23pm On Mar 22, 2017","Я буду богатым, знаменитым и успешным в жизни",m,,29 days & 6 hours,58,8
WizPrince1,https://www.nairaland.com/wizprince1,"Lagos State, Nigeria","June 08, 2012",6:31pm On Jul 25,"Easy-going dude, Writer, Blogger, Webmaster. #Primetweets #Hub201 | www.primetweets.com.ng",m,@Princewill86,1 month & 1 day,648,125
alijemag,https://www.nairaland.com/alijemag,,"October 11, 2013","5:12pm On Nov 30, 2017",,,,10 hours & 20 minutes,33,10
onegig,https://www.nairaland.com/onegig,,"February 14, 2013",10:37pm,Just me.,m,,3 months & 1 day,3642,45
Lovetinz,https://www.nairaland.com/lovetinz,"Lagos, Nigeria","August 23, 2012","10:12pm On Aug 11, 2018",Sex is the most over-rated experience in history.,m,@thelovetinz,2 months,2244,19
Okikiade,https://www.nairaland.com/okikiade,Oyo,"June 02, 2006",9:46pm,"Life's ups & downs,depends on where you pickd your path!",m,@WillOkiki,20 days & 4 hours,312,23
obisage,https://www.nairaland.com/obisage,"Ikeja, Lagos","February 02, 2011",8:29pm,"52E9B6E5 BBM, whatsapp 08032642336",m,@factualscomedy,1 month & 21 days,409,98
otodeluxe,https://www.nairaland.com/otodeluxe,Nigeria,"February 06, 2009",10:27am On Jul 14,We live by admiration hope and love. Am easy going and down to earth. Ping me - 265A8718,m,otodeluxe,12 days,634,13
Kabieosi,https://www.nairaland.com/kabieosi,,"September 22, 2013","7:22pm On Nov 21, 2013",,,,1 day & 19 hours,157,1
Numerouuuno,https://www.nairaland.com/numerouuuno,,"February 14, 2013","11:00pm On Oct 05, 2019",,,,3 months & 8 days,912,22
naijacutee,https://www.nairaland.com/naijacutee,Barnstaple,"May 13, 2006",9:50pm On Mar 29,MeMe,f,,2 months & 25 days,4450,241
Bobopupa,https://www.nairaland.com/bobopupa,in my cocoon,"May 13, 2013",2:52pm On Jul 27,,,,27 days & 8 hours,165,8
princeFAD,https://www.nairaland.com/princefad,,"February 13, 2012",4:50pm,,,,3 months & 23 days,521,7
hairbraiding,https://www.nairaland.com/hairbraiding,,"May 22, 2013","5:09pm On Jun 10, 2016",Join Hair Braiding Network. Share Pictures of Hair Braiding Styles and Videos. Register now: http://www.hairbraidingnetwork.com/,,,2 days & 20 hours,93,1
planetuzor,https://www.nairaland.com/planetuzor,Lagos,"March 02, 2009",8:21pm,,m,,2 months & 14 days,1294,100
sweetpoison,https://www.nairaland.com/sweetpoison,,"October 15, 2013","10:52am On Oct 30, 2013",...in love,m,,1 day & 8 hours,105,4
Rajman,https://www.nairaland.com/rajman,Lagos,"August 06, 2012",1:46am On Mar 06,smh,m,raji_afeez,15 days & 14 hours,176,1
BigBlackDick,https://www.nairaland.com/bigblackdick,,"May 27, 2013","10:21am On Jul 26, 2017",,,,12 days & 7 hours,109,5
Fynestboi,https://www.nairaland.com/fynestboi,In your HEAD,"September 07, 2012",4:19pm On May 24,"Let's help you order your stuffs from Amazon.com using an amazing rate. No worries about shipment and deliveries, we handle all the processes and deliver at your doorstep. Slide into my DM for more info. ",,@Fynesty1,4 months & 14 days,24110,392
Dharkchild,https://www.nairaland.com/dharkchild,,"July 24, 2012",7:26pm,,,,1 month & 16 days,220,7
Excelboi,https://www.nairaland.com/excelboi,Kano,"May 01, 2011",10:46pm,"I follow three rules: Do the right thing, do the best you can, and always show people you care.",m,@excelboi,9 months & 10 days,3962,97
Badguyz,https://www.nairaland.com/badguyz,,"October 13, 2008",5:03pm On Apr 22,,,,6 days & 11 hours,34,7
stevolinkon40,https://www.nairaland.com/stevolinkon40,"Abuja,Nigeria","December 12, 2012",10:27pm,Stevolinkz innovation ,,@stevenloni,10 months & 1 day,2609,68
3direct,https://www.nairaland.com/3direct,,"August 04, 2011","6:56am On Nov 26, 2019",,,@wikinaira,2 months & 17 days,908,131
Ichiebullion,https://www.nairaland.com/ichiebullion,,"October 16, 2013",6:05pm,,m,,2 months & 12 days,351,11
GoldPencil,https://www.nairaland.com/goldpencil,,"February 04, 2013",7:06pm," Collosal Titan",,,1 month & 3 days,356,30
missibu,https://www.nairaland.com/missibu,,"May 16, 2013","12:15pm On Jan 18, 2016",,f,,1 day & 5 hours,21,6
sultanemerald,https://www.nairaland.com/sultanemerald,,"August 10, 2012","6:01pm On Dec 02, 2020",Intense.,m,,13 days & 15 hours,261,12
ajibawealt,https://www.nairaland.com/ajibawealt,Lagos,"May 30, 2007","1:32pm On Dec 16, 2016","Details are a pain, but details are valuable",m,@gaph_arts,1 month & 24 days,144,12
alfredo4u,https://www.nairaland.com/alfredo4u,Abuja,"July 15, 2011",5:48am,It takes only God,m,alfredo4u,1 month & 5 days,1265,144
coolluk,https://www.nairaland.com/coolluk,,"June 16, 2006",8:39pm,,m,@iamlasbrey,2 months & 17 days,535,41
CALEB65,https://www.nairaland.com/caleb65,Jupiter,"November 27, 2012",4:59pm On Feb 08,,m,,29 days & 4 hours,289,49
BGEL,https://www.nairaland.com/bgel,,"October 19, 2013","4:30am On Dec 26, 2013",,,,1 hour & 4 minutes,2,0
bufness,https://www.nairaland.com/bufness,where i reside it looks like a resort inside,"October 06, 2013","12:10am On Feb 25, 2020",sipping codeine and mushroom ,m,galvin_grey,2 months & 26 days,1461,94
folyboy2013,https://www.nairaland.com/folyboy2013,lagos,"October 17, 2013","11:23pm On Aug 24, 2021","Creativity is allowing yourself to make mistakes, art is knowing which ones to keep",,zolass,19 days & 10 hours,367,127
Goldenheart,https://www.nairaland.com/goldenheart,United Kingdom,"March 24, 2009",8:59am On Jun 01,...,m,,2 months & 5 days,5037,47
Ayomidewunmi,https://www.nairaland.com/ayomidewunmi,,"September 26, 2013","5:24pm On Oct 10, 2015",,,,1 day & 12 hours,68,27
lacicrips,https://www.nairaland.com/lacicrips,Nigeria,"September 05, 2008",4:37pm On Jun 16,,m,,4 months & 16 days,1162,52
chistar01,https://www.nairaland.com/chistar01,GIDI/PHC,"May 01, 2013",6:43am On Jun 13,,m,,1 month & 27 days,1943,13
adewasco2k,https://www.nairaland.com/adewasco2k,"Abuja, Nigeria","October 30, 2007",4:07am On Jul 18,This is my personal text,m,,4 months & 3 days,3988,196
Anthony4578,https://www.nairaland.com/anthony4578,,"May 31, 2012","11:57am On Oct 04, 2021",Impossible..........not in my dictionary,m,,29 days & 16 hours,225,50
lincolnpix,https://www.nairaland.com/lincolnpix,Italy,"October 06, 2009","8:02am On Oct 01, 2019",Gbenga OlagbajuWeb Developer @ Lagoslabs.com,m,https://twitter.com/Lincolnpixel,4 days,118,8
gepssa,https://www.nairaland.com/gepssa,,"October 13, 2013","2:05pm On Jun 08, 2015",,,,1 day & 12 hours,1,0
chygoz3,https://www.nairaland.com/chygoz3,Nigeria,"January 28, 2011",8:54pm,,m,,4 months & 25 days,1043,42
NEROSKY,https://www.nairaland.com/nerosky,Nigeria,"December 29, 2011",6:28pm,,m,,1 month & 23 days,3057,422
samuelsam,https://www.nairaland.com/samuelsam,"onitsha, nigeria","August 29, 2009","8:51pm On Dec 01, 2021",,m,,10 days & 15 hours,459,51
ein,https://www.nairaland.com/ein,,"January 20, 2007","12:52am On Jun 29, 2019",,,,3 days & 4 hours,69,19
McHolly,https://www.nairaland.com/mcholly,,"October 25, 2013","11:10pm On Feb 09, 2015",,,,6 hours & 12 minutes,6,0
erad,https://www.nairaland.com/erad,Lagos/Osun,"August 28, 2006",9:51pm,Creativity at its basic beauty,m,@Darefunflick,6 months & 21 days,1096,112
Adebayor1,https://www.nairaland.com/adebayor1,Abuja,"January 04, 2010",7:23pm,Photographer and graphics designer ,m,@adepojubrown,24 days & 15 hours,129,41
justiade4uu,https://www.nairaland.com/justiade4uu,,"April 09, 2013","2:11pm On Apr 28, 2020","ATTENTION: Very Limited Time Offer - HURRY! This is a VIP Invitation. In A Few Moments... You Will Have Access To: ""How To Command At Least N100,000 Online To Your Bank Account In  30 Days…Practically. Click here  http://free.myspecialpackage.com/ ",m,,1 day & 1 hour,128,14
princeaduro,https://www.nairaland.com/princeaduro,,"February 26, 2013","3:19am On Dec 12, 2013",Ama easy going guy.,m,princeaduro,2 hours & 55 minutes,7,0
fabzizy93,https://www.nairaland.com/fabzizy93,"London, Lagos, Ibadan, Abuja","August 02, 2013",2:43pm On Jul 28,Freeki.com - Connecting Africa to the Global Market,m,,1 month & 20 days,89,8
ObeweTech,https://www.nairaland.com/obewetech,,"July 29, 2013","9:39pm On Nov 13, 2017",,m,,3 days & 15 hours,92,25
kingk,https://www.nairaland.com/kingk,Throne of Grace,"June 29, 2008",5:37pm On May 18,make peace with all men.,m,,1 month & 17 days,2573,58
SincereBigot,https://www.nairaland.com/sincerebigot,,"April 15, 2013",5:58pm,,,,2 months & 23 days,549,13
qeemus,https://www.nairaland.com/qeemus,,"June 16, 2007",9:46pm,,,,5 months & 21 days,530,53
Situation,https://www.nairaland.com/situation,"Ancient city of Ibadan ""o' mo badan o' mo layi po"" Mapo "" •°•  Johannesburg, Gauteng SA","September 26, 2013","7:31am On Apr 16, 2019","‘ppreciate watching NFL n Formula 1 and do enjoy swimming,country n classical music,play basketball...trust me i distaste soccer lol",,Ta_situation,20 days & 14 hours,162,13
Lepatohset,https://www.nairaland.com/lepatohset,Graceland,"December 06, 2012","7:56pm On Sep 14, 2014",All about the art. I rep Christ. I show bitches how to put 2geda punch lines,f,@Lepatohset,8 days & 2 hours,132,19
Dondave11,https://www.nairaland.com/dondave11,,"July 25, 2012","2:32am On Apr 21, 2021",,,,2 months & 15 days,1178,62
ibrozyconcept,https://www.nairaland.com/ibrozyconcept,ibadan NIGERIA,"July 13, 2013","12:54pm On Dec 27, 2015","Owner IbrozyConcepT Inc..... Graphicx Dr, Web Designer, Cartoonist.... 08068745750, 07059629275 Bbpin- 25FA8580 Website- www.ibrozy.com",m,@ibrozy,8 days & 15 hours,221,34
hammedkola,https://www.nairaland.com/hammedkola,Nigeria,"April 27, 2011",11:04pm On May 20,Don't let them see you going there but let them meet you there,m,MrHackmed,25 days & 11 hours,1835,101
nyt3237,https://www.nairaland.com/nyt3237,,"September 21, 2013","10:04pm On Mar 08, 2015",,m,,4 days & 3 hours,184,54
sisqology,https://www.nairaland.com/sisqology,"Nigeria,lagos","July 23, 2007",3:55pm On Jul 25,What do you wanna know......?,m,,1 month & 21 days,3782,120
Napolitano,https://www.nairaland.com/napolitano,,"November 29, 2012","6:13pm On Nov 07, 2013","For the Love of game. 
www.sportinferno.com",m,,7 days & 16 hours,355,58
9jawear,https://www.nairaland.com/9jawear,United Kingdom,"February 16, 2010",2:52pm On Mar 31,Nothing serious,m,,1 month & 5 days,977,231
kellysopy,https://www.nairaland.com/kellysopy,,"September 08, 2009","9:12am On Jul 08, 2020",,m,,2 days & 1 hour,77,17
Matthewbriggs,https://www.nairaland.com/matthewbriggs," Pandora","January 26, 2013","4:08pm On Mar 31, 2017",I feel powerful... I feel #Unstoppable ,m,,3 months & 5 days,1302,61
Seomartscom,https://www.nairaland.com/seomartscom,,"May 09, 2013","2:01pm On Sep 14, 2018",,,seomarts,20 hours & 59 minutes,208,34
edirect,https://www.nairaland.com/edirect,Nigeria,"April 13, 2011","7:22pm On Feb 01, 2016",,,,11 hours & 7 minutes,13,2
Jbluv55,https://www.nairaland.com/jbluv55,you'll need to ask,"August 21, 2013","10:22am On Jun 06, 2020","¤D difference btw stupidity&genius is dat genius has its limits, unfortunately......",m,,2 months & 22 days,11623,32
leMuhito,https://www.nairaland.com/lemuhito,,"December 02, 2009","9:06am On Feb 23, 2019",All is well,f,,13 days & 19 hours,234,69
damola1,https://www.nairaland.com/damola1,,"January 29, 2008",9:49pm,,,,10 months & 23 days,4229,228
saintbeejay,https://www.nairaland.com/saintbeejay,,"June 09, 2013",11:43am On May 26,,,,13 days & 19 hours,133,0
stephenbukky,https://www.nairaland.com/stephenbukky,,"September 22, 2011","11:11pm On Dec 08, 2016","S†ephenßukky Architects & Development
Consultants Limited...amazing work with
creativity.|Akureº°˚˚˚",m,stephenbukky,2 days & 2 hours,16,0
dtraveler,https://www.nairaland.com/dtraveler,,"March 25, 2011","8:29am On Jul 24, 2019",,,,4 days & 16 hours,146,24
Bearshare,https://www.nairaland.com/bearshare,Isaac boro park,"November 05, 2009","12:12pm On Sep 08, 2020",,m,,13 days & 4 hours,202,19
GSKing,https://www.nairaland.com/gsking,,"September 19, 2013","11:27pm On Jul 22, 2017","""...in spite of the attacks, hate and death inflicted on this body, it stays strong and resilient. It continues to survive and thrive.""  Culled from Unoma Azuah's Blessed Body.",,,1 month & 9 days,1810,21
