name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
okcharles7,https://www.nairaland.com/okcharles7,nigeria,"August 05, 2011",3:02am On Jun 21,The God Of Chosen Answers Prayers!!! He that believeth shall be saved,m,,20 hours & 11 minutes,37,
sujexy,https://www.nairaland.com/sujexy,Lagos,"January 29, 2018",4:24pm On Aug 07,#gracefoundmeandmademe#,m,,2 months & 11 days,536,33
eyele,https://www.nairaland.com/eyele,,"September 10, 2012",1:40pm On Oct 10,,m,,10 days & 13 hours,15,
Olajideadm,https://www.nairaland.com/olajideadm,china,"January 31, 2018",6:46am On Jul 02,study in china,m,olajidejendor88,4 hours & 31 minutes,17,2
somiie1,https://www.nairaland.com/somiie1,benin,"November 27, 2017",3:52pm On Mar 08,,m,,5 hours & 44 minutes,7,
juliuscapps,https://www.nairaland.com/juliuscapps,Ibadan,"March 02, 2015",11:58am On Jul 25,"When all else fails, God never fail",m,@juliuscapps,4 months & 11 days,196,3
SoNature,https://www.nairaland.com/sonature,Eko,"December 31, 2012",6:22am On Jun 09,"I need God's ""connect""",m,,4 months,5476,35
Ufranklin92,https://www.nairaland.com/ufranklin92,ABUJA,"March 18, 2011",9:47pm On Jul 25,,m,,4 months & 25 days,2439,6
Kog45,https://www.nairaland.com/kog45,,"July 07, 2013",11:07pm On Jul 25,Kay,m,,6 months & 14 days,7032,1
akeba,https://www.nairaland.com/akeba,Planet earth ,"August 01, 2015",12:02pm On Feb 26,Yo!,m,,2 days & 21 hours,162,2
DAramis,https://www.nairaland.com/daramis,Nairaland ,"August 17, 2016",11:27pm On Jul 25,Be BOLD and COURAGEOUS ,,,8 months & 7 days,2174,7
powelldabig,https://www.nairaland.com/powelldabig,,"October 13, 2016",12:20pm On Mar 19,,,,3 days & 2 hours,22,
adams501,https://www.nairaland.com/adams501,,"November 12, 2013",1:29pm On Mar 14,,,,10 hours & 51 minutes,2,
2nex,https://www.nairaland.com/2nex,,"September 06, 2009",2:23pm On May 24,,m,,2 months & 7 days,296,8
Lanre12388,https://www.nairaland.com/lanre12388,,"June 08, 2017",10:36pm On Feb 07,,,,2 months & 10 days,109,
Sleezwizz,https://www.nairaland.com/sleezwizz,,"January 13, 2017",6:31pm On Aug 25,,,,1 month & 24 days,1325,16
sleeknaija,https://www.nairaland.com/sleeknaija,Lagos,"May 02, 2015",7:45pm On Jul 25," Are You Salary Earner Based In Lagos & You Need An Instant Loan? At Renmoney microfinance bank you can get an instant loan within 24 hours without a guarantor,collateral or opening of account?... ",m,@sleeknaijaworld,2 months & 2 days,926,24
chime11,https://www.nairaland.com/chime11,,"March 15, 2017",3:31pm On Jul 21,,m,,5 days & 3 hours,141,
Olamideballo,https://www.nairaland.com/olamideballo,,"March 02, 2018",12:19pm On Jul 05,,m,,2 hours & 27 minutes,7,1
Mikechinos,https://www.nairaland.com/mikechinos,anambra ,"June 25, 2013",11:15pm On Jul 25,Don't give up on your dreams keep sleeping,m,,8 months & 19 days,440,53
darlington35772,https://www.nairaland.com/darlington35772,,"March 03, 2018",12:16pm On Jun 06,,,,1 hour & 3 minutes,3,
Chimezirim121,https://www.nairaland.com/chimezirim121,,"August 16, 2016",12:52pm On Mar 21,,,,26 days & 5 hours,1253,281
jemmyjae,https://www.nairaland.com/jemmyjae,,"August 25, 2016",8:43pm On Mar 22,,,,1 day & 21 hours,26,
obirichy,https://www.nairaland.com/obirichy,,"July 05, 2013",6:40pm On May 06,,,,18 hours & 49 minutes,24,
Saverin,https://www.nairaland.com/saverin,,"June 17, 2017",9:09pm On Jul 25,,,,27 days,531,10
manlawal,https://www.nairaland.com/manlawal,,"May 01, 2006",11:08pm On Jul 25,I AM ME. ,m,,5 months & 21 days,1801,99
bobmarcell,https://www.nairaland.com/bobmarcell,Nigeria,"November 06, 2008",6:41am On Mar 05,"I am a good friend that would help you hide a dead body but if you betray me, remember I know how to hide dead bodies ",m,@nwaihemadu ,16 days & 10 hours,55,16
Rappen,https://www.nairaland.com/rappen,,"April 26, 2017",10:36am On Jul 30,,,,2 days & 10 hours,44,
Frayz,https://www.nairaland.com/frayz,,"March 18, 2018",4:17pm On Jul 14,,,,1 day & 8 hours,21,
kse001,https://www.nairaland.com/kse001,,"November 30, 2017",5:51pm On Oct 07,,,,1 day & 14 hours,8,2
Olikeze1,https://www.nairaland.com/olikeze1,,"August 08, 2014",4:31pm On Jul 17,,,,5 days & 6 hours,46,
Ugosample,https://www.nairaland.com/ugosample,West Africa,"August 29, 2011",10:17pm On May 15,,m,,8 months & 6 days,17395,18
deedondavi,https://www.nairaland.com/deedondavi,,"January 09, 2015",7:32am On Jul 25,God is good,m,,2 months & 14 days,434,15
chedom123,https://www.nairaland.com/chedom123,,"October 07, 2013",3:52am On Jul 23,,,,1 month & 11 days,53,5
sudo1986,https://www.nairaland.com/sudo1986,,"December 29, 2009",1:48pm On Jun 09,,,,4 days & 20 hours,263,5
adeyato1959,https://www.nairaland.com/adeyato1959,,"March 29, 2018",9:46am On Mar 31,,,,20 minutes & 53 seconds,5,
vinlyreeks,https://www.nairaland.com/vinlyreeks,,"September 06, 2017",9:00am On Jul 21,It's  personal  afterall,m,IG  @cybermatepro_,9 days & 16 hours,339,14
ThePianoGuy,https://www.nairaland.com/thepianoguy,Shenyang China ,"April 02, 2018",11:26pm On May 26,"WhatsApp,+8613614014281",,,4 days & 17 hours,466,6
frickyjohn,https://www.nairaland.com/frickyjohn,,"February 06, 2018",3:57pm On Aug 11,,,,17 days & 14 hours,105,3
solastar2,https://www.nairaland.com/solastar2,,"June 22, 2017",1:01pm On Jul 24,,,,14 days & 15 hours,293,
jelmusboy,https://www.nairaland.com/jelmusboy,,"July 21, 2008",7:38pm On Jul 06,Alhamdulilah,m,,15 days & 20 hours,789,3
Tonydon12,https://www.nairaland.com/tonydon12,,"March 10, 2017",10:56am On Jul 24,,,,1 day & 15 hours,23,
Gracely7th,https://www.nairaland.com/gracely7th,Benin-city.,"February 18, 2013",3:45pm On Jul 23,,f,,4 days & 7 hours,55,
ajibolag,https://www.nairaland.com/ajibolag,Ibadan,"January 05, 2014",10:44pm On Jul 22,,m,,1 month & 8 days,190,4
Alfred2000,https://www.nairaland.com/alfred2000,,"August 30, 2017",9:34am On Aug 25,,,,1 month & 10 days,178,
vtino13,https://www.nairaland.com/vtino13,Lagos,"June 10, 2016",12:41am On Jul 24,,m,,7 days & 14 hours,130,
almeida3,https://www.nairaland.com/almeida3,,"January 28, 2015",3:55pm On May 27,,,,1 month & 10 days,119,2
chetac,https://www.nairaland.com/chetac,,"April 08, 2018",9:33pm On Jun 03,,,,15 hours & 52 minutes,14,
henroo2003,https://www.nairaland.com/henroo2003,,"September 11, 2007",12:36am,,,,1 month & 17 days,413,53
bb12008,https://www.nairaland.com/bb12008,,"July 18, 2017",4:27pm On Jul 18,,,,5 days & 17 hours,56,1
Damidolly,https://www.nairaland.com/damidolly,,"March 15, 2013",12:17am On Jul 25,,,,19 days & 15 hours,131,
scholarshiphope,https://www.nairaland.com/scholarshiphope,,"May 10, 2018",12:24pm On Jul 24,,,,16 hours & 46 minutes,57,
runathread,https://www.nairaland.com/runathread,,"September 29, 2014",5:04pm On Apr 05,,,,1 month & 5 days,30,
hadj,https://www.nairaland.com/hadj,zaria,"November 29, 2014",9:19pm On Jul 25,"if you can,catch me",m,,23 days & 9 hours,23,1
STENON,https://www.nairaland.com/stenon,Nigeria,"May 09, 2013",10:52pm On Jul 25,## I am a product of testimony ##,f,,5 months & 10 days,4404,11
alicethestriver,https://www.nairaland.com/alicethestriver,,"June 02, 2018",4:51pm On Jul 13,,,,1 day & 2 hours,19,1
Lordwap,https://www.nairaland.com/lordwap,,"October 24, 2017",8:19am On Jul 13,,m,,4 days & 15 hours,43,
Godswill09,https://www.nairaland.com/godswill09,Lagos,"August 21, 2017",12:51pm On Dec 18,hmmmmmm!!!,m,,5 days & 3 hours,38,
EzekielMab,https://www.nairaland.com/ezekielmab,,"February 19, 2012",2:05am On Mar 07,,m,,12 days & 5 hours,345,21
Moley22,https://www.nairaland.com/moley22,Lagos,"April 23, 2017",3:39am On Dec 17,Son of the BIG FATHER in Heaven ,m,,5 days & 10 hours,221,
etoman1,https://www.nairaland.com/etoman1,,"July 26, 2015",10:21am On May 28,+971558415742 ,m,,28 days & 5 hours,254,1
Danny4show,https://www.nairaland.com/danny4show,Ibadan ,"June 24, 2012",9:21am On Jul 19,,m,,1 month & 23 days,658,9
Prenom,https://www.nairaland.com/prenom,,"December 30, 2013",11:46am On Jan 30,,,,20 days & 15 hours,200,
fatsonm,https://www.nairaland.com/fatsonm,,"October 16, 2012",7:21pm On Jul 22,,,,27 days & 9 hours,372,5
flistyl,https://www.nairaland.com/flistyl,"Kaduna, Nigeria","October 06, 2016",11:55am On Sep 26,"Soft work, Is my work.",m,,5 days & 15 hours,115,
allendk,https://www.nairaland.com/allendk,,"September 26, 2011",5:36pm On Sep 12,,,,13 hours & 16 minutes,9,
MrsAnyanwu,https://www.nairaland.com/mrsanyanwu,,"September 07, 2010",1:28pm On Jul 23,,f,,2 months & 1 day,1266,14
VictorByke101,https://www.nairaland.com/victorbyke101,,"April 26, 2018",2:43am On Feb 24,,,,1 hour & 32 minutes,1,
cronsberg,https://www.nairaland.com/cronsberg,,"November 05, 2012",11:33am On Mar 21,,,,1 month & 27 days,689,20
AfricAryan,https://www.nairaland.com/africaryan,,"April 05, 2018",10:51am On Oct 03,,,,2 days & 23 hours,197,24
Ufemia26,https://www.nairaland.com/ufemia26,,"March 05, 2018",4:23pm On Jul 22,,,,6 days & 9 hours,144,6
Mukhta17,https://www.nairaland.com/mukhta17,,"June 18, 2018",3:26pm On Mar 30,,,,27 minutes & 19 seconds,3,
Jas1000,https://www.nairaland.com/jas1000,Somewhere Around You,"July 06, 2016",9:26am On Jun 20,"Read more, learn more, change the globe.",m,noneed,17 days & 10 hours,187,10
efomzy,https://www.nairaland.com/efomzy,,"June 26, 2017",1:37am On May 04,,,,2 days & 16 hours,102,
mkmyers45,https://www.nairaland.com/mkmyers45,Somewhere in Karakura Town Doing Shinigami Work,"July 20, 2011",7:55am On Jul 07,"Shinigami, Vizard.....Human",m,,2 months & 19 days,6728,107
CHARLESTON007,https://www.nairaland.com/charleston007,the ancient city called BENIN,"October 03, 2015",11:11pm On Nov 22,life's too short for one to have regrets so try to live your life to the fullest now do not dwell in the past or worry about the future instead live for now for you do not know when the cold hands of death will come knocking ,m,,1 month & 27 days,79,2
femicashis,https://www.nairaland.com/femicashis,,"September 27, 2016",11:22pm On Mar 31,trying to figure out this sh*t called life,m,IG: oluwafemicashis,13 days & 10 hours,24,
FA13,https://www.nairaland.com/fa13,,"February 13, 2017",6:43am On Jun 23,,m,,1 month & 14 days,813,13
Fabuloski,https://www.nairaland.com/fabuloski,Ibadan,"January 06, 2017",5:33pm On Jul 25,,m,,1 month & 20 days,325,16
Alkali247,https://www.nairaland.com/alkali247,,"June 23, 2012",2:13pm On Jan 15,,,,3 days,49,
kunleoyad,https://www.nairaland.com/kunleoyad,,"March 10, 2016",9:25am On Nov 19,,,,2 days & 1 hour,20,
DaVinciii,https://www.nairaland.com/davinciii,,"July 03, 2013",6:45pm On May 14,,m,,14 days & 14 hours,270,42
Fwesh101,https://www.nairaland.com/fwesh101,,"March 15, 2017",7:19pm On Mar 19,,,,12 days & 15 hours,141,8
Iceekpa,https://www.nairaland.com/iceekpa,,"March 05, 2015",12:18am On Aug 26,,,,3 hours & 52 minutes,16,2
Svelte98,https://www.nairaland.com/svelte98,,"September 10, 2013",12:43am On Jun 07,BELIEVE IN YOURSELF,f,@ms_faey,23 days & 10 hours,395,6
SenorFax,https://www.nairaland.com/senorfax,Earth,"August 30, 2017",9:03pm On Jul 23,Oodua proper,m,,1 month & 17 days,2755,47
Inno56,https://www.nairaland.com/inno56,,"January 28, 2018",6:54pm On Apr 22,,,,23 hours & 31 minutes,30,
Chidon40,https://www.nairaland.com/chidon40,,"October 11, 2017",5:37pm On Jul 19,,,,2 days & 16 hours,67,
shedroxy2010,https://www.nairaland.com/shedroxy2010,,"August 16, 2016",9:39pm On Jul 21,,,,18 days & 11 hours,6,
Dutch2,https://www.nairaland.com/dutch2,,"January 06, 2018",5:53pm On Jun 11,,m,,7 days & 20 hours,43,
OCHERAY,https://www.nairaland.com/ocheray,,"February 17, 2015",9:21pm On Jul 06,,m,,1 month & 3 days,86,4
WhyNa,https://www.nairaland.com/whyna,,"June 29, 2014",3:35am On Jul 22,,,,1 month & 27 days,1955,23
eboy540,https://www.nairaland.com/eboy540,53 amos akindayo,"October 21, 2015",3:14pm On Jul 23,i luv dis site,m,,18 days & 20 hours,620,51
Tosin91,https://www.nairaland.com/tosin91,,"July 07, 2018",10:11am On Jan 12,,,,2 hours & 7 minutes,3,
aofrank,https://www.nairaland.com/aofrank,"Lagos, Nigeria.","December 28, 2013",2:57pm On Oct 22,,m,@aofrank,3 days & 19 hours,44,
wyse24,https://www.nairaland.com/wyse24,Ibadan,"July 08, 2016",8:36pm On Jun 21,We provide ebay checkouts as well as ship from US. ,m,@aderemisadiq,6 days & 21 hours,840,3
kumamon,https://www.nairaland.com/kumamon,,"July 07, 2018",8:39am On Dec 06,God helps those who help themselvse.,m,,3 hours & 46 minutes,5,1
crownwell,https://www.nairaland.com/crownwell,,"July 12, 2018",10:00am On Jun 24,,,,8 hours & 46 minutes,18,
Swithoni,https://www.nairaland.com/swithoni,,"June 03, 2012",7:21am On Aug 20,,,,1 day & 13 hours,54,
johnnisky01,https://www.nairaland.com/johnnisky01,,"July 02, 2018",10:20pm On Sep 09,,,,3 hours & 13 minutes,4,
Babyileso,https://www.nairaland.com/babyileso,,"December 13, 2012",3:44pm On May 31,,f,,1 month & 2 days,111,22
DAVEZONIGLTD,https://www.nairaland.com/davezonigltd,"Abuja,Lagos& PHC ","August 03, 2013",7:58am On Jun 25,Greatness is Mine,,@DavezoNigeria,2 months & 29 days,983,49
Iamdutch93,https://www.nairaland.com/iamdutch93,,"March 27, 2018",10:03am On Jul 31,,,,4 hours & 1 minute,32,
oluwamozzy,https://www.nairaland.com/oluwamozzy,,"April 19, 2017",4:07pm On May 26,,m,,2 days & 2 hours,28,
aril,https://www.nairaland.com/aril,,"September 24, 2014",9:23pm On Jul 25,"Indeed, Allah subhanahu wa ta'ala does not try anyone with anything except that there is good in it for you, even if we are certain of the opposite. ",,,3 months & 24 days,3495,261
poshpaul,https://www.nairaland.com/poshpaul,,"May 30, 2015",9:00pm On Jul 17,I'm just me. quiet and simple,m,p0shpaul,2 months & 6 days,105,6
chichisun,https://www.nairaland.com/chichisun,,"July 07, 2015",11:47pm On Feb 11,,m,,1 day & 9 hours,33,
RoyalChannel,https://www.nairaland.com/royalchannel,,"July 21, 2018",10:46pm On Aug 30,"Believe in yourself,you can!",,,19 hours & 49 minutes,20,
Elayose,https://www.nairaland.com/elayose,,"November 07, 2017",10:33am On Feb 26,,,,6 hours & 51 minutes,2,
idris01,https://www.nairaland.com/idris01,,"April 26, 2010",4:06am On Oct 04,I love you..,m,,2 days & 12 hours,211,5
duos,https://www.nairaland.com/duos,,"December 04, 2013",10:35pm On Jul 25,,,,2 months & 11 days,106,1
skitozblog,https://www.nairaland.com/skitozblog,"lagos,nigeria","October 21, 2016",6:08pm On Sep 25,,,,11 days & 15 hours,194,39
JimloveTM,https://www.nairaland.com/jimlovetm,"China, Nigeria ","December 22, 2012",10:29pm On Jul 24,God is everything,m,,20 days & 12 hours,692,113
Wizard001,https://www.nairaland.com/wizard001,,"July 05, 2018",1:33pm On May 06,,,,15 hours & 54 minutes,10,
NEEZY5565,https://www.nairaland.com/neezy5565,,"July 02, 2016",6:22am On Apr 01,a breathe away frm victory,m,,5 days & 14 hours,39,5
slysite4real,https://www.nairaland.com/slysite4real,,"August 18, 2016",6:32am On May 29,,m,,4 days & 4 hours,377,
Femiblack05,https://www.nairaland.com/femiblack05,Nigerian ,"August 01, 2018",7:55am On Jul 14,Get any books of your choice now sent directly to your mail or whatsapp from all Genres of literature from  myriads of great authors at a very cheap and affordable rate (#300).  Call or whatsapp us on 08106039998 for your books now!!!!,,,5 days & 19 hours,420,4
RealTrump,https://www.nairaland.com/realtrump,,"April 16, 2018",8:09am On Jul 25,,,,27 days & 10 hours,286,8
ICECOLD007,https://www.nairaland.com/icecold007,,"August 07, 2018",10:28pm On Aug 18,,,,24 minutes & 22 seconds,1,
larmeedeh,https://www.nairaland.com/larmeedeh,,"July 24, 2016",3:37pm On Aug 29,,,,6 days & 13 hours,91,
Beyondthem,https://www.nairaland.com/beyondthem,,"August 10, 2018",10:44am On Oct 30,,,,4 hours & 12 minutes,6,
Josfem,https://www.nairaland.com/josfem,Lagos,"February 23, 2018",8:36pm On Oct 16,,m,,3 hours & 37 minutes,7,
ayusco85,https://www.nairaland.com/ayusco85,in the vault of CBN,"November 29, 2012",9:09pm On Jul 25,add me up on BBM 7B82AB72,m,@ayubs,5 months & 2 days,7093,98
Abdgafarplenty,https://www.nairaland.com/abdgafarplenty,,"July 19, 2013",9:42pm On Jul 25,"all for one,  one for all",m,,15 days & 21 hours,748,18
Kirakosarin,https://www.nairaland.com/kirakosarin,,"August 12, 2018",8:00am On Jul 24,,f,Ramatoki,1 day & 6 hours,53,7
Mikkyduke,https://www.nairaland.com/mikkyduke,,"August 16, 2018",8:37pm On Jun 27,,,,8 hours & 35 minutes,4,1
Holmes07,https://www.nairaland.com/holmes07,,"April 09, 2015",8:00am On Feb 23,www.facebook.com/CrystalSolarNG,m,,15 days & 21 hours,247,25
Julivas,https://www.nairaland.com/julivas,,"July 08, 2016",11:22pm On Aug 13,,m,,1 month & 21 days,1778,138
jibloh,https://www.nairaland.com/jibloh,Lagos ,"June 20, 2006",12:25pm On Aug 10,,m,,11 days & 1 hour,31,4
osikiabu,https://www.nairaland.com/osikiabu,,"July 03, 2014",2:10am On Apr 21,,m,,1 month & 4 days,58,
shadon1,https://www.nairaland.com/shadon1,,"October 27, 2011",2:53pm On Jun 17,,m,Mancejo,1 day & 3 hours,20,3
OPERASMS,https://www.nairaland.com/operasms,Kaduna state,"May 08, 2012",11:17am On May 18,JOIN THE RACE TO REACH MILLIONS OF PEOPLE VIA SMS. VISIT: www.operasms.com|www.bigsam.biz,m,Operasms,12 hours & 22 minutes,14,
FrancisGray7,https://www.nairaland.com/francisgray7,,"August 11, 2018",12:48pm On Sep 11,,,,13 minutes & 2 seconds,1,
starpex,https://www.nairaland.com/starpex,,"August 26, 2017",4:46pm On Nov 18,,m,,4 hours & 34 minutes,5,
okiisiak007,https://www.nairaland.com/okiisiak007,lagos Nigeria,"July 11, 2017",6:51pm On Sep 16,,m,,4 days & 22 hours,85,20
pizostica,https://www.nairaland.com/pizostica,,"March 18, 2017",5:07pm On Dec 07,,,,15 hours & 35 minutes,14,
Nisman,https://www.nairaland.com/nisman,,"August 26, 2018",9:09pm On Oct 05,,m,,1 hour & 56 minutes,1,
Synergyy,https://www.nairaland.com/synergyy,,"July 22, 2018",1:03pm On Feb 24,,,,6 hours & 36 minutes,1,
Tosinosu2011,https://www.nairaland.com/tosinosu2011,,"February 09, 2011",8:32am On Jul 25,A gentle man,,,11 days & 16 hours,79,8
Joseyglittering,https://www.nairaland.com/joseyglittering,,"September 02, 2018",9:31pm On Jul 08,,,,1 day & 2 hours,4,
robertito7,https://www.nairaland.com/robertito7,,"March 12, 2016",1:46pm On Jul 23,its tito,m,,6 days & 17 hours,191,3
Joyblessing2,https://www.nairaland.com/joyblessing2,,"September 05, 2018",1:45am On Nov 07,WhatsApp - ‭0802 231 6591‬,f,,1 hour & 36 minutes,1,
Mversed,https://www.nairaland.com/mversed,,"June 01, 2013",4:31pm On Jul 21,Pursuit is the proof of true desire,,,1 month & 2 days,1783,2
KunmiRoxitaLTD,https://www.nairaland.com/kunmiroxitaltd,,"May 24, 2018",1:25pm On Feb 15,,,,6 days & 7 hours,95,17
captainc2015,https://www.nairaland.com/captainc2015,,"October 09, 2016",12:42pm On Feb 05,,,,2 days & 9 hours,39,
ShugaFly,https://www.nairaland.com/shugafly,,"October 18, 2016",4:26pm On Jul 21,Life is So Complicated,m,,1 month & 5 days,269,4
effissyman,https://www.nairaland.com/effissyman,,"August 24, 2015",10:34pm On Mar 26,Live a life of integrity and let your integrity speak for you wherever your name is been mentioned.,m,,20 days & 20 hours,676,70
chukuly,https://www.nairaland.com/chukuly,,"March 25, 2011",8:04pm On Jul 25,it is better to err on the side of caution,m,,1 day & 19 hours,8,
chibuikepeter,https://www.nairaland.com/chibuikepeter,,"August 21, 2016",10:45am On Oct 05,,,,10 days & 7 hours,111,2
dehyor,https://www.nairaland.com/dehyor,,"May 04, 2018",6:42pm On Feb 03,,m,,16 hours & 25 minutes,8,
titisoge,https://www.nairaland.com/titisoge,,"December 29, 2014",9:01pm On Oct 07,,,,6 hours & 16 minutes,4,
Manholl,https://www.nairaland.com/manholl,,"June 24, 2018",1:30pm On Jun 02,,,,23 days & 11 hours,158,14
Nektar121,https://www.nairaland.com/nektar121,,"August 08, 2018",3:59pm On Oct 25,,,,4 hours & 56 minutes,18,
Sweetyie,https://www.nairaland.com/sweetyie,Lagos,"March 22, 2015",11:06am On Jul 10,,f," ",2 months & 24 days,1295,16
babs1984,https://www.nairaland.com/babs1984,,"September 19, 2018",10:59am On Sep 03,,,,4 hours & 34 minutes,3,
nana06,https://www.nairaland.com/nana06,,"February 21, 2015",11:27pm On Jul 22,,,,11 days & 22 hours,53,1
Blake0fficial,https://www.nairaland.com/blake0fficial,,"May 06, 2018",4:01pm On Apr 03,,,,3 hours & 25 minutes,10,4
clems45JJ,https://www.nairaland.com/clems45jj,Benin,"April 13, 2018",10:27pm On Nov 28,God holds my future,m,,12 hours & 1 minute,12,1
victory148,https://www.nairaland.com/victory148,,"October 22, 2012",10:26pm On Jul 25,,m,,1 month & 26 days,392,12
obioraop,https://www.nairaland.com/obioraop,Lagos,"February 26, 2013",8:03pm On Sep 17,Good gals are the hardest treasure to find so am switching guns,m,@obiorafresh,10 days & 5 hours,158,50
Youceee,https://www.nairaland.com/youceee,,"August 30, 2014",8:42pm On Jul 25,,,,2 months & 25 days,39,2
Ifebube19,https://www.nairaland.com/ifebube19,,"August 11, 2014",11:38am On Aug 27,,,,7 days & 7 hours,8,
Abztrings001,https://www.nairaland.com/abztrings001,,"November 17, 2018",9:21pm On Jul 09,,,,11 hours & 41 minutes,1,
Julietogbo,https://www.nairaland.com/julietogbo,Lagos apapa,"June 02, 2016",4:58pm On Dec 07,I love NL,f,,1 month & 21 days,174,2
sunelay2000,https://www.nairaland.com/sunelay2000,,"November 18, 2018",5:54am On Apr 01,,,,3 hours & 1 minute,1,
Chidubem27,https://www.nairaland.com/chidubem27,,"November 20, 2018",9:48pm On Feb 08,,,,10 hours & 47 minutes,2,
spifyswift,https://www.nairaland.com/spifyswift,,"July 29, 2016",12:44pm On Oct 14,,,,9 hours & 35 minutes,31,
Temmytripple,https://www.nairaland.com/temmytripple,,"May 17, 2015",5:36pm On Dec 08,,,,3 days,19,6
Maximuspfc,https://www.nairaland.com/maximuspfc,,"November 10, 2018",9:06am On Jun 06,,,,2 days & 14 hours,92,11
Holartoms,https://www.nairaland.com/holartoms,just beside u....i guess,"September 05, 2013",6:02pm On Feb 17,Nothing much..  .,m,,7 days & 6 hours,25,1
alfarouq,https://www.nairaland.com/alfarouq,Nigeria,"April 10, 2015",10:56pm On Jul 25,,m,,4 months & 4 days,1098,64
tadelubi,https://www.nairaland.com/tadelubi,,"August 11, 2013",11:07am On Jun 09,,f,,1 day & 8 hours,8,
DANIELDAMMY,https://www.nairaland.com/danieldammy,,"January 05, 2016",11:09pm On Nov 10,,,,6 hours & 15 minutes,8,
hustla,https://www.nairaland.com/hustla,Nigeria,"June 07, 2007",11:31pm On Jul 25,E'Pluribus Unum,m,,5 months & 13 days,10135,91
Queenose,https://www.nairaland.com/queenose,,"November 27, 2018",3:06pm On Jul 21,,,,4 days & 7 hours,19,
suleyoung,https://www.nairaland.com/suleyoung,Abuja,"January 05, 2015",6:32pm On Jul 11,,m,@suleyoung700,8 days & 13 hours,198,
xplode2016,https://www.nairaland.com/xplode2016,,"January 06, 2016",2:35pm On Mar 25,,m,,15 days & 5 hours,80,10
NiklausAkins,https://www.nairaland.com/niklausakins,"Liaoning, China","July 24, 2015",11:25pm On Jun 29,Live for God,m,,7 days & 9 hours,174,
Awilibogy,https://www.nairaland.com/awilibogy,,"January 21, 2017",4:20am On May 20,,m,,6 days & 10 hours,144,
AnaCheks,https://www.nairaland.com/anacheks,,"September 14, 2015",9:47pm On Jul 25,Just me,m,,3 months & 24 days,980,1
salemdv,https://www.nairaland.com/salemdv,lagos nigeria,"March 18, 2011",9:42am On Jul 21,,m,@saolatunji1,4 months & 6 days,464,54
limosodiq,https://www.nairaland.com/limosodiq,,"September 17, 2016",4:28pm On Jul 05,,m,,2 days & 18 hours,98,
Lordseyad,https://www.nairaland.com/lordseyad,oyo,"June 04, 2013",5:16am On Sep 16,..,m,lseyad,5 months & 24 days,3202,10
oseyi17,https://www.nairaland.com/oseyi17,,"October 15, 2014",8:43pm On Apr 16,,,,22 hours & 27 minutes,46,
Mautop,https://www.nairaland.com/mautop,,"July 31, 2018",5:51pm On Mar 23,,,,11 hours & 14 minutes,17,
CHINASTUDY,https://www.nairaland.com/chinastudy,,"July 05, 2014",9:53pm On Jul 21,,m,,1 day & 17 hours,118,2
olawalepopoola,https://www.nairaland.com/olawalepopoola,,"October 02, 2011",7:44pm On Jul 25,,,,1 month & 18 days,1127,160
Cee9,https://www.nairaland.com/cee9,,"May 15, 2010",9:34pm On Dec 19,,m,,3 months & 22 days,1112,55
Palazo,https://www.nairaland.com/palazo,UK,"September 03, 2008",9:48am On Jun 28,,m,,2 days & 10 hours,45,1
Oluwayomi01,https://www.nairaland.com/oluwayomi01,,"January 16, 2018",10:43am On May 11,,,,10 days & 10 hours,9,3
Tolexi,https://www.nairaland.com/tolexi,,"August 30, 2012",12:15am On Apr 13,,,,4 days & 9 hours,6,
Stan554,https://www.nairaland.com/stan554,,"December 20, 2018",8:46pm On Dec 10,,,,3 hours & 32 minutes,28,1
odimbannamdi,https://www.nairaland.com/odimbannamdi,"Lagos, Nigeria","July 31, 2014",10:37pm On Jul 25,"In everything you do, your best is enough. But make sure you do your best",m,,4 months & 18 days,5857,70
Drey143,https://www.nairaland.com/drey143,,"December 21, 2017",12:44am On Jul 25,,m,,4 days & 6 hours,107,1
bollybees,https://www.nairaland.com/bollybees,Nigeria,"June 10, 2009",1:01pm On Jun 06,,m,,11 days & 23 hours,95,24
fopishow,https://www.nairaland.com/fopishow,Mars,"April 26, 2011",10:06pm On Apr 07,,m,,1 month & 14 days,160,1
nwaobitex,https://www.nairaland.com/nwaobitex,,"September 06, 2013",2:51pm On Mar 03,,,@IsaacObitex,1 month & 18 days,2411,50
philchudi,https://www.nairaland.com/philchudi,,"November 13, 2013",7:26pm On Mar 21,,,,1 month & 19 days,540,69
Quadri42,https://www.nairaland.com/quadri42,,"January 12, 2019",4:45pm On Jan 12,,,,25 minutes & 7 seconds,2,
akilugarba77,https://www.nairaland.com/akilugarba77,,"December 05, 2018",12:59am On Jan 09,,,,2 days & 4 hours,22,
ediuyai,https://www.nairaland.com/ediuyai,,"October 22, 2016",8:46pm On Jul 11,,,,1 hour & 3 minutes,1,
fecosequence,https://www.nairaland.com/fecosequence,,"August 26, 2014",7:38pm On Jul 25,,m,,1 month & 27 days,469,6
SpongeBobSP,https://www.nairaland.com/spongebobsp,,"December 12, 2013",2:56pm On Jul 25,,,,1 month & 6 days,587,17
