name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
Petersamuel8,https://www.nairaland.com/petersamuel8,,"August 11, 2016",7:10pm On Jul 25,To be yourself and ur potentials is the essience of lif,m,Peter2great2,1 month & 6 days,1093,5
paddyDIGITAL,https://www.nairaland.com/paddydigital,"Online, 8am - 10pm","December 16, 2020",8:17am On Jun 24,"We are digital marketing services and solutions providers. You have 100% guarantee of our services and solutions. Your satisfaction is our priority, and if we served you well, tell others.",m,https://twitter.com/paddy_digital,1 month & 26 days,14759,64
MyFrenchVoyage,https://www.nairaland.com/myfrenchvoyage,"Lagos, Nigeria ","September 27, 2021",7:14pm On Feb 02,Create your own path,f,,10 hours & 14 minutes,15,
Rogerscullan,https://www.nairaland.com/rogerscullan,United states,"September 29, 2021",8:53am On Sep 29,I am teacher by profession which is the greatest gift I can ever thank for. I guide the next generation by the strings of education that have worn catch up with the students through those strings.   ,m,,18 minutes & 26 seconds,1,
Shytreasure,https://www.nairaland.com/shytreasure,Cosmos,"April 20, 2020",4:04pm On Jul 25,A critical thinker ,m,,1 month & 22 days,195,9
owhokaoduara,https://www.nairaland.com/owhokaoduara,,"October 02, 2021",4:47am On Oct 05,,,,1 hour & 9 minutes,2,
Tripleanthony,https://www.nairaland.com/tripleanthony,"Calabar, Cross river state","July 10, 2017",8:04pm On Jul 25,"Be humble, All will be well",m,I_amanthony,3 months,146,4
Dacari,https://www.nairaland.com/dacari,,"October 04, 2021",10:18am On Nov 01,,,,33 minutes & 39 seconds,2,
jacquelinethur,https://www.nairaland.com/jacquelinethur,,"October 07, 2021",9:23am On Oct 07,,,,37 minutes & 15 seconds,1,
MrHandsome2013,https://www.nairaland.com/mrhandsome2013,,"June 09, 2013",12:22pm On Nov 21,Are you looking for legitimate way to earn money daily without spending a dime then try this site https://home.ex732x.site/agentid/8grknu,,,2 months & 28 days,965,208
steediamond,https://www.nairaland.com/steediamond,,"March 28, 2015",4:12pm On Jul 22,,m,,7 days & 14 hours,14,
UltimateStarman,https://www.nairaland.com/ultimatestarman,Earth,"January 10, 2021",9:53am On Oct 12,HE IS LIVING AMONG US,,wait for it,13 days & 7 hours,381,1
BigDickandPussy,https://www.nairaland.com/bigdickandpussy,,"October 02, 2021",3:13pm On May 13,,,,6 hours & 58 minutes,143,1
HammedOlanaija,https://www.nairaland.com/hammedolanaija,Nigeria,"April 10, 2020",7:44am On Jul 25,No one is ever to small to dream.Dream Big and Achieve it,m,Tripp___in,3 days & 9 hours,663,39
Sonoyom,https://www.nairaland.com/sonoyom,Nairaland,"June 28, 2016",10:39pm On Jul 25,,m,,5 months & 25 days,3755,7
Moshe657,https://www.nairaland.com/moshe657,,"October 13, 2021",1:43am On Jul 16,,,,1 hour & 10 minutes,7,2
Grom4ik,https://www.nairaland.com/grom4ik,,"July 12, 2021",2:09pm On Jul 19,,m,,7 hours & 2 minutes,24,
YourLabGuys,https://www.nairaland.com/yourlabguys,,"October 27, 2021",11:50pm On Jul 18,,,,11 hours & 51 minutes,50,15
Josephtokoni,https://www.nairaland.com/josephtokoni,Lagos,"July 17, 2021",11:13pm On Jul 19,I am a creative writer and a motivated Microbiologist,m,,3 hours & 33 minutes,7,2
saintdas1,https://www.nairaland.com/saintdas1,lokoja,"September 16, 2015",10:24pm On May 30,Live as if u are to die tomorrow and learn as if u are to leave forever.,m,,20 days & 5 hours,74,3
Ehinjuola,https://www.nairaland.com/ehinjuola,Mars,"February 03, 2018",8:53am On Jul 16,Make hay while the sun shine,m,,16 days & 10 hours,249,9
ScamExpose,https://www.nairaland.com/scamexpose,,"November 09, 2021",5:36pm On Nov 15,,,,13 hours & 9 minutes,85,
PrinceMike24,https://www.nairaland.com/princemike24,,"July 21, 2020",9:50pm On May 31,,,,1 day & 2 hours,68,19
Punditman,https://www.nairaland.com/punditman,,"November 24, 2021",9:05am On Jun 12,,,,6 hours & 42 minutes,25,21
Kaykay165,https://www.nairaland.com/kaykay165,,"November 25, 2021",8:05am On May 21,Let Love Lead,m,,4 hours & 40 minutes,5,
Gamer999,https://www.nairaland.com/gamer999,Abuja,"August 10, 2020",7:23am On Jul 25,Have money or you'll suffer,,,19 days & 3 hours,507,54
Ablemax,https://www.nairaland.com/ablemax,River state,"March 03, 2019",9:06pm On Jul 25,I blieve in grace,m,,1 month & 17 days,726,22
Emeritus001,https://www.nairaland.com/emeritus001,Ondo State,"May 02, 2017",4:10pm On Jul 18,"I SEE NOTHING BUT LIGHT, I SEEK NOTHING BUT KNOWLEDGE TO LIVE A BLISSFUL AND HAPPY LIFE ",m,,18 days & 8 hours,168,
uayham,https://www.nairaland.com/uayham,,"November 30, 2021",10:21am On Nov 30,,,,4 minutes & 17 seconds,1,
Kaybee7000,https://www.nairaland.com/kaybee7000,ibadan,"April 06, 2012",9:38pm On Jul 25,olaniyi,m,kaybee7000,1 month & 1 day,524,6
exposition,https://www.nairaland.com/exposition,,"July 25, 2016",2:26pm On Jul 24,,,,1 month & 7 days,334,
ignis,https://www.nairaland.com/ignis,Unknown ,"July 03, 2010",10:10pm On Jul 25,,,,4 months & 2 days,16364,94
tenlita11,https://www.nairaland.com/tenlita11,,"December 07, 2021",10:30am On Dec 22,,,,1 hour & 26 minutes,10,
Sirjae,https://www.nairaland.com/sirjae,,"December 09, 2021",11:02am On Dec 09,,,,4 minutes & 6 seconds,1,
TIKWA2,https://www.nairaland.com/tikwa2,,"December 12, 2021",9:00pm On May 29,,,,3 hours & 34 minutes,4,
Damosoftic,https://www.nairaland.com/damosoftic,Nigeria,"May 11, 2015",1:41am On Jun 02,,m,@damosofticblog,3 days & 1 hour,29,1
HoneyWholesaler,https://www.nairaland.com/honeywholesaler,,"November 11, 2021",6:45pm On Jul 16,,,,1 day & 8 hours,350,12
bumeks,https://www.nairaland.com/bumeks,,"June 28, 2014",11:56am On Feb 24,I cant loose hope my success is sure,f,,1 month & 29 days,148,
Simjosada,https://www.nairaland.com/simjosada,,"June 12, 2020",6:07pm On Jul 23,,,,14 hours & 51 minutes,51,13
solomonjay,https://www.nairaland.com/solomonjay,"abuja,nigeria","April 19, 2007",1:15pm On Jan 08,LAWYERNXTDOOR HELPS YOU WITH YOUR BUSINESS SOLUTIONS AND LEGAL ASSISTANCE,m,@thelawyanxtdoor,1 day & 7 hours,99,13
larezo45,https://www.nairaland.com/larezo45,,"November 14, 2021",12:29am On Dec 28,,,,4 minutes & 43 seconds,1,
Micholo5,https://www.nairaland.com/micholo5,,"March 14, 2019",6:39am On Jul 25,,m,,5 days & 19 hours,124,3
Uyi168,https://www.nairaland.com/uyi168,HERE,"September 04, 2013",7:21pm On Jul 24,,,@joeuyi,7 months & 7 days,8249,18
qdlegrand,https://www.nairaland.com/qdlegrand,Nigeria,"September 13, 2019",12:06am,I'm a proficient exchanger,m,,7 days & 8 hours,27,2
Shineoneday,https://www.nairaland.com/shineoneday,,"June 11, 2020",9:23pm On Jul 25,in God I trust,,,5 days & 13 hours,152,12
samphina,https://www.nairaland.com/samphina,,"January 16, 2019",4:54pm On Jul 23,,,,7 hours & 42 minutes,12,5
OjodomoBlessing,https://www.nairaland.com/ojodomoblessing,,"August 25, 2021",9:41pm On May 08,,,,8 hours & 57 minutes,240,20
Onyibae,https://www.nairaland.com/onyibae,,"January 05, 2022",10:11pm On Jan 19,,,,1 hour & 33 minutes,1,
Laren24,https://www.nairaland.com/laren24,"Lagos, Nigeria","October 21, 2019",7:11pm On Jul 25,"Laren Security and Technology Limited deals in installation and sales of solar panels and inverters, CCTV camera, Electric Fencing, and Intercom installation. Kindly contact us at 09075677564 or olanrewajubabatunde971@gmail.com",m,Neral_Laren,1 month & 3 days,417,19
InMyZone,https://www.nairaland.com/inmyzone,,"November 08, 2021",10:45am On Feb 16,Your plug for the best Erectile dysfunction herbel remedy..5k per bottle and free delivery to anypart of Nigeria.We use GiG logistics oo,,,5 days & 9 hours,53,7
Arslanishaq,https://www.nairaland.com/arslanishaq,,"January 13, 2022",7:01am On Jan 14,,,,4 minutes & 58 seconds,1,
Transformium,https://www.nairaland.com/transformium,I would find YOU,"April 29, 2015",3:06pm On Jul 22,,,,16 days & 3 hours,304,4
Moutine,https://www.nairaland.com/moutine,lagos,"December 23, 2018",7:27pm On Jul 25,,m,,3 days & 4 hours,156,3
Mamuzo13,https://www.nairaland.com/mamuzo13,,"January 02, 2020",5:09pm On Jul 22,,f,,1 day & 10 hours,83,3
tamikal155,https://www.nairaland.com/tamikal155,,"December 27, 2021",2:10pm On Jul 24,,,,6 hours & 33 minutes,226,
talk2rotman,https://www.nairaland.com/talk2rotman,ibadan,"July 17, 2013",12:30am On Jul 25,God is good,m,,1 month & 6 days,507,25
Edukere333,https://www.nairaland.com/edukere333,,"January 21, 2022",1:17pm On Jul 07,,,,1 hour & 42 minutes,6,
tekkx1,https://www.nairaland.com/tekkx1,,"December 24, 2021",9:07am On Mar 18,,,,1 hour & 22 minutes,21,2
Constantine10,https://www.nairaland.com/constantine10,,"February 05, 2021",6:18pm On Apr 09,,,,1 day & 22 hours,101,1
Maximus85,https://www.nairaland.com/maximus85,Lagos,"April 03, 2011",12:53am On May 11,You need to read this book if you are an undergraduate. ,m,,1 month & 25 days,4113,266
saloni2159,https://www.nairaland.com/saloni2159,,"January 26, 2022",8:47am On Jan 26,,,,6 minutes & 12 seconds,2,
martinnclarkk25,https://www.nairaland.com/martinnclarkk25,United States,"August 24, 2019",7:19am On Apr 30,https://wwwofficecomsetupkey.com/,,,1 hour & 24 minutes,25,13
Stanislaus18,https://www.nairaland.com/stanislaus18,Port Harcourt,"June 04, 2020",9:08pm On Jul 25,All things work together for good,m,,3 days & 4 hours,226,2
Ofofoload,https://www.nairaland.com/ofofoload,,"October 29, 2020",2:35pm On Jun 28,,,,7 hours & 24 minutes,76,48
PNomsule,https://www.nairaland.com/pnomsule,Abuja,"June 15, 2010",10:01pm On Jul 25,Hoping the lot of our nation improves (prayerfully)!,m,,1 month & 11 days,628,7
justebuka,https://www.nairaland.com/justebuka,,"September 01, 2020",8:34am On Jun 29,Education is not a priviledge but a RIGHT,m,,1 day & 3 hours,172,16
chizidgreat,https://www.nairaland.com/chizidgreat,,"February 05, 2015",10:50am On Jul 25,,m,,21 days & 7 hours,379,115
Vicogrin,https://www.nairaland.com/vicogrin,benin,"October 05, 2017",3:55pm On Jul 25,,m,RICHBOY,1 month & 18 days,191,23
ebukamario,https://www.nairaland.com/ebukamario,,"November 29, 2021",3:51pm On Apr 14,,,,2 hours & 27 minutes,17,13
JuliusDeGreat,https://www.nairaland.com/juliusdegreat,Abuja Nigeria ,"October 10, 2020",5:13pm On May 22,Ok,m,,1 day & 6 hours,17,
dhiqson,https://www.nairaland.com/dhiqson,Far beyond the Galaxies,"July 14, 2021",11:01pm On Jul 25,"Never be quick to call anyone your friend, let circumstance introduce them to you",m,,25 days & 15 hours,445,2
TechspeciaIist,https://www.nairaland.com/techspeciaiist,Lagos,"January 27, 2022",7:45pm On Jun 11,,m,,1 day & 21 hours,294,
Khiaaa,https://www.nairaland.com/khiaaa,"Carlifona, United States of America","December 26, 2021",2:59pm On Apr 30,"Hello to you, yes, I mean you. I wish you a very blessed day.",f,,7 hours & 24 minutes,29,2
agrocentric,https://www.nairaland.com/agrocentric,,"January 23, 2017",8:44am On May 17,We bring agriculture to your Fingertips by enlightening and giving you practical knowledge,,twitter.com/agroensured,3 days & 4 hours,54,14
McKayConcept,https://www.nairaland.com/mckayconcept,Benin City,"September 13, 2016",8:05pm On Jul 25,,m,,15 days & 17 hours,356,
KelB,https://www.nairaland.com/kelb,Lagos,"October 06, 2018",9:31am On May 24,Make me some money,m,@stan_desmond,13 days & 15 hours,531,10
cristigreen,https://www.nairaland.com/cristigreen,,"January 26, 2022",11:03pm On May 03,,,,36 minutes & 54 seconds,11,
MarianoAveledo,https://www.nairaland.com/marianoaveledo,,"March 07, 2022",11:50am On Mar 07,,,,6 minutes & 28 seconds,2,
zaria133,https://www.nairaland.com/zaria133,,"September 16, 2021",11:20pm On Mar 07,,,,1 hour & 3 minutes,7,1
Techspecialistt,https://www.nairaland.com/techspecialistt,,"February 18, 2022",7:43pm On Mar 08,,,,4 hours & 13 minutes,21,
tejaswani,https://www.nairaland.com/tejaswani,,"March 08, 2022",12:27pm On Mar 08,,,,12 minutes & 33 seconds,1,
EmpressOVD,https://www.nairaland.com/empressovd,,"May 29, 2021",1:40pm On Jul 25,,,,7 days & 5 hours,182,11
Surplus6,https://www.nairaland.com/surplus6,Anambra,"June 17, 2019",7:11am On Jul 22,,m,Enwelu_sopulu,16 hours & 20 minutes,17,
Mkay15,https://www.nairaland.com/mkay15,,"December 09, 2020",11:38am On Jul 25,,,,9 days & 11 hours,33,1
StudyOverseas,https://www.nairaland.com/studyoverseas,,"January 22, 2022",10:50pm On May 02,StudyOverseas.Net,,,8 hours & 4 minutes,82,3
PreetyAngel4U,https://www.nairaland.com/preetyangel4u,,"January 16, 2020",3:49pm On Jul 25,,,,7 days & 13 hours,88,3
Lemonpluz,https://www.nairaland.com/lemonpluz,,"March 28, 2020",5:00pm On Jul 21,,,,12 hours & 8 minutes,6,
Vondata,https://www.nairaland.com/vondata,Enugu,"July 26, 2013",9:40pm On Jul 25,,m,,9 days & 19 hours,116,22
vonnelixir,https://www.nairaland.com/vonnelixir,,"December 29, 2018",12:04pm On Apr 18,,,,1 day & 11 hours,38,8
Ffgchristalz,https://www.nairaland.com/ffgchristalz,,"September 05, 2017",11:16am On May 01,,,,29 minutes & 35 seconds,1,
A1Projecthub,https://www.nairaland.com/a1projecthub,Nigeria ,"March 31, 2022",4:18pm On Jun 16,"FREE PROJECT TOPICS AND MATERIALS FOR FINAL YEAR, OND, HND, B.sc, MBA, Phd and MSc RESEARCH WORKS.   Please.. Visit WWW.A1PROJECTHUB.COM",f,https://mobile.twitter.com/A1ProjectHub,4 hours & 28 minutes,73,2
EnyinnaVictor19,https://www.nairaland.com/enyinnavictor19,"Abuja, Nigeria","March 30, 2021",8:21pm On May 06,"Man is by nature a Logical Being, without reasoning there is no Man.",m,EngrEnyinnaVictor@twitter.com,1 day & 1 hour,56,36
BigFabian,https://www.nairaland.com/bigfabian,Lagos,"March 22, 2021",8:01am On Apr 01,,m,FabianOkeke3,58 minutes & 13 seconds,3,
latosolorunwa,https://www.nairaland.com/latosolorunwa,Nigeria,"June 28, 2021",2:15am On Jul 23,,m,,1 day & 9 hours,62,25
Abidx22,https://www.nairaland.com/abidx22,Ibadan,"October 31, 2013",8:00pm On Jul 25,Neva say die is d secret of suxes,m,Abidx_22,26 days & 13 hours,152,3
chiazorfrancis,https://www.nairaland.com/chiazorfrancis,,"October 07, 2019",5:50pm On Jul 14,,,,1 day & 20 hours,38,3
olusegundire,https://www.nairaland.com/olusegundire,osogbo,"July 24, 2016",5:59pm On Jun 10,I love good people.....i dislike cheating of any sorts,m,,2 days & 13 hours,62,24
Vincyman,https://www.nairaland.com/vincyman,,"January 05, 2018",1:19pm On Jul 25,,,,6 days & 14 hours,332,3
Davido97,https://www.nairaland.com/davido97,,"September 16, 2019",10:02am On Jul 25,,,,1 day & 7 hours,26,5
Georgee4u,https://www.nairaland.com/georgee4u,,"January 06, 2010",11:24pm On Jul 24,Visit us on CEGITAL: www.cegital.com to buy all kinds of Examination Scratch Cards ,,,13 days & 1 hour,133,21
Gammfreak,https://www.nairaland.com/gammfreak,Lagos,"August 12, 2014",9:11am On Jun 27,,m,,18 days & 16 hours,182,10
Weezy463,https://www.nairaland.com/weezy463,Ondo State,"November 27, 2021",7:51pm On Jul 25,,m,,2 days & 8 hours,207,
biejibbs93,https://www.nairaland.com/biejibbs93,Lagos,"June 11, 2015",2:07pm On Jul 20,"Nobody is useless, just that they haven't find their useful self in CHRIST JESUS. ",m,@callme_BieJibbs,11 days & 7 hours,37,5
Egombute,https://www.nairaland.com/egombute,,"January 02, 2019",12:14pm On Jul 24,,,,8 days & 4 hours,26,
angrychairau,https://www.nairaland.com/angrychairau,,"April 22, 2022",6:29am On Apr 22,,,,9 minutes & 24 seconds,1,
Yohans,https://www.nairaland.com/yohans,Somewhere in Nigeria,"July 10, 2019",4:56pm On Jul 22,Just lurking around,m,,4 days & 13 hours,384,3
nigeriancritic1,https://www.nairaland.com/nigeriancritic1,,"April 29, 2016",4:46pm On Jul 23,"WHEN THE WINGS ARE REPAIRED, THE FLIGHT COULD BEGIN... AND THEY SAID THIS GUY IS A POLYMATH AND A ""PROF"".",m,,2 months & 13 days,828,103
Omoogah,https://www.nairaland.com/omoogah,,"April 05, 2022",9:41pm On Jul 12,,,,2 hours & 7 minutes,75,13
unifinal,https://www.nairaland.com/unifinal,,"April 23, 2022",7:20pm On May 21,,,,22 minutes & 35 seconds,7,
ganasteven,https://www.nairaland.com/ganasteven,Kwara,"May 21, 2015",4:21pm On Jul 21,A compos mentis homo sapien with a difference.,m,@gana_steven,2 days & 6 hours,40,4
Alphalord,https://www.nairaland.com/alphalord,Rivers State,"May 02, 2022",1:11am On May 26,,m,@miraclesampso14,47 minutes & 27 seconds,5,
Hndrrxxx,https://www.nairaland.com/hndrrxxx," capitol city","April 03, 2020",6:21pm On Jul 25,Grind got harrddder@$!@ and my mind got smarter,m,,1 month & 14 days,2475,14
Venekconsultt,https://www.nairaland.com/venekconsultt,,"May 01, 2022",1:33am On Jul 24,,,,23 hours & 54 minutes,87,
NevetsIbot,https://www.nairaland.com/nevetsibot,earth,"April 18, 2016",10:37pm On Jul 25,God over everything ,m,nevets_stephen@twitter.com,2 months & 26 days,6684,125
Blesstar,https://www.nairaland.com/blesstar,Port harcourt.,"July 20, 2019",2:15pm On Jul 25,Determination is the key 2 success.,f,,13 days & 19 hours,194,8
ModelLook,https://www.nairaland.com/modellook,"Lagos, Nigeria","June 14, 2021",11:40pm On Jun 11,GOD IS POWERFUL,m,Call/WhatsApp +2348107207553,13 days & 13 hours,1955,70
klemmsbeat,https://www.nairaland.com/klemmsbeat,,"October 31, 2016",6:29am On Jul 25,,m,Timothy clement,7 days & 22 hours,30,9
Starwillis,https://www.nairaland.com/starwillis,,"May 05, 2022",6:21pm On Jul 04,,,,34 minutes & 51 seconds,1,
Sahnun91,https://www.nairaland.com/sahnun91,,"July 09, 2021",4:53pm On Jun 23,,m,,5 hours & 16 minutes,41,1
Gyantech,https://www.nairaland.com/gyantech,,"May 19, 2022",4:28pm On May 19,,,,10 minutes & 4 seconds,2,
almyah,https://www.nairaland.com/almyah,Saudi Arabia,"May 19, 2022",12:32pm On May 19,,,https://twitter.com/almyah545,19 minutes & 56 seconds,8,
Inspire21,https://www.nairaland.com/inspire21,,"July 10, 2021",8:29am On Jul 12,,,,32 minutes & 50 seconds,5,3
sanyho,https://www.nairaland.com/sanyho,ibadan city,"December 18, 2016",8:52am On Jul 21,"with God, all things are possible",m,,13 hours & 20 minutes,33,15
PKURLINZ,https://www.nairaland.com/pkurlinz,Everywhere,"June 13, 2020",9:11am On Jul 16,"""Never allow your current situation predict your future""",,,11 days & 22 hours,38,
Smartemmy11,https://www.nairaland.com/smartemmy11,Lagos,"May 08, 2022",1:08pm On Jul 19,Mr,m,,8 hours & 23 minutes,35,34
thepartyforum,https://www.nairaland.com/thepartyforum,Badagry Lagos,"January 16, 2018",9:34pm On Jun 06,Bag making company ,,,1 day & 19 hours,143,107
chrisjun,https://www.nairaland.com/chrisjun,,"July 17, 2008",9:51am On Jun 08,,,,9 hours & 34 minutes,3,1
Eaziimoney,https://www.nairaland.com/eaziimoney,"Uyo, Benin","May 13, 2022",12:10am,Eazii ohh,,,9 days & 1 hour,352,3
AlphaStyles,https://www.nairaland.com/alphastyles,Ibadan,"December 12, 2016",3:50pm On Jul 25,ONE DAY ONE DAY I GO SMILE ONE DAY I GO MAKE AM,m,,21 days & 17 hours,4328,27
ClimaxHerbalixt,https://www.nairaland.com/climaxherbalixt,"Akure, Ondo State","June 09, 2022",10:02am On Jul 06,This is an herbal medical channel that provide free consultations on all ailments affecting human being using natural products.,m,,1 day & 12 hours,385,6
Promoter2,https://www.nairaland.com/promoter2,,"August 14, 2020",11:27pm On Jul 25,,,,14 days & 13 hours,511,10
EduleteGamified,https://www.nairaland.com/eduletegamified,"Gurugram Haryana, India","June 20, 2022",10:45am On Jun 20,"Edulete is a gamified test preparation platform that helps students prepare for standardized tests such as the JEE, NEET, SSC, CAT and many more.Visit Our Website : www.edulete.in ",,https://twitter.com/EduleteTech,5 minutes & 27 seconds,1,
DeeOne98,https://www.nairaland.com/deeone98,Nigeria,"October 31, 2019",5:31pm On Jun 30,Dont stress me,m,,5 hours & 18 minutes,66,3
DenreleDave,https://www.nairaland.com/denreledave,Lagos,"July 19, 2017",9:00pm On Jul 25,d6D5E6F0C14dcD66A5710xbd342CaB0A4578Bd1DD0,m,d6D5E6F0C14dcD66A5710xbd342CaB0A4578Bd1DD0,2 months & 20 days,12646,285
Ibitayodamaris,https://www.nairaland.com/ibitayodamaris,,"June 26, 2022",9:31pm On Jun 29,,,,1 hour & 20 minutes,4,
bsinstitute,https://www.nairaland.com/bsinstitute,,"June 30, 2022",11:51am On Jul 04,,,,8 minutes & 39 seconds,2,1
Gpea,https://www.nairaland.com/gpea,,"February 17, 2019",10:40am On Jul 25,,,,9 days & 1 hour,47,
Heavenlyminded,https://www.nairaland.com/heavenlyminded,,"February 03, 2017",7:24pm On Jul 22,,,,6 days & 1 hour,176,43
schriftarten123,https://www.nairaland.com/schriftarten123,,"July 05, 2022",2:34am On Jul 15,,,,3 minutes & 13 seconds,1,
helppartner,https://www.nairaland.com/helppartner,,"August 12, 2016",4:17pm On Jul 14,Help partner,,,5 hours & 32 minutes,74,1
Officialsetlinn,https://www.nairaland.com/officialsetlinn,,"June 29, 2022",7:08pm On Jul 25,,,,19 hours & 38 minutes,55,19
nnazlatan,https://www.nairaland.com/nnazlatan,,"July 08, 2022",2:26pm On Jul 19,,,,40 minutes & 22 seconds,10,
foremost55,https://www.nairaland.com/foremost55,JOS,"June 13, 2016",9:35pm On Jul 15,Fear Who No Fear You,m,,1 day & 10 hours,124,4
Poptemmy2,https://www.nairaland.com/poptemmy2,,"April 13, 2022",9:19am On Jul 12,,,,2 hours & 52 minutes,13,11
Absitainvestor,https://www.nairaland.com/absitainvestor,,"June 10, 2022",12:06pm On Jul 22,,,,10 hours & 39 minutes,47,12
Ratio21,https://www.nairaland.com/ratio21,"1314 JACKSON AVE FL 7, Long Island City, New York, United States","July 19, 2022",10:20am On Jul 19,Reinventing High School for the 21st Century,,,14 minutes & 5 seconds,1,
Ellajoo,https://www.nairaland.com/ellajoo,,"March 26, 2022",10:48am On Jul 19,,,,2 hours & 54 minutes,27,3
pinoyteleserye,https://www.nairaland.com/pinoyteleserye,,"July 19, 2022",5:07pm On Jul 19,,,,29 minutes,1,
Bamijoko1,https://www.nairaland.com/bamijoko1,"mushin, lagos state. ","February 16, 2010",10:58pm On Jul 25,God is my everything,m,,1 month & 8 days,86,1
olanikeakinola,https://www.nairaland.com/olanikeakinola,,"July 18, 2022",3:08pm On Jul 23,,,,1 hour & 10 minutes,6,2
myassignment01,https://www.nairaland.com/myassignment01,,"July 25, 2022",11:32am On Jul 25,,,,2 minutes & 28 seconds,1,
