name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
sonofElElyon,https://www.nairaland.com/sonofelelyon,,"January 11, 2018",8:49pm,,,,1 month & 27 days,4057,112
syntekelite,https://www.nairaland.com/syntekelite,lagos,"February 04, 2016",7:25pm,,m,@jaydjudah,25 days & 15 hours,748,21
MrWondah,https://www.nairaland.com/mrwondah,Port Harcourt,"February 25, 2017",10:43pm,If you no appreciate pidgin no read my post,m,@erection,2 months & 26 days,1368,44
LienwaltAbel,https://www.nairaland.com/lienwaltabel,,"July 04, 2021",1:52pm,Lover of occult rock and doom metal,m,,8 days & 17 hours,1255,4
bagad,https://www.nairaland.com/bagad,,"July 05, 2022",8:42pm,,,,17 hours & 41 minutes,56,0
BenDo63,https://www.nairaland.com/bendo63,,"March 06, 2022",2:47pm,,,,2 days & 3 hours,254,0
Luckysbab,https://www.nairaland.com/luckysbab,,"March 22, 2013",9:54pm,,,,1 month & 2 days,1360,17
WhisperedNoise,https://www.nairaland.com/whisperednoise,,"September 25, 2019",10:44pm,,,,14 days & 12 hours,291,4
olas24u,https://www.nairaland.com/olas24u,Sapporo,"July 30, 2013",10:05pm,Ubuntu ,f,,4 months & 6 days,6104,142
Okealaaye,https://www.nairaland.com/okealaaye,"London, England ","June 09, 2022",10:44pm,,,,5 days & 16 hours,576,1
Consiglieri,https://www.nairaland.com/consiglieri,,"October 11, 2018",10:23pm,,,,1 month & 1 day,64,2
SunnyDS,https://www.nairaland.com/sunnyds,,"July 21, 2022",10:28pm,,m,,22 minutes & 53 seconds,13,0
escapadechuks,https://www.nairaland.com/escapadechuks,,"March 17, 2018",10:01pm,,,,1 day & 1 hour,36,1
Carlyboi,https://www.nairaland.com/carlyboi,,"March 16, 2017",10:38pm,,m,,4 months & 23 days,2557,30
uche393,https://www.nairaland.com/uche393,,"January 04, 2014",8:44pm,,,,1 month,333,12
Phaantom22,https://www.nairaland.com/phaantom22,,"January 30, 2022",10:48pm,,,,6 days,447,2
anewchapter,https://www.nairaland.com/anewchapter,,"May 04, 2021",8:35pm,,,,15 days & 17 hours,852,14
Josbreed,https://www.nairaland.com/josbreed,,"November 08, 2020",9:29pm,,,,1 month & 1 day,445,2
adverttrading,https://www.nairaland.com/adverttrading,,"August 25, 2020",2:42pm,Keep your mind at peace,,,18 hours & 19 minutes,16,10
ejike714,https://www.nairaland.com/ejike714,,"June 10, 2021",4:41pm,,,,9 hours & 25 minutes,6,0
Vix805,https://www.nairaland.com/vix805,,"July 16, 2022",9:41pm,,,,1 day & 5 hours,297,23
iparipa,https://www.nairaland.com/iparipa,,"July 03, 2020",5:43pm,,,,5 days & 22 hours,31,4
Banbanna,https://www.nairaland.com/banbanna,,"October 26, 2021",9:43pm,,m,,8 days & 8 hours,291,0
lekkicctv,https://www.nairaland.com/lekkicctv,"Lekki, Lagos","November 17, 2021",10:08pm,Surveillance Cameras,m,,1 day & 7 hours,99,12
InsideLove,https://www.nairaland.com/insidelove,,"June 07, 2021",9:45pm,,f,,2 days & 3 hours,355,2
cenaman,https://www.nairaland.com/cenaman,NEW JERSEY.,"April 12, 2018",5:14pm,Make Money! Make Money!! Make Money!!! Continue to make MONEY.,m,,2 months & 29 days,3177,44
Floorbeat,https://www.nairaland.com/floorbeat,,"April 08, 2022",9:36pm,,f,,3 hours & 4 minutes,30,0
Oxtertee,https://www.nairaland.com/oxtertee,,"March 10, 2018",9:53pm,,,,3 months & 25 days,632,2
ademidedavid,https://www.nairaland.com/ademidedavid,Nigeria,"March 07, 2016",6:41pm,What God cannot do doesn’t exist,f,,1 month & 5 days,1708,49
Realtord43,https://www.nairaland.com/realtord43,DAKAR,"October 31, 2018",10:47pm,,m,,5 months & 2 days,1393,19
Harrykn,https://www.nairaland.com/harrykn,Akwa Ibom state ,"December 25, 2018",4:35pm,"This is life,  live till when you're gone",,,1 month & 18 days,2958,37
OlayemiAshraf,https://www.nairaland.com/olayemiashraf,,"December 18, 2020","3:02pm On Aug 02, 2021",LOYALTY over MONEY,m,,20 days & 23 hours,1470,21
tyup,https://www.nairaland.com/tyup,Somewhere Northern ,"December 09, 2016",9:24pm On Feb 11,,m,,1 month & 28 days,5195,37
DaddyRochie1642,https://www.nairaland.com/daddyrochie1642,,"August 27, 2019",8:18am On Jul 26,I'm Only Up To Mischief,,,3 months & 16 days,5417,3
judetov2,https://www.nairaland.com/judetov2,Nigeria,"November 02, 2018",10:50pm,"That "" I believe in Allah"" shit who wrote it cuz don't knw when",m,non,1 month & 26 days,522,2
UDOKABESTLUV,https://www.nairaland.com/udokabestluv," Onitsha","May 06, 2013",4:57pm,"MY NAME IS UDOKABESTLUV, From Anambra State",m,Twitter.com/UDOKABESTLUV,1 month & 2 days,4143,506
nairalander2020,https://www.nairaland.com/nairalander2020,,"May 12, 2020",10:34pm,,m,,1 month & 11 days,758,23
fuckingAyaya,https://www.nairaland.com/fuckingayaya,lagos,"December 08, 2016",11:54am,Rumours or lucifer I don't know who to trust,m,,2 months & 26 days,8572,0
Juell,https://www.nairaland.com/juell,Abuja,"April 02, 2013",5:45pm,I'm an Architect!,m,,4 months & 9 days,1715,41
Codezz,https://www.nairaland.com/codezz,,"April 04, 2018","11:26am On Jun 18, 2021",,,,1 month & 10 days,208,0
doggedfighter,https://www.nairaland.com/doggedfighter,,"October 11, 2018",10:31pm,,f,,7 months & 11 days,13869,0
SUPERPACK,https://www.nairaland.com/superpack,,"October 26, 2015",10:40pm,,,@soccerzone247,10 months & 2 days,5601,17
omokeinde84655,https://www.nairaland.com/omokeinde84655,,"July 21, 2020",5:41pm On Jul 26,,,,22 hours & 11 minutes,52,0
TheChameleon,https://www.nairaland.com/thechameleon,,"February 02, 2020",8:41pm On Jul 17,The Chameleon,,,20 days & 7 hours,1361,6
mysticwarrior,https://www.nairaland.com/mysticwarrior,Scythia,"April 12, 2015",12:42pm,"you dont have to be perfect to impress others, let them be impressed on how you deal with your own imperfections.",m,,4 months & 3 days,3719,19
jimi4us,https://www.nairaland.com/jimi4us,,"April 06, 2015",10:06am On Apr 13,,,,28 days,2409,31
Raysleek,https://www.nairaland.com/raysleek,,"October 29, 2018",9:30pm,,,,23 days & 18 hours,1043,18
KanuSE,https://www.nairaland.com/kanuse,,"June 02, 2019","11:14pm On Oct 23, 2021",,,,1 month & 18 days,3592,0
klismann12,https://www.nairaland.com/klismann12,,"April 17, 2017",10:54pm,,,,1 month & 7 days,73,3
Neddstark,https://www.nairaland.com/neddstark,,"August 07, 2016",10:35pm,,,,2 months & 26 days,6509,18
brandsoncharlie,https://www.nairaland.com/brandsoncharlie,,"January 11, 2021",9:01pm,,,,24 days & 5 hours,1326,0
bejeria101,https://www.nairaland.com/bejeria101,abuja fct nigeria,"December 28, 2009",10:36pm On Jul 24,God is my true help,m,Blaj4real,2 months & 1 day,6490,112
SirJerrie,https://www.nairaland.com/sirjerrie,,"June 26, 2020",6:47pm On Jul 26,,m,,14 days & 15 hours,279,6
TruthSeeker1,https://www.nairaland.com/truthseeker1,,"November 15, 2020","9:24pm On Mar 10, 2021",,,,5 days & 5 hours,182,0
Adakintroy,https://www.nairaland.com/adakintroy,,"November 11, 2017",9:26pm,,,,2 months & 8 days,5792,25
Neowanskywalker,https://www.nairaland.com/neowanskywalker,,"January 17, 2021","8:52pm On Mar 10, 2021",,,,2 days & 3 hours,132,3
thaoriginator,https://www.nairaland.com/thaoriginator,,"January 09, 2013",5:04pm,,,,1 month & 29 days,7766,60
midnighter1,https://www.nairaland.com/midnighter1,,"September 30, 2019",8:47am On Jun 05,,f,,7 hours & 13 minutes,51,0
OMOJOHN001,https://www.nairaland.com/omojohn001,Warri ,"September 20, 2020",6:48pm,S.prince,m,,1 month & 10 days,647,40
Benwallt,https://www.nairaland.com/benwallt,B/C,"September 29, 2018",8:28pm,"Do not as you are told, think and do as you think best. ",m,Notafan,2 months & 7 days,4239,20
ipobarethieves,https://www.nairaland.com/ipobarethieves,,"June 25, 2018",9:58am On Jun 27,,,,2 months & 26 days,7869,0
victorazyvictor,https://www.nairaland.com/victorazyvictor,Vancouver ,"September 26, 2017","7:02am On Jan 23, 2021",me alone,m,,1 month & 10 days,4092,11
Godishelp,https://www.nairaland.com/godishelp,,"January 17, 2021",10:02am On May 20,,,,9 days & 4 hours,10,0
samwash,https://www.nairaland.com/samwash,,"March 15, 2009",10:44pm,,m,,4 months & 25 days,1788,26
aalangel,https://www.nairaland.com/aalangel,,"March 22, 2007",10:29pm,,f,,1 month & 26 days,4176,214
Brandonx,https://www.nairaland.com/brandonx,,"February 27, 2019",9:11pm On Jun 30,,m,,1 month & 11 days,1705,5
ayenale1,https://www.nairaland.com/ayenale1,,"December 01, 2018",6:54pm,Yahweh reigns,m,AAustino001,23 days & 7 hours,1881,0
uuzba,https://www.nairaland.com/uuzba,Lagos,"February 03, 2018",2:11pm,Big English will not save you. Your actions will.,m,,1 month & 22 days,5726,7
simplexvi,https://www.nairaland.com/simplexvi,,"July 19, 2014",10:55am On Mar 05,,,@simplexvi1,15 days & 17 hours,318,53
JoeEeL,https://www.nairaland.com/joeeel,,"October 19, 2020",1:29pm On May 15,OODUA AGBE WA O,m,,26 days & 2 hours,2446,1
Omoluabi16,https://www.nairaland.com/omoluabi16,"Pyongyang, North korea.","January 07, 2016",10:16pm,M.S.N,m,,4 months & 25 days,6907,24
Emeka71,https://www.nairaland.com/emeka71,Nigeria,"June 24, 2007",7:20pm,Life is all about choice.,m,Emeka Anyasi,2 months & 2 days,6156,9
WalkerMichael,https://www.nairaland.com/walkermichael,,"February 13, 2016",8:21pm,,m,,4 months & 17 days,2978,92
BOSSkesh,https://www.nairaland.com/bosskesh,Kaduna ,"January 12, 2018",12:50am,Yolo,m,,1 month & 8 days,224,10
Patrioticbreed9,https://www.nairaland.com/patrioticbreed9,Abuja,"January 06, 2021",10:20pm,All hail nigeria,m,,1 month & 6 days,2743,164
Bullman,https://www.nairaland.com/bullman,,"November 25, 2020",8:31pm,,m,,18 days & 15 hours,255,2
Cj4charles,https://www.nairaland.com/cj4charles,,"May 08, 2018",9:28pm,,m,,1 month & 17 days,737,0
Greenback,https://www.nairaland.com/greenback,,"March 16, 2016",12:14pm On Jul 19,"Moi and the pacifics..and rock....and of cos,the Lord.",,,1 month & 3 days,4108,2
weyreypey,https://www.nairaland.com/weyreypey,,"May 05, 2015",11:52pm On May 25,,,,2 months & 14 days,9256,251
Opperwezen,https://www.nairaland.com/opperwezen,,"January 08, 2020",7:09pm,Money is the end and aim of my mercenary existence,m,,2 months & 6 days,419,1
sicily4u,https://www.nairaland.com/sicily4u,,"October 25, 2008",8:45pm On Jun 26,we are preparing and waiting.,,,1 month & 16 days,1279,75
LadyTianna,https://www.nairaland.com/ladytianna,,"August 01, 2020",8:03am On Feb 04,,f,,22 days & 7 hours,345,7
luminouz,https://www.nairaland.com/luminouz,ibadan,"February 20, 2008",10:21pm,"A ""K"" in time saves Nine",m,ALIEN,9 months & 24 days,23999,6
sylve11,https://www.nairaland.com/sylve11,Base!,"March 30, 2008",7:44pm,There's a fine line between a hobby and mental illness.. ,,,6 months & 16 days,29621,10
edoairways,https://www.nairaland.com/edoairways,,"September 28, 2019",9:11pm,This is my last message on this platform. Goodbye to humanity.,,,2 months & 9 days,12763,5
Juoflife1,https://www.nairaland.com/juoflife1,Port-harcourt ,"May 21, 2020",4:36pm,,f,,1 month & 8 days,712,0
matm,https://www.nairaland.com/matm,,"October 08, 2020",1:30pm On Jul 26,,,,17 days & 9 hours,1328,0
mechanics,https://www.nairaland.com/mechanics,Abuja,"July 07, 2014",11:59pm On Jul 26,The God of all sufficiency.,m,yusuf4488,5 months & 14 days,27467,0
olisaEze,https://www.nairaland.com/olisaeze,,"February 25, 2013",10:34pm,,m,,2 months & 16 days,5509,3
Ghostmode2two,https://www.nairaland.com/ghostmode2two,Lagos,"November 30, 2017",10:23pm On Jan 07,Do unto others the way you want to be done to you!!,m,,1 month & 9 days,6483,0
slumcat,https://www.nairaland.com/slumcat,"California, USA. ","February 18, 2012","8:16pm On Jan 20, 2021",God lives ,m,,1 month & 9 days,274,4
SweetHearted,https://www.nairaland.com/sweethearted,,"July 31, 2020",5:48pm On Jul 21,"LOVE MUST TRIUMP OVER THE CURRENT HATRED, DARKNESS AND FOOLISHNESS IN NAIRALAND",m,,4 days,246,23
nathyx,https://www.nairaland.com/nathyx,Nigeria ,"August 20, 2012",9:32pm,Building Engineer ,m,,17 days & 19 hours,366,0
zudozz,https://www.nairaland.com/zudozz,,"July 01, 2014",3:47pm,,,,1 month & 10 days,3286,0
Majid1990,https://www.nairaland.com/majid1990,Lokoja kogi,"December 14, 2018",9:53pm On Jul 26,Efficiency and effectiveness,m,,11 days & 14 hours,240,0
farouk2much,https://www.nairaland.com/farouk2much,Minna,"March 24, 2015",10:54pm,Ya RASULULLAH (s.a.w),m,farouk_2much,1 month & 6 days,1252,45
Olatlaccon,https://www.nairaland.com/olatlaccon,,"May 25, 2020",9:58pm On Jul 20,,m,,15 days & 1 hour,467,0
honestdealer1,https://www.nairaland.com/honestdealer1,,"September 30, 2020",4:25pm On Jul 22,,,,7 hours & 18 minutes,9,0
DropsMic,https://www.nairaland.com/dropsmic,,"July 27, 2019",10:25pm,,m,,2 months & 9 days,6821,20
Cutehector,https://www.nairaland.com/cutehector,firstben94@gmail.com,"November 17, 2014",7:55pm,,m,,6 months & 29 days,45017,253
Akasammyoka,https://www.nairaland.com/akasammyoka,Afikpo north Ebonyi state,"September 30, 2017",9:48am On Jul 17,very simple being with a mighty heart.,m,,7 days & 4 hours,411,0
Kriss216,https://www.nairaland.com/kriss216,,"March 25, 2020",5:42pm On Jul 24,,,,3 months & 18 days,9393,10
Gainman,https://www.nairaland.com/gainman,,"September 07, 2020",10:12am,,,,11 days & 12 hours,577,2
micflo28,https://www.nairaland.com/micflo28,Heaven's Earth,"September 16, 2016",10:35pm,"When am gone, Feed my sheeple",m,,5 months & 11 days,3936,8
jacoik,https://www.nairaland.com/jacoik,,"September 20, 2015",9:06pm,what is written is written,m,,2 months & 23 days,2725,46
greatness77,https://www.nairaland.com/greatness77,,"December 22, 2020",7:02pm,,,,16 days & 3 hours,986,17
moodyguy,https://www.nairaland.com/moodyguy,,"July 18, 2020",10:31pm,,,,1 month,514,17
Liposure,https://www.nairaland.com/liposure,Lag,"February 23, 2019",7:43pm,A good deed is never lost,,,6 months & 14 days,12318,185
Blueelf,https://www.nairaland.com/blueelf,,"November 26, 2019",10:40pm,,,,1 month & 2 days,3489,0
Adazubi,https://www.nairaland.com/adazubi,,"January 10, 2016",9:09am On Feb 14,,,,15 days & 11 hours,24,0
alllivesmatter,https://www.nairaland.com/alllivesmatter,,"June 20, 2020","5:29pm On Jun 20, 2021",,,,10 days & 3 hours,280,0
lecturer50,https://www.nairaland.com/lecturer50,,"March 16, 2019",1:55pm On Jul 14,,m,,7 days & 17 hours,468,45
Hallabee1,https://www.nairaland.com/hallabee1,"Lekki, Lagos","April 14, 2018",2:24pm,,m,@hallabee1,20 days & 16 hours,2054,0
Hassanmaye,https://www.nairaland.com/hassanmaye,,"September 19, 2020",9:25pm,,m,,1 month,11015,0
apparentlylaw,https://www.nairaland.com/apparentlylaw,#In The sky,"August 07, 2014",8:26pm On Jun 15,I kip it a hunnid ....like say na Ten Ten,m,,1 month & 2 days,661,1
agnes7,https://www.nairaland.com/agnes7,,"February 25, 2019",11:32pm On Jul 22," ",f,,3 days & 3 hours,147,11
MartinsD12,https://www.nairaland.com/martinsd12,,"September 21, 2018",10:55pm,,m,@martinsgenius,2 months & 3 days,5092,1
Ezmans,https://www.nairaland.com/ezmans,,"May 13, 2019",9:15pm,,,,1 month & 24 days,2656,0
Vikkygeee,https://www.nairaland.com/vikkygeee,,"May 25, 2020","7:42pm On Jun 03, 2021",,,,1 day & 1 hour,173,1
Kaybex007,https://www.nairaland.com/kaybex007,Lagos ,"January 10, 2019",9:28pm,,m,,29 days & 13 hours,274,2
dlordy100,https://www.nairaland.com/dlordy100,,"June 24, 2017",9:17am On Jul 25,,,,15 days & 9 hours,282,1
West2019,https://www.nairaland.com/west2019,Boston. ,"March 13, 2019",5:46pm On Jun 08,Victory is from God  ,m,,2 months & 25 days,3777,0
dealtombng,https://www.nairaland.com/dealtombng,Nigeria,"November 07, 2020","11:08am On Sep 20, 2021","Do you have problems with transactions online or offline, whatsapp/call: 09060438048",,,2 days & 17 hours,23,1
BSdetector,https://www.nairaland.com/bsdetector,,"November 09, 2020",10:51am On Jun 20,,,,8 days & 4 hours,861,10
stieyven,https://www.nairaland.com/stieyven,,"February 27, 2017",9:42am On Jul 26,,m,,3 months & 9 days,2058,22
Born2Breed,https://www.nairaland.com/born2breed,,"February 09, 2016",8:16pm,Úbvi nó yé Édo ghághá. Ovbiédo Kpátákí,f,,4 months & 24 days,9195,36
namo77,https://www.nairaland.com/namo77,,"June 24, 2011",3:01pm,"Get a website for only N60,000. Terms and conditions apply. Get in touch today!  Call/whatsapp: +2348117506291",,,10 days & 13 hours,1075,191
ijayebonyi,https://www.nairaland.com/ijayebonyi,Jos,"March 28, 2017","9:48pm On Oct 20, 2021",striving to be a noble being,f,ijeoma igwe,8 days & 16 hours,946,0
Soren4,https://www.nairaland.com/soren4,Abuja,"July 07, 2017","12:55pm On Oct 29, 2021",,m,@bl_vcky,11 days & 21 hours,108,10
lucky4west,https://www.nairaland.com/lucky4west,Lagos,"December 18, 2019",9:01am On Jul 13,it is by grace we are saved thru faith,,fadawesley,13 days & 5 hours,941,0
Komu1048,https://www.nairaland.com/komu1048,Lagos island,"February 26, 2018",4:47pm,Seek the Kingdom of God first...,m,@komunion1,2 months & 18 days,2289,8
Orlasunkanmy,https://www.nairaland.com/orlasunkanmy,,"November 15, 2020",3:47pm On Jul 04,,,,2 days & 23 hours,12,0
BluntTheApostle,https://www.nairaland.com/blunttheapostle,,"March 05, 2018",11:14am On Jul 23,,m,,1 month & 27 days,6826,11
OwaliZiz,https://www.nairaland.com/owaliziz,"Calabar, Nigeria","August 13, 2018",9:15pm,Good deed pays,m,,8 days & 16 hours,157,27
nogragra,https://www.nairaland.com/nogragra,,"April 02, 2019",10:03am On Jul 22,,,,8 hours & 29 minutes,911,0
kechywillz,https://www.nairaland.com/kechywillz,P.H,"June 28, 2014",8:58pm,"A smile is the light in your window that tells others that there is a caring, sharing person inside",m,,4 months,3081,0
Wierdceo,https://www.nairaland.com/wierdceo,Earth,"May 05, 2020","9:55am On Oct 16, 2021",,,,16 days & 23 hours,594,7
Realhommie,https://www.nairaland.com/realhommie,,"November 16, 2015",10:29pm,Be intentional about who leads you in life because your mentor is a preview of your future.. ,m,,8 months & 16 days,4805,1
lawalmovichhhh,https://www.nairaland.com/lawalmovichhhh,,"July 29, 2016",8:13pm,,,,19 days & 7 hours,185,0
ofiko123,https://www.nairaland.com/ofiko123,"akure,ondo state..","April 08, 2016",4:28pm,a life full of choices.....,m,ofiko123,2 months & 8 days,9727,0
beauty7,https://www.nairaland.com/beauty7,sokoto,"December 29, 2018",5:31pm,,,,14 days & 6 hours,715,37
AbiodunDagogo26,https://www.nairaland.com/abiodundagogo26,,"June 05, 2015",2:43pm,just me,m,,15 days & 14 hours,27,0
Newphiligeek123,https://www.nairaland.com/newphiligeek123,,"May 06, 2022",1:03pm,,,,8 hours & 17 minutes,102,20
Mologi,https://www.nairaland.com/mologi,,"November 27, 2012",6:21pm,Surprise will be an understatement when you meet  Mologi in person.,m,cay_mologi,3 months & 4 days,3050,7
Highlandgee,https://www.nairaland.com/highlandgee,,"May 14, 2022",7:14pm,,,,1 day & 13 hours,258,41
princepeter566,https://www.nairaland.com/princepeter566,,"January 14, 2016",9:33pm,,,,21 days & 20 hours,390,0
Bluntguy,https://www.nairaland.com/bluntguy,,"April 21, 2018",7:43pm,,,,1 month & 18 days,3632,15
IntelChief,https://www.nairaland.com/intelchief,,"June 17, 2022",8:57pm,,,,2 days & 22 hours,99,11
LordVoldermort,https://www.nairaland.com/lordvoldermort,Underground,"February 07, 2018",5:51pm,Bored I hate predictable people,m,,27 days & 1 hour,1573,60
franchasofficia,https://www.nairaland.com/franchasofficia,,"April 02, 2022",10:11pm,,,,16 days,926,20
backnbeta,https://www.nairaland.com/backnbeta,,"August 08, 2007",8:24pm,,f,,1 month & 29 days,4116,8
NotKnown,https://www.nairaland.com/notknown,,"June 10, 2021",10:20pm,,,,23 days & 6 hours,263,7
tarantino1,https://www.nairaland.com/tarantino1,,"January 16, 2020",9:24pm,,,,3 months & 6 days,1779,6
Krak,https://www.nairaland.com/krak,,"July 27, 2013",8:59pm,There Are No Such Things As Problems...Only Situations,m,,10 months & 16 days,4608,73
Fmghewzy,https://www.nairaland.com/fmghewzy,,"March 13, 2020",9:46pm,,m,,1 month & 13 days,1374,0
mccloud224,https://www.nairaland.com/mccloud224,,"March 18, 2009",9:14pm,,m,,15 days & 4 hours,1860,22
codelearner,https://www.nairaland.com/codelearner,,"February 21, 2022",10:55pm,,,,1 day & 12 hours,16,2
wiseone28,https://www.nairaland.com/wiseone28,Valhalla,"October 29, 2014",10:27pm,God bless the Dead,,,6 months & 28 days,7353,3
Lama70,https://www.nairaland.com/lama70,Nigeria,"January 09, 2020",6:18pm,,m,,1 month,607,11
Spirit04,https://www.nairaland.com/spirit04,,"May 06, 2022",10:45pm,,m,,3 days & 23 hours,300,0
omale88,https://www.nairaland.com/omale88,jos south,"July 23, 2017",9:41pm,"The gospel of Thomas,the gospel of Judas and the lost books of the bible,return to the stars and chariot of the Gods by Erich vondaniken,CETI ,high genius IQ:190-250 ,brainiac, fitness pro ,inventor and an innovator,sapiosexual,Aeon cursed with knowledge",m,"Notice! Some nairaland mods are like facebook fact checkers,they only want you to see what they want and believe what they want,they spit shit but can't handle shit.they fear my wits.",20 days & 20 hours,1159,0
Af0nja,https://www.nairaland.com/af0nja,,"June 28, 2022",10:52pm,,,,2 days & 20 hours,282,12
webincomeplus,https://www.nairaland.com/webincomeplus,,"May 08, 2013",9:11pm,,m,@AbassToriola,4 months & 26 days,1507,63
TOPCRUISE,https://www.nairaland.com/topcruise,,"September 03, 2013",9:07pm,,m,,6 months & 11 days,11394,25
Antivirus92,https://www.nairaland.com/antivirus92,Anambra,"July 10, 2012",10:12pm,CHRISTUS VINCIT! CHRISTUS REGNAT! CHRISTUS IMPERAT!,m,Johnpaulikenna,3 months & 22 days,2851,122
idris646,https://www.nairaland.com/idris646,"Niger State, minna","August 02, 2019",2:14pm,Jr.,m,@idreez_jnr,8 days & 20 hours,479,5
GraceUnIimited,https://www.nairaland.com/graceuniimited,Abuja,"July 18, 2022",10:31pm,,f,,4 hours & 47 minutes,24,0
Sniper04,https://www.nairaland.com/sniper04,Abeokuta,"December 22, 2019",12:17pm,"Please don't trespass, you might not survive",m,@Sniper_0404,2 months & 20 days,650,1
CSTRR,https://www.nairaland.com/cstrr,,"September 27, 2020",10:38pm,,,,1 month & 23 days,8941,6
pointblank247,https://www.nairaland.com/pointblank247,No where you'v been to,"March 03, 2016",7:19pm,I love life,m,,1 month & 20 days,2814,100
r4bbit,https://www.nairaland.com/r4bbit,Naija,"June 16, 2020",9:00pm,"I WAS JUST  TRYING'NA GET BY,  THEN I SEE THIS FOOLS ON NAIRALAND",,,14 days & 21 hours,889,8
Mikeiron78,https://www.nairaland.com/mikeiron78,"Fort Stewart, GA","February 09, 2015",9:14pm,You Are What You Share,m,,12 days & 9 hours,257,55
Alusiizizi,https://www.nairaland.com/alusiizizi,,"February 03, 2013",5:14pm,,m,,29 days & 15 hours,1213,27
GenBuhari,https://www.nairaland.com/genbuhari,Planet Earth in land of my ancestors,"January 14, 2010",10:56pm,Gen. Buhari - only anti-corruption Government,m,,10 months & 17 days,17925,511
chypotenti,https://www.nairaland.com/chypotenti,,"July 12, 2006",10:51pm,,m,@alaskab2k,2 months & 1 day,357,36
F4ku,https://www.nairaland.com/f4ku,,"March 02, 2022",10:35pm,,,,12 days & 15 hours,152,1
Durabest,https://www.nairaland.com/durabest,Rivers state,"January 26, 2022",10:52pm,When things are right how do you feel?,m,,13 days & 4 hours,289,21
Devineee,https://www.nairaland.com/devineee,,"July 10, 2022",10:55pm,,m,,16 hours & 20 minutes,93,10
ahnie,https://www.nairaland.com/ahnie,Earth,"June 28, 2014",9:17pm,,f,None,6 months & 25 days,11798,23
Benki003,https://www.nairaland.com/benki003,imo state owerri,"April 01, 2021",5:14pm,,m,,24 days & 9 hours,839,8
MagnoIia,https://www.nairaland.com/magnoiia,"Caketopia Boulevard, off Sugar Highway, Confectionery D.C., Tastetonia","June 27, 2022",8:43pm,"✏ Consistency of Convictions, in Christ ✏ ✏Unburnable witch on a metamorphosis to a chloroQueen ✏",f,,10 hours & 4 minutes,66,0
Alumniii,https://www.nairaland.com/alumniii,,"July 25, 2022",1:46pm,,,,1 hour & 17 minutes,4,1
Spanishmilf,https://www.nairaland.com/spanishmilf,Ibadan,"May 27, 2019",7:57pm,Baba imade,m,,28 days & 19 hours,2805,151
Albertor1,https://www.nairaland.com/albertor1,,"July 27, 2022",5:01pm,,,,9 minutes & 12 seconds,3,0
Theboyontop,https://www.nairaland.com/theboyontop,,"July 27, 2022",10:10pm,,,,1 hour & 45 minutes,2,0
Ezeashawo,https://www.nairaland.com/ezeashawo,,"July 01, 2021",6:25pm,,,,1 day,9,4
wizzy41,https://www.nairaland.com/wizzy41,,"August 26, 2016",10:11pm,"guns don't kill people, people kill people ",m,,27 days & 23 hours,40,2
Torg77,https://www.nairaland.com/torg77,,"December 24, 2017",5:39pm,,,,8 days & 9 hours,747,0
Tonybizz,https://www.nairaland.com/tonybizz,,"June 06, 2022",10:49pm,,,,2 hours & 53 minutes,23,22
Stargangz,https://www.nairaland.com/stargangz,,"April 14, 2022",11:37pm On Jul 25,,,,6 days & 16 hours,246,0
Beebah2000,https://www.nairaland.com/beebah2000,Heaven,"July 21, 2021",7:33pm,I Thought Maybe You Could Love Me Like You Used To. Even Though I'm... Different. But You Changed Too. ,,,1 month & 11 days,5006,19
thaSammie,https://www.nairaland.com/thasammie,Nigeria,"August 01, 2020",10:21pm,,m,,23 days & 13 hours,19,0
Fashionista01,https://www.nairaland.com/fashionista01,Kano,"February 21, 2021",8:52pm,Your best fashion designer.,f,@Ebyalaenyi,29 days & 20 hours,933,0
Kurutinto,https://www.nairaland.com/kurutinto,In your Head ,"May 15, 2022",9:19pm,,m,,3 days & 9 hours,323,3
Zonefree,https://www.nairaland.com/zonefree,,"February 15, 2022",8:12pm,,m,,1 month & 2 days,2445,2
Antimarraige,https://www.nairaland.com/antimarraige,,"March 25, 2022",6:01am,,,,6 days & 10 hours,406,0
Cerebellum,https://www.nairaland.com/cerebellum,,"November 02, 2020",8:26am,,,,1 month & 25 days,2511,14
UptownVibes,https://www.nairaland.com/uptownvibes,Asia,"July 06, 2022",10:54pm,Gr8-Vibes,m,,3 days & 14 hours,310,0
PerfectStranger,https://www.nairaland.com/perfectstranger,,"April 22, 2022",9:59am,,m,,6 days & 6 hours,886,0
Kingfragz,https://www.nairaland.com/kingfragz,,"November 19, 2020",8:51pm,,,,1 month & 3 days,264,5
IsellSmartTvs,https://www.nairaland.com/isellsmarttvs,Comet star plaza Alaba international market ,"May 20, 2022",10:14pm,"We deal on London used,clean as new smart TVs.Such as Samsung,LG,Sony and so on.Comet star plaza,St Peter’s road,Alaba international market,Ojo Lagos.in store purchase and nationwide delivery available. +2349123523593",,IG:az_comms ,3 days & 1 hour,224,1
GadgetsRus,https://www.nairaland.com/gadgetsrus,,"October 29, 2021",2:37pm,,,,12 hours & 23 minutes,58,1
Bvlgari,https://www.nairaland.com/bvlgari,planet earth,"December 26, 2020",10:33pm,live and let live,,,1 month & 3 days,891,112
