name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
swt0tgrgdrs,https://www.nairaland.com/swt0tgrgdrs,,"March 02, 2022",10:28am On Mar 02,,,,1 minute & 41 seconds,1,0
nicklausbuild,https://www.nairaland.com/nicklausbuild,,"March 02, 2022",8:03am On Mar 03,,,,4 minutes & 1 second,1,0
nextlevelrstn,https://www.nairaland.com/nextlevelrstn,,"March 02, 2022",6:01pm On Mar 02,,,,4 minutes & 12 seconds,1,0
callawayc0nst,https://www.nairaland.com/callawayc0nst,,"March 02, 2022",4:10pm On Mar 03,,,,5 minutes & 40 seconds,2,0
powrwshngprnl,https://www.nairaland.com/powrwshngprnl,,"March 03, 2022",6:17pm On Mar 03,,,,1 minute & 19 seconds,1,0
grantsp4ints,https://www.nairaland.com/grantsp4ints,,"March 04, 2022",11:15am On Mar 04,,,,14 minutes & 44 seconds,1,0
p0werwashnc,https://www.nairaland.com/p0werwashnc,,"March 04, 2022",12:36pm On Mar 04,,,,3 minutes & 1 second,1,0
thclearfactor,https://www.nairaland.com/thclearfactor,,"March 05, 2022",9:40am On Mar 05,,,,31 seconds,1,0
dbel3ctr0nic,https://www.nairaland.com/dbel3ctr0nic,,"March 07, 2022",3:03pm On Mar 07,,,,4 minutes & 36 seconds,1,0
bbnutrtnfitns,https://www.nairaland.com/bbnutrtnfitns,,"March 07, 2022",6:10pm On Mar 07,,,,26 seconds,1,0
brlliantExtri0r,https://www.nairaland.com/brlliantextri0r,,"March 08, 2022",8:57am On Mar 09,,,,20 minutes & 45 seconds,2,0
recoveryte4m,https://www.nairaland.com/recoveryte4m,,"March 08, 2022",11:07am On Mar 08,,,,1 minute & 50 seconds,1,0
mrgutter0kc,https://www.nairaland.com/mrgutter0kc,,"March 08, 2022",12:13pm On Mar 08,,,,2 minutes & 28 seconds,1,0
premrpowrclng,https://www.nairaland.com/premrpowrclng,,"March 09, 2022",5:09pm On Mar 09,,,,14 minutes & 11 seconds,1,0
spriinkspross,https://www.nairaland.com/spriinkspross,,"March 09, 2022",6:53pm On Mar 09,,,,42 seconds,1,0
sound3cr3llc,https://www.nairaland.com/sound3cr3llc,,"March 10, 2022",11:54pm On Mar 10,,,,10 minutes & 33 seconds,1,0
VVInspections,https://www.nairaland.com/vvinspections,,"March 11, 2022",1:12pm On Mar 11,,,,21 minutes & 58 seconds,1,0
scharf1nspect,https://www.nairaland.com/scharf1nspect,,"March 10, 2022",3:30pm On Mar 11,,,,4 minutes & 53 seconds,2,0
diamndprowash,https://www.nairaland.com/diamndprowash,,"March 11, 2022",7:18am On Mar 12,,,,2 minutes & 12 seconds,1,0
brillntmigclb,https://www.nairaland.com/brillntmigclb,,"March 13, 2022",5:53pm On Mar 16,,,,5 minutes & 19 seconds,2,0
scharf1nspctn,https://www.nairaland.com/scharf1nspctn,,"March 14, 2022",12:02pm On Mar 14,,,,1 minute & 32 seconds,1,0
blkscr33nstd,https://www.nairaland.com/blkscr33nstd,,"March 14, 2022",3:34pm On Mar 14,,,,21 minutes & 1 second,1,0
themba0tutors,https://www.nairaland.com/themba0tutors,,"March 15, 2022",1:12pm On Mar 15,,,,1 minute & 8 seconds,1,0
fbr8sban3adv,https://www.nairaland.com/fbr8sban3adv,,"March 16, 2022",11:25am On Mar 16,,,,9 minutes & 46 seconds,1,0
cstlekprsmain,https://www.nairaland.com/cstlekprsmain,,"March 16, 2022",12:11pm On Mar 16,,,,6 minutes & 29 seconds,1,0
insidese0,https://www.nairaland.com/insidese0,,"February 24, 2022",1:54pm On Mar 16,,,,8 minutes & 59 seconds,2,0
systan1grvr,https://www.nairaland.com/systan1grvr,,"March 16, 2022",12:57pm On Mar 17,,,,18 minutes & 40 seconds,2,0
justintimejlew1,https://www.nairaland.com/justintimejlew1,,"March 18, 2022",7:46am On Mar 18,,,,4 minutes & 6 seconds,1,0
americ4energy,https://www.nairaland.com/americ4energy,,"March 18, 2022",8:25am On Mar 18,,,,3 minutes & 19 seconds,1,0
mortgagerlief,https://www.nairaland.com/mortgagerlief,,"March 18, 2022",8:57am On Mar 18,,,,14 minutes & 45 seconds,1,0
precsinwebseo,https://www.nairaland.com/precsinwebseo,,"March 18, 2022",5:48pm On Mar 18,,,,2 minutes & 49 seconds,1,0
havendetoxne,https://www.nairaland.com/havendetoxne,,"March 19, 2022",4:36pm On Apr 18,,,,1 minute & 40 seconds,1,0
webdesign88,https://www.nairaland.com/webdesign88,,"March 21, 2022",11:26am On Mar 21,,,,1 minute & 30 seconds,1,0
thek9coach,https://www.nairaland.com/thek9coach,,"March 21, 2022",2:38pm On Mar 21,,,,5 minutes,1,0
sandiegglastn,https://www.nairaland.com/sandiegglastn,,"March 21, 2022",5:30pm On Mar 21,,,,1 minute & 58 seconds,1,0
quantumweb898,https://www.nairaland.com/quantumweb898,,"March 22, 2022",12:21pm On Mar 22,,,,1 minute & 49 seconds,1,0
savvyplum168,https://www.nairaland.com/savvyplum168,,"March 22, 2022",5:16pm On Mar 22,,,,12 minutes & 8 seconds,3,0
arrowtreessg,https://www.nairaland.com/arrowtreessg,,"March 22, 2022",4:43pm On Mar 22,,,,1 minute & 22 seconds,1,0
emrgncydmg888,https://www.nairaland.com/emrgncydmg888,,"March 22, 2022",6:22pm On Mar 22,,,,4 minutes & 57 seconds,1,0
okcd3cndfnce,https://www.nairaland.com/okcd3cndfnce,,"March 23, 2022",6:37am On Mar 23,,,,6 minutes & 56 seconds,2,0
skyv4nlines,https://www.nairaland.com/skyv4nlines,,"March 23, 2022",10:16am On Mar 23,,,,43 seconds,1,0
vegawebmrktng,https://www.nairaland.com/vegawebmrktng,,"March 23, 2022",1:22pm On Mar 23,,,,8 minutes,1,0
lifepathpsych,https://www.nairaland.com/lifepathpsych,,"March 23, 2022",4:55pm On Mar 23,,,,1 minute & 23 seconds,1,0
kirkpropertygro,https://www.nairaland.com/kirkpropertygro,,"March 23, 2022",7:02pm On Mar 23,,,,14 minutes & 58 seconds,1,0
brandonwebdsn,https://www.nairaland.com/brandonwebdsn,,"March 24, 2022",11:57am On Mar 24,,,,1 minute & 27 seconds,1,0
thenationwideho,https://www.nairaland.com/thenationwideho,,"March 25, 2022",5:04am On Mar 25,,,,5 minutes & 25 seconds,1,0
webwize1,https://www.nairaland.com/webwize1,,"March 25, 2022",8:05am On Mar 25,,,,1 minute & 54 seconds,1,0
craftcreative,https://www.nairaland.com/craftcreative,,"March 25, 2022",3:25pm On Mar 25,,,,1 minute & 29 seconds,1,0
tvndvdeodoctr,https://www.nairaland.com/tvndvdeodoctr,,"March 25, 2022",3:30pm On Mar 25,,,,1 minute & 53 seconds,1,0
stckystrfsmkt,https://www.nairaland.com/stckystrfsmkt,,"March 26, 2022",7:45pm On Mar 26,,,,1 minute & 17 seconds,1,0
sprousemrktng,https://www.nairaland.com/sprousemrktng,,"March 26, 2022",10:20pm On Mar 26,,,,1 minute & 11 seconds,1,0
lgrlndscps,https://www.nairaland.com/lgrlndscps,,"March 24, 2022",6:15pm On Mar 27,,,,10 minutes & 37 seconds,2,0
smrtchcscrty,https://www.nairaland.com/smrtchcscrty,,"March 28, 2022",9:17am On Mar 28,,,,5 minutes & 7 seconds,1,0
schrf1nspc8on,https://www.nairaland.com/schrf1nspc8on,,"March 28, 2022",9:57am On Mar 28,,,,4 minutes & 5 seconds,1,0
stubbinsp4int,https://www.nairaland.com/stubbinsp4int,,"March 28, 2022",10:55am On Mar 28,,,,1 minute & 46 seconds,1,0
ordermymaid,https://www.nairaland.com/ordermymaid,,"March 28, 2022",3:52pm On Mar 28,,,,2 minutes & 3 seconds,1,0
prcticeforces,https://www.nairaland.com/prcticeforces,,"March 28, 2022",5:09pm On Mar 28,,,,43 seconds,1,0
finfamchiro,https://www.nairaland.com/finfamchiro,,"March 29, 2022",8:06am On Mar 29,,,,21 minutes,2,0
getpara123,https://www.nairaland.com/getpara123,,"March 29, 2022",6:10pm On Mar 29,,,,1 minute & 56 seconds,1,0
qual1tygran8,https://www.nairaland.com/qual1tygran8,,"March 30, 2022",3:46am On Mar 30,,,,7 minutes & 56 seconds,1,0
fvorgraphics,https://www.nairaland.com/fvorgraphics,,"March 30, 2022",6:19pm On Mar 30,,,,31 seconds,1,0
easttexaslcp,https://www.nairaland.com/easttexaslcp,,"March 30, 2022",6:28pm On Mar 30,,,,1 minute & 50 seconds,1,0
sprrjnkrmvl79,https://www.nairaland.com/sprrjnkrmvl79,,"April 03, 2022",1:35pm On Apr 03,,,,3 minutes & 51 seconds,1,0
hm3inspc8ion,https://www.nairaland.com/hm3inspc8ion,,"April 04, 2022",5:17am On Apr 04,,,,5 minutes & 41 seconds,1,0
kbsslaw8602,https://www.nairaland.com/kbsslaw8602,,"April 04, 2022",12:00pm On Apr 04,,,,1 minute & 11 seconds,1,0
barongtagal0g,https://www.nairaland.com/barongtagal0g,,"April 04, 2022",6:55pm On Apr 04,,,,14 seconds,1,0
term1culawndw,https://www.nairaland.com/term1culawndw,,"April 04, 2022",12:18pm On Apr 05,,,,3 minutes & 8 seconds,2,0
beasleylaw356,https://www.nairaland.com/beasleylaw356,,"April 05, 2022",1:41pm On Apr 05,,,,58 seconds,1,0
frnchbllpppy,https://www.nairaland.com/frnchbllpppy,,"April 06, 2022",6:53pm On Apr 06,,,,5 minutes & 18 seconds,1,0
qckerflipper,https://www.nairaland.com/qckerflipper,,"April 06, 2022",7:04pm On Apr 06,,,,12 minutes & 32 seconds,1,0
ojiedave,https://www.nairaland.com/ojiedave,,"August 07, 2021",11:16pm On Jul 25,,,,2 days & 7 hours,418,9
jnkhlcty9170,https://www.nairaland.com/jnkhlcty9170,,"April 07, 2022",12:07pm On Apr 07,,,,3 minutes & 36 seconds,1,0
ajunk777,https://www.nairaland.com/ajunk777,,"April 08, 2022",8:17am On Apr 08,,,,2 minutes & 52 seconds,1,0
lanesmedi4,https://www.nairaland.com/lanesmedi4,,"April 07, 2022",11:12am On Apr 08,,,,1 minute & 48 seconds,2,0
jkramerlaw517,https://www.nairaland.com/jkramerlaw517,,"April 08, 2022",11:14am On Apr 08,,,,14 seconds,1,0
smrthomesllc,https://www.nairaland.com/smrthomesllc,,"April 10, 2022",12:14pm On Apr 10,,,,2 minutes & 24 seconds,2,0
ecobedbugext,https://www.nairaland.com/ecobedbugext,,"April 10, 2022",4:12pm On Apr 10,,,,23 seconds,1,0
ukiahc4rguys,https://www.nairaland.com/ukiahc4rguys,,"April 11, 2022",7:16am On Apr 11,,,,1 minute & 24 seconds,1,0
divorcelaw785,https://www.nairaland.com/divorcelaw785,,"April 11, 2022",1:01pm On Apr 11,,,,1 minute & 23 seconds,1,0
h0m30f3ngin,https://www.nairaland.com/h0m30f3ngin,,"April 11, 2022",1:26pm On Apr 11,,,,2 minutes & 27 seconds,1,0
lxnplshms5030,https://www.nairaland.com/lxnplshms5030,,"April 12, 2022",1:28pm On Apr 12,,,,1 minute & 21 seconds,1,0
realisticp4y,https://www.nairaland.com/realisticp4y,,"April 12, 2022",1:55pm On Apr 12,,,,1 minute & 47 seconds,1,0
sklldhmrnvbr,https://www.nairaland.com/sklldhmrnvbr,,"April 12, 2022",5:10pm On Apr 12,,,,57 seconds,1,0
babysfrstimg,https://www.nairaland.com/babysfrstimg,,"April 12, 2022",8:00pm On Apr 12,,,,5 seconds,1,0
r1v3rc7l4wn,https://www.nairaland.com/r1v3rc7l4wn,,"April 13, 2022",4:24am On Apr 13,,,,1 minute & 29 seconds,1,0
bthroomrmdel,https://www.nairaland.com/bthroomrmdel,,"April 13, 2022",5:16pm On May 05,,,,6 minutes & 2 seconds,4,0
kellyadamslw,https://www.nairaland.com/kellyadamslw,,"April 13, 2022",1:55pm On Apr 13,,,,1 minute & 53 seconds,1,0
Businesstips101,https://www.nairaland.com/businesstips101,,"April 13, 2022",8:43pm On Jun 11,Entrepreneurtipsblog is a blog about business start-ups,,,16 minutes & 4 seconds,1,0
4llpr0ro0ft6,https://www.nairaland.com/4llpr0ro0ft6,,"April 14, 2022",10:16am On Apr 14,,,,3 minutes & 53 seconds,1,0
apexl0cal,https://www.nairaland.com/apexl0cal,,"April 14, 2022",10:40am On Apr 14,,,,36 seconds,1,0
launchx4312,https://www.nairaland.com/launchx4312,https://www.launch-x431.net,"April 14, 2022",2:15pm On Apr 14,https://www.launch-x431.net,m,https://www.launch-x431.net,4 minutes & 25 seconds,1,0
txadvgeexnge,https://www.nairaland.com/txadvgeexnge,,"April 14, 2022",4:50pm On Apr 14,,,,49 seconds,1,0
lcksmthwrngtn,https://www.nairaland.com/lcksmthwrngtn,,"April 15, 2022",4:44am On Apr 15,,,,9 minutes & 59 seconds,2,0
allstarrfng,https://www.nairaland.com/allstarrfng,,"April 15, 2022",2:15pm On Apr 15,,,,1 minute & 48 seconds,1,0
mchlfrnklnlw,https://www.nairaland.com/mchlfrnklnlw,,"April 15, 2022",5:06pm On Apr 15,,,,1 minute & 13 seconds,1,0
mannlaw123,https://www.nairaland.com/mannlaw123,,"April 18, 2022",1:52am On Apr 18,,,,2 minutes & 47 seconds,1,0
s0und3c4r316,https://www.nairaland.com/s0und3c4r316,,"April 18, 2022",7:39am On Apr 18,,,,4 minutes & 11 seconds,1,0
hasshmellaww,https://www.nairaland.com/hasshmellaww,,"April 18, 2022",4:14pm On Apr 18,,,,1 minute & 17 seconds,1,0
shpnnrwrld845,https://www.nairaland.com/shpnnrwrld845,,"April 19, 2022",6:00am On Apr 19,,,,2 minutes & 15 seconds,1,0
dp3ndb0lrp4ir,https://www.nairaland.com/dp3ndb0lrp4ir,,"April 19, 2022",9:30am On Apr 19,,,,4 minutes & 6 seconds,1,0
grofloplming,https://www.nairaland.com/grofloplming,,"April 19, 2022",5:04pm On Apr 19,,,,1 minute & 48 seconds,1,0
cplumbngrter,https://www.nairaland.com/cplumbngrter,,"April 19, 2022",6:40pm On Apr 19,,,,15 minutes & 21 seconds,1,0
plumb1ngsrst,https://www.nairaland.com/plumb1ngsrst,,"April 20, 2022",10:06am On Apr 20,,,,52 seconds,1,0
ev3resta1r4z,https://www.nairaland.com/ev3resta1r4z,,"April 20, 2022",11:20am On Apr 20,,,,12 minutes & 51 seconds,1,0
cairoof123,https://www.nairaland.com/cairoof123,,"April 21, 2022",4:13am On Apr 21,,,,1 minute & 26 seconds,1,0
amcntrctrfng,https://www.nairaland.com/amcntrctrfng,,"April 21, 2022",10:19am On Apr 21,,,,6 minutes & 1 second,1,0
aplsplmbndrn,https://www.nairaland.com/aplsplmbndrn,,"April 21, 2022",12:39pm On Apr 21,,,,15 seconds,1,0
sthsternrgyn,https://www.nairaland.com/sthsternrgyn,,"April 21, 2022",7:22pm On Apr 21,,,,15 minutes & 48 seconds,1,0
h0us30fp4int,https://www.nairaland.com/h0us30fp4int,,"April 22, 2022",8:01am On Apr 22,,,,5 minutes & 51 seconds,1,0
jewellc0roof,https://www.nairaland.com/jewellc0roof,,"April 22, 2022",8:29am On Apr 22,,,,2 minutes & 5 seconds,1,0
premium4qtcs,https://www.nairaland.com/premium4qtcs,,"April 22, 2022",2:46pm On Apr 22,,,,1 minute & 16 seconds,1,0
Customerroofing,https://www.nairaland.com/customerroofing,,"April 22, 2022",3:24pm On Apr 22,,,,5 minutes & 36 seconds,2,0
firese0comp,https://www.nairaland.com/firese0comp,,"April 25, 2022",9:29am On Apr 25,,,,46 seconds,1,0
brddplmbngllc,https://www.nairaland.com/brddplmbngllc,,"April 25, 2022",9:34am On Apr 25,,,,5 minutes & 5 seconds,1,0
c4nary1sl4nd,https://www.nairaland.com/c4nary1sl4nd,,"April 25, 2022",2:06pm On Apr 25,,,,3 minutes & 28 seconds,1,0
rndrckwndprs,https://www.nairaland.com/rndrckwndprs,,"April 25, 2022",4:46pm On Apr 25,,,,1 minute & 53 seconds,1,0
socialstati0n,https://www.nairaland.com/socialstati0n,,"April 25, 2022",5:25pm On Apr 25,,,,3 minutes & 53 seconds,1,0
ggroof123,https://www.nairaland.com/ggroof123,,"April 25, 2022",7:26pm On Apr 25,,,,4 minutes & 5 seconds,1,0
evry0spectrum,https://www.nairaland.com/evry0spectrum,,"April 27, 2022",7:17am On Apr 27,,,,1 minute & 21 seconds,1,0
outd0or0p8ns,https://www.nairaland.com/outd0or0p8ns,,"April 27, 2022",7:55am On Apr 27,,,,4 minutes & 6 seconds,1,0
midwestfl4sf,https://www.nairaland.com/midwestfl4sf,,"April 27, 2022",8:45am On Apr 27,,,,1 minute & 26 seconds,1,0
o1ldrm4rtnews,https://www.nairaland.com/o1ldrm4rtnews,,"April 27, 2022",12:03pm On Apr 27,,,,6 minutes & 37 seconds,1,0
sxmarrtffuel,https://www.nairaland.com/sxmarrtffuel,,"April 27, 2022",1:11pm On Apr 27,,,,52 seconds,1,0
ejunkhauling,https://www.nairaland.com/ejunkhauling,,"April 27, 2022",4:15pm On Apr 27,,,,2 minutes & 33 seconds,1,0
wattleandwax,https://www.nairaland.com/wattleandwax,,"April 27, 2022",9:49pm On Apr 27,,,,1 minute & 42 seconds,1,0
bu1ldw3er06,https://www.nairaland.com/bu1ldw3er06,,"April 28, 2022",6:34am On Apr 28,,,,7 minutes & 6 seconds,1,0
morganleg4lg,https://www.nairaland.com/morganleg4lg,,"April 28, 2022",9:49am On Apr 28,,,,1 minute & 5 seconds,1,0
texancleaners,https://www.nairaland.com/texancleaners,,"April 28, 2022",5:09pm On Apr 28,,,,13 minutes & 56 seconds,1,0
christ007,https://www.nairaland.com/christ007,"Lagos,Nigeria ","December 08, 2017",6:13am On Jul 24,I believe in being strong when everything seem to be going wrong. I believe that tomorrow is another day and i believe in MIRACLES.verything seem to be . Always visit at https://www.nairaland.com/5703113/stamps-concrete-floor#86912235,m,,7 days & 12 hours,1044,49
gle4mte4m81,https://www.nairaland.com/gle4mte4m81,,"April 29, 2022",5:06am On Apr 29,,,,10 minutes & 28 seconds,1,0
sw33tsen1wln,https://www.nairaland.com/sw33tsen1wln,,"April 29, 2022",9:17am On Apr 29,,,,4 minutes & 58 seconds,1,0
mrglass123,https://www.nairaland.com/mrglass123,,"April 30, 2022",10:55am On Apr 30,,,,5 minutes & 10 seconds,1,0
justintimel3w,https://www.nairaland.com/justintimel3w,,"May 01, 2022",4:15am On May 01,,,,2 minutes & 9 seconds,1,0
s34ttl3dckfnc,https://www.nairaland.com/s34ttl3dckfnc,,"May 02, 2022",1:09pm On May 02,,,,2 minutes & 53 seconds,1,0
thecorcoran,https://www.nairaland.com/thecorcoran,,"May 02, 2022",7:29pm On May 02,,,,2 minutes & 21 seconds,1,0
st0nesnstion,https://www.nairaland.com/st0nesnstion,,"May 02, 2022",8:19pm On May 02,,,,57 seconds,1,0
thek9coachhtd,https://www.nairaland.com/thek9coachhtd,,"May 02, 2022",9:01pm On May 02,,,,11 minutes & 53 seconds,1,0
mo0d0y3a113,https://www.nairaland.com/mo0d0y3a113,,"May 03, 2022",6:15am On May 03,,,,3 minutes & 13 seconds,1,0
frmrsinsrnce,https://www.nairaland.com/frmrsinsrnce,,"May 03, 2022",4:21pm On May 03,,,,25 seconds,1,0
br4ndn3wst4t3,https://www.nairaland.com/br4ndn3wst4t3,,"May 04, 2022",6:57am On May 04,,,,2 minutes & 6 seconds,1,0
j5s0nsuga12m,https://www.nairaland.com/j5s0nsuga12m,,"May 04, 2022",10:00am On May 04,,,,5 minutes & 38 seconds,1,0
okcdckndfnce,https://www.nairaland.com/okcdckndfnce,,"May 04, 2022",2:39pm On May 04,,,,3 minutes & 7 seconds,1,0
w3tstnpr3ss,https://www.nairaland.com/w3tstnpr3ss,,"May 04, 2022",4:20pm On May 04,,,,1 minute & 45 seconds,1,0
buzzz123,https://www.nairaland.com/buzzz123,,"May 04, 2022",6:49pm On May 04,,,,2 minutes & 52 seconds,1,0
seedingf4ith,https://www.nairaland.com/seedingf4ith,,"May 05, 2022",2:24pm On May 05,,,,54 seconds,1,0
jstrghtm4tr3s,https://www.nairaland.com/jstrghtm4tr3s,,"May 05, 2022",3:47pm On May 05,,,,2 minutes & 10 seconds,1,0
sm1ledntlcre,https://www.nairaland.com/sm1ledntlcre,,"May 05, 2022",4:05pm On May 05,,,,1 minute & 4 seconds,2,0
bulf1sh1nv3st,https://www.nairaland.com/bulf1sh1nv3st,,"May 06, 2022",8:56am On May 06,,,,31 seconds,1,0
klmzoojkrmvl,https://www.nairaland.com/klmzoojkrmvl,,"May 06, 2022",7:16pm On May 06,,,,40 seconds,1,0
pmnewsnet,https://www.nairaland.com/pmnewsnet,,"May 07, 2022",7:27am On May 09,,,,3 minutes & 32 seconds,1,0
lnkd4ddyn3ws,https://www.nairaland.com/lnkd4ddyn3ws,,"May 07, 2022",3:14pm On May 07,,,,2 minutes & 4 seconds,1,0
Chaldaean123,https://www.nairaland.com/chaldaean123,,"May 08, 2022",9:05pm On May 08,,,,9 minutes & 20 seconds,1,0
d3fultn3ws1n,https://www.nairaland.com/d3fultn3ws1n,,"May 09, 2022",2:11am On May 09,,,,2 minutes & 43 seconds,1,0
txbr3astcntr,https://www.nairaland.com/txbr3astcntr,,"May 09, 2022",10:26am On May 09,,,,1 minute & 5 seconds,1,0
nwsrmfctchck,https://www.nairaland.com/nwsrmfctchck,,"May 09, 2022",6:06pm On May 09,,,,43 seconds,1,0
n3wsd4yl4ur4,https://www.nairaland.com/n3wsd4yl4ur4,,"May 10, 2022",8:30am On May 10,,,,3 minutes & 58 seconds,1,0
azd1ptch213,https://www.nairaland.com/azd1ptch213,,"May 10, 2022",2:01pm On May 10,,,,2 minutes & 55 seconds,1,0
s3nsryspclst,https://www.nairaland.com/s3nsryspclst,,"May 10, 2022",3:17pm On May 10,,,,30 seconds,1,0
jimplacknews,https://www.nairaland.com/jimplacknews,,"May 10, 2022",5:00pm On May 10,,,,13 minutes & 2 seconds,1,0
3xc3lst33lct,https://www.nairaland.com/3xc3lst33lct,,"May 11, 2022",2:08pm On May 11,,,,26 seconds,1,0
h3li0sbvysnj,https://www.nairaland.com/h3li0sbvysnj,,"May 11, 2022",2:09pm On May 11,,,,2 minutes & 30 seconds,1,0
jarrettmllet,https://www.nairaland.com/jarrettmllet,,"May 11, 2022",4:46pm On May 11,,,,9 minutes & 59 seconds,1,0
prmrb4thrmra,https://www.nairaland.com/prmrb4thrmra,,"May 11, 2022",5:42pm On May 11,,,,26 seconds,1,0
msnuggets123,https://www.nairaland.com/msnuggets123,,"May 12, 2022",3:11am On May 12,,,,5 minutes & 4 seconds,1,0
gudl1f3ch1ro,https://www.nairaland.com/gudl1f3ch1ro,,"May 12, 2022",6:58am On May 12,,,,1 minute & 43 seconds,1,0
evergreenhb,https://www.nairaland.com/evergreenhb,,"May 12, 2022",10:53am On May 12,,,,1 minute & 5 seconds,1,0
tntp0w3rwshx,https://www.nairaland.com/tntp0w3rwshx,,"May 12, 2022",5:03pm On May 12,,,,25 seconds,1,0
bouncewave,https://www.nairaland.com/bouncewave,,"May 13, 2022",1:30am On May 13,,,,1 minute & 55 seconds,1,0
w3strvrsp8nt,https://www.nairaland.com/w3strvrsp8nt,,"May 13, 2022",9:41am On May 13,,,,2 minutes & 58 seconds,1,0
b4vmc0nd3v,https://www.nairaland.com/b4vmc0nd3v,,"May 13, 2022",11:34am On May 13,,,,1 minute & 19 seconds,1,0
acrepaircoch,https://www.nairaland.com/acrepaircoch,,"May 13, 2022",2:36pm On May 13,,,,14 minutes & 53 seconds,1,0
adroitfaizi,https://www.nairaland.com/adroitfaizi,,"November 14, 2017",10:26pm On Jun 01,,,,27 minutes & 3 seconds,12,0
b34stcr8tve,https://www.nairaland.com/b34stcr8tve,,"May 16, 2022",2:23pm On May 16,,,,1 minute & 54 seconds,1,0
v4nh00s3r68,https://www.nairaland.com/v4nh00s3r68,,"May 16, 2022",2:48pm On May 16,,,,56 seconds,1,0
eaukngnlkwtr,https://www.nairaland.com/eaukngnlkwtr,,"May 16, 2022",3:35pm On May 16,,,,29 seconds,1,0
athenaeumnews,https://www.nairaland.com/athenaeumnews,,"May 16, 2022",4:55pm On May 16,,,,10 minutes & 53 seconds,1,0
incredible12345,https://www.nairaland.com/incredible12345,,"May 16, 2022",5:49pm On May 16,,,,4 minutes & 36 seconds,1,0
mavoyance,https://www.nairaland.com/mavoyance,,"May 16, 2022",10:22pm On May 16,,,,2 minutes & 23 seconds,1,0
leadcoach1ng,https://www.nairaland.com/leadcoach1ng,,"May 17, 2022",11:18am On May 17,,,,2 minutes & 32 seconds,1,0
cl1ckk5410,https://www.nairaland.com/cl1ckk5410,,"May 17, 2022",6:33pm On May 17,,,,31 seconds,1,0
buch4bu1lds,https://www.nairaland.com/buch4bu1lds,,"May 18, 2022",7:01am On May 18,,,,7 minutes & 20 seconds,1,0
flppng3v4ns,https://www.nairaland.com/flppng3v4ns,,"May 18, 2022",7:29am On May 18,,,,3 minutes & 50 seconds,1,0
wbyvnsvllehs,https://www.nairaland.com/wbyvnsvllehs,,"May 18, 2022",12:55pm On May 18,,,,4 minutes & 1 second,1,0
stdfstr0ofng,https://www.nairaland.com/stdfstr0ofng,,"May 18, 2022",2:23pm On May 18,,,,52 seconds,1,0
rowlandcnstr,https://www.nairaland.com/rowlandcnstr,,"May 18, 2022",4:48pm On May 18,,,,9 minutes & 52 seconds,1,0
shieldroofing,https://www.nairaland.com/shieldroofing,,"May 18, 2022",6:02pm On May 18,,,,46 seconds,1,0
d3ntstrym4in,https://www.nairaland.com/d3ntstrym4in,,"May 19, 2022",8:29am On May 19,,,,51 seconds,1,0
ph0m3r3m0d3l,https://www.nairaland.com/ph0m3r3m0d3l,,"May 19, 2022",8:44am On May 19,,,,2 minutes & 55 seconds,1,0
sunrsproprts,https://www.nairaland.com/sunrsproprts,,"May 19, 2022",3:41pm On May 19,,,,53 seconds,1,0
fundinghub00,https://www.nairaland.com/fundinghub00,,"May 19, 2022",3:42pm On May 19,,,,10 minutes & 54 seconds,1,0
junkrap123,https://www.nairaland.com/junkrap123,,"May 19, 2022",6:18pm On May 19,,,,1 minute & 18 seconds,1,0
m0d3rnmedc4r3,https://www.nairaland.com/m0d3rnmedc4r3,,"May 20, 2022",8:25am On May 20,,,,1 minute & 40 seconds,1,0
dstnbo4tclubs,https://www.nairaland.com/dstnbo4tclubs,,"May 20, 2022",9:06am On May 20,,,,9 minutes & 16 seconds,1,0
h5nl0n7aw,https://www.nairaland.com/h5nl0n7aw,,"May 20, 2022",12:21pm On May 20,,,,18 seconds,1,0
hnlonl4watty,https://www.nairaland.com/hnlonl4watty,,"May 20, 2022",3:33pm On May 20,,,,17 seconds,1,0
temeculawind,https://www.nairaland.com/temeculawind,,"May 20, 2022",8:30pm On May 20,,,,58 seconds,1,0
hanlonlawtmp,https://www.nairaland.com/hanlonlawtmp,,"May 21, 2022",11:37am On May 21,,,,7 minutes & 29 seconds,1,0
m4rblsing28,https://www.nairaland.com/m4rblsing28,,"May 23, 2022",8:39am On May 23,,,,2 minutes & 28 seconds,1,0
b31nc0mf0rt,https://www.nairaland.com/b31nc0mf0rt,,"May 23, 2022",10:40am On May 23,,,,22 seconds,1,0
ppr3ssur3wsh,https://www.nairaland.com/ppr3ssur3wsh,,"May 23, 2022",10:50am On May 23,,,,4 minutes & 52 seconds,1,0
sfflkhsebuyr,https://www.nairaland.com/sfflkhsebuyr,,"May 23, 2022",4:01pm On May 23,,,,14 minutes & 40 seconds,1,0
matrxroof1ng,https://www.nairaland.com/matrxroof1ng,,"May 23, 2022",4:45pm On May 23,,,,1 minute & 35 seconds,1,0
gustjunk123,https://www.nairaland.com/gustjunk123,,"May 23, 2022",7:47pm On May 23,,,,9 minutes & 3 seconds,1,0
ddctrsofpt23,https://www.nairaland.com/ddctrsofpt23,,"May 24, 2022",2:42pm On May 24,,,,4 minutes & 21 seconds,1,0
