name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
daima,https://www.nairaland.com/daima,,"February 27, 2017","9:25pm On Apr 19, 2021",,,,14 days,179,0
mob,https://www.nairaland.com/mob,Kaduna ,"July 01, 2007",4:48pm On Jul 17,,m,,19 days & 2 hours,23,0
whalleh,https://www.nairaland.com/whalleh,,"April 25, 2013",9:34am On Jun 30,,,,3 days & 16 hours,83,7
Worldoma,https://www.nairaland.com/worldoma,,"July 22, 2019","7:50pm On Sep 14, 2021",,,,12 days & 6 hours,115,0
DeKen,https://www.nairaland.com/deken,Nigeria,"April 20, 2010","11:39pm On Apr 15, 2021","Database Developer/Administrator, Software Developer,Network Administrator, Network Server(Linux/Windows) Administrator,Web designer",,,1 month & 27 days,908,6
Babakent,https://www.nairaland.com/babakent,,"July 05, 2017","7:58pm On Oct 24, 2021",,,,3 days & 18 hours,6,0
Chiefupper,https://www.nairaland.com/chiefupper,ilorin,"December 02, 2011",12:33pm On Jun 03,"""Their is NO deity worthy of worship except ALLAH(S.W.T)""",,@chiefupper2010,2 months & 5 days,274,18
falad4u200,https://www.nairaland.com/falad4u200,,"May 24, 2011","9:37am On Aug 18, 2021",,,,8 days & 11 hours,375,31
Brymo,https://www.nairaland.com/brymo,,"June 18, 2011",8:28pm,"i live daily, jus because of His LOVE.",,,2 months & 1 day,1935,8
Emuf,https://www.nairaland.com/emuf,,"June 19, 2020",8:03am On May 12,,,,17 days & 23 hours,103,14
Ogbon90,https://www.nairaland.com/ogbon90,,"July 21, 2020",7:25am On Jun 26,,,,3 hours & 44 minutes,2,0
florixi,https://www.nairaland.com/florixi,,"March 27, 2011",10:28pm On Jul 25,,,,1 month & 8 days,168,4
Caliso,https://www.nairaland.com/caliso,Knt,"April 15, 2009",11:37am On May 31,,m,,5 days,9,0
NobleEngineer,https://www.nairaland.com/nobleengineer,,"September 15, 2016",7:43pm,,m,,1 month & 14 days,482,7
acorntree,https://www.nairaland.com/acorntree,,"July 03, 2013",7:22am On Jul 10,,m,,3 months & 8 days,541,25
lawal012000,https://www.nairaland.com/lawal012000,,"October 03, 2013",2:11pm On Jul 24,,,,2 hours & 41 minutes,2,0
Usmyne,https://www.nairaland.com/usmyne,Zaria Nigeria,"October 03, 2011",4:22pm On Jul 21,,m,@ceusman,2 days & 13 hours,87,0
Muktar63,https://www.nairaland.com/muktar63,,"November 07, 2018","12:27pm On Apr 03, 2021",,,,5 hours & 42 minutes,15,0
nakeina025,https://www.nairaland.com/nakeina025,,"June 23, 2018",5:06pm On Jan 27,,,,3 days & 15 hours,27,0
mukykaffe,https://www.nairaland.com/mukykaffe,,"December 21, 2013","7:13pm On Sep 21, 2021",,,,12 days & 6 hours,118,1
quadtunji,https://www.nairaland.com/quadtunji,,"May 25, 2016",10:35am On Apr 30,,,,13 hours & 26 minutes,16,0
vickgrad,https://www.nairaland.com/vickgrad,,"January 18, 2015",4:16pm On Jul 06,,,,1 day & 2 hours,16,1
C4123,https://www.nairaland.com/c4123,,"May 19, 2019",5:25pm On Jan 18,,f,,6 hours & 32 minutes,22,0
Delmariach,https://www.nairaland.com/delmariach,,"April 05, 2017",1:41pm On Mar 08,,,,6 hours & 46 minutes,6,0
Ajakaiye83,https://www.nairaland.com/ajakaiye83,,"January 02, 2019",1:37pm,,,,15 days & 7 hours,219,45
sylva1,https://www.nairaland.com/sylva1,,"August 03, 2012",12:32pm,,m,,5 months & 28 days,292,2
obonujoker,https://www.nairaland.com/obonujoker,lagos,"April 08, 2017",11:24pm,,m,,4 months & 15 days,10655,149
segs4,https://www.nairaland.com/segs4,,"June 10, 2018",1:57pm On Mar 22,,,,4 hours & 24 minutes,7,0
jabatah,https://www.nairaland.com/jabatah,Lagos,"January 21, 2015",10:51pm On Jul 04,,m,,29 days & 21 hours,53,7
Inception,https://www.nairaland.com/inception,,"June 28, 2014",5:46pm On Jun 23,SOLUTION,m,,9 months & 7 days,4105,83
urbanemind,https://www.nairaland.com/urbanemind,south,"August 23, 2017",7:33pm,,m,,1 month & 16 days,270,5
Jayd1,https://www.nairaland.com/jayd1,,"October 20, 2007","4:23pm On Jul 04, 2021",,,,1 hour & 36 minutes,5,0
brunxy,https://www.nairaland.com/brunxy,,"November 30, 2016",9:04pm,,m,,2 months & 3 days,250,5
uzojerry,https://www.nairaland.com/uzojerry,Owerri,"November 25, 2012",9:52pm On Jul 25,,m,,2 days & 2 hours,10,0
CDanny,https://www.nairaland.com/cdanny,,"October 19, 2015",1:10pm On Apr 30,,,,19 hours & 52 minutes,20,0
cooldave234,https://www.nairaland.com/cooldave234,,"November 24, 2013",12:14am On Jul 24,daima,m,,11 days & 10 hours,54,1
Oyewale25,https://www.nairaland.com/oyewale25,,"June 07, 2010",4:15pm On Jul 15,,,,6 days & 22 hours,89,7
yahmaid04,https://www.nairaland.com/yahmaid04,YF,"February 09, 2017",4:20pm On Jul 23,,m,,19 days & 8 hours,443,0
Mobolajig,https://www.nairaland.com/mobolajig,Lagos,"July 17, 2018",1:40am On May 14,,m,mobolajig,8 hours & 45 minutes,7,0
cmtprof,https://www.nairaland.com/cmtprof,nigeria,"January 03, 2016",1:59am On Jun 12,,m,,1 day & 6 hours,84,1
dovestar,https://www.nairaland.com/dovestar,,"August 25, 2009",7:48am,,,,6 days & 2 hours,38,1
telleyway,https://www.nairaland.com/telleyway,Nigeria,"April 24, 2016",7:47pm,The you in you is you,,,1 month & 16 days,471,20
Speedy001,https://www.nairaland.com/speedy001,,"January 10, 2021",7:25pm,Be happy always,m,,15 days & 7 hours,118,0
peterbest,https://www.nairaland.com/peterbest,,"June 18, 2009",8:23pm On Mar 17,,,,2 days & 11 hours,19,0
Shegman22,https://www.nairaland.com/shegman22,oyostate ibadan,"April 15, 2011",10:54pm,For Stamping & interlocking of your External floors..  contact MOSMAR BUILDERS on WhatsApp 08060891332 or via email : Shegsmolopa4real@yahoo.com  ,m,shegman22,5 months & 11 days,1095,306
Gwintech,https://www.nairaland.com/gwintech,,"May 05, 2021",10:18pm,,,,5 days & 23 hours,93,0
victoremuchay,https://www.nairaland.com/victoremuchay,,"September 27, 2019",10:46am On Jun 10,,,,9 hours & 37 minutes,30,0
adekoseru,https://www.nairaland.com/adekoseru,,"May 30, 2021",7:57pm On Apr 23,,,,3 hours & 56 minutes,3,0
Jokerman,https://www.nairaland.com/jokerman,Lagos,"February 19, 2016",8:46pm On Jul 18,,m,,4 months & 11 days,10383,201
MrHighSea,https://www.nairaland.com/mrhighsea,,"January 05, 2014",10:24pm,,,,5 months,2726,7
niyeee,https://www.nairaland.com/niyeee,,"December 14, 2011",8:31pm,,,,20 days & 8 hours,210,6
osothermal,https://www.nairaland.com/osothermal,jos,"January 10, 2015",10:48pm,Love God and hate Evil,m,@osothermal,2 months & 8 days,531,6
Glurssymum,https://www.nairaland.com/glurssymum,,"August 24, 2016",10:49pm On Jul 20,,,,3 days & 20 hours,66,5
Bolognese,https://www.nairaland.com/bolognese,,"August 08, 2016",1:17am On May 13,,,,28 days & 10 hours,306,3
naijareferee,https://www.nairaland.com/naijareferee,,"July 26, 2013",8:51pm On May 28,,,,3 months & 25 days,529,30
LumiTee,https://www.nairaland.com/lumitee,,"March 08, 2015",12:50pm On Jul 22,,,,5 days & 1 hour,59,0
Unityp,https://www.nairaland.com/unityp,,"July 10, 2015",9:27pm,,,,1 month & 10 days,273,15
2nioshine,https://www.nairaland.com/2nioshine,Nigeria,"December 22, 2012",11:38pm On Jun 30,For they is a spirit in man and the inspiration of the almighty giveth them understanding ... job 32:8,m,,1 month & 11 days,348,14
barx,https://www.nairaland.com/barx,"Abuja, Nigeria","September 13, 2013",7:01am,,m,,16 days & 4 hours,85,44
AnaCheks,https://www.nairaland.com/anacheks,,"September 14, 2015",11:03pm,Just me,m,,3 months & 24 days,980,1
sublimes,https://www.nairaland.com/sublimes,,"December 08, 2012",8:49pm On Jul 09,,,,3 months & 23 days,259,4
Gclems,https://www.nairaland.com/gclems,,"April 20, 2018","8:34am On Aug 04, 2021",,,,14 days & 3 hours,26,9
Parker2021,https://www.nairaland.com/parker2021,,"July 22, 2021","1:24am On Dec 04, 2021",,,,2 hours & 23 minutes,1,0
Unsad,https://www.nairaland.com/unsad,Lagos,"July 09, 2015",10:28pm On Jan 24,"Always Buying bitcoins and funds, WhatsApp : 07040337123",m,,1 month & 23 days,2041,21
micgray100,https://www.nairaland.com/micgray100,Kaduna / Abuja ,"April 07, 2015",1:47pm,,m,,3 months & 5 days,1764,5
engrflames,https://www.nairaland.com/engrflames,Mars,"March 23, 2013",10:58pm,I have already paid for all my future sins...,,,4 months & 18 days,605,20
BangGanger,https://www.nairaland.com/bangganger,,"June 06, 2021","3:19pm On Oct 09, 2021",,,,1 day & 4 hours,49,10
rarry,https://www.nairaland.com/rarry,I rep naija,"September 23, 2008",5:24pm,,m,,1 month & 16 days,74,7
Promisechi79,https://www.nairaland.com/promisechi79,"IMO state, Nigeria.","January 10, 2017",11:31pm On Jul 18,"Decorated civil engineer with a vast knowledge of architectural principles. Can model anything  and provide structural solutions to them also; residential, commercial, industrial, et el",m,@promise_chi_79,3 days & 22 hours,80,0
femehfamochi,https://www.nairaland.com/femehfamochi,,"August 16, 2021",9:41am On Apr 29,,,,1 hour & 22 minutes,1,0
SeniorRef,https://www.nairaland.com/seniorref,,"July 05, 2021",9:28pm On Jul 24,,,,1 day & 23 hours,20,2
mentor56,https://www.nairaland.com/mentor56,,"October 03, 2013",6:53pm On Jul 25,,m,,20 days & 15 hours,27,1
Elogy,https://www.nairaland.com/elogy,Abuja Nigeria,"July 03, 2020",10:23pm,Personal Holiness,m,,1 month & 20 days,97,5
ehisforever24,https://www.nairaland.com/ehisforever24,Port Harcourt ,"September 08, 2014",8:33pm On May 10,Never give up,m,,1 month & 13 days,127,2
jlomz,https://www.nairaland.com/jlomz,,"August 17, 2018",7:05pm,,,,1 month & 12 days,400,0
DonThanos,https://www.nairaland.com/donthanos,,"April 30, 2019","5:42am On Nov 23, 2021",,,,1 hour & 23 minutes,2,0
olaotanjide,https://www.nairaland.com/olaotanjide,,"August 02, 2021",3:48pm On Jul 12,,,,14 hours & 55 minutes,2,0
code66,https://www.nairaland.com/code66,,"January 05, 2016",10:20pm,,,,13 days & 16 hours,43,4
akinropo2103,https://www.nairaland.com/akinropo2103,,"September 27, 2017","7:27pm On Oct 21, 2021",,,,1 hour & 2 minutes,1,0
mayorlikeu,https://www.nairaland.com/mayorlikeu,Lagos ,"October 13, 2015",8:40pm On Jul 25,Cool and jovial one ,m,@adejumomayowa,1 month & 10 days,61,0
ebixy,https://www.nairaland.com/ebixy,"8.0000° N, 10.0000° E","October 31, 2009",10:52pm,,m,,5 months & 19 days,227,7
TosinGeorge,https://www.nairaland.com/tosingeorge,,"February 09, 2021",1:34pm On Jan 22,,,,22 hours & 39 minutes,222,39
Gisbourne44,https://www.nairaland.com/gisbourne44,,"September 05, 2018",4:21pm,,,,3 days & 5 hours,228,3
IsinJoe,https://www.nairaland.com/isinjoe,,"August 24, 2018",10:23pm On Mar 05,,,,11 hours & 8 minutes,17,1
sotyuzono,https://www.nairaland.com/sotyuzono,port harcourt,"October 04, 2013",9:00pm,Who ever say success is a slow process wasn't talking about me,m,@bbiiggffiisshi,1 month & 13 days,116,11
CalyMan2,https://www.nairaland.com/calyman2,,"January 17, 2017",10:58pm,,m,,1 month & 14 days,111,3
koolib,https://www.nairaland.com/koolib,,"June 27, 2015",6:34pm,,m,,1 month & 21 days,226,10
MatinoOnoja,https://www.nairaland.com/matinoonoja,Nigeria,"June 21, 2012",8:11pm On Jul 25,,m,,7 days & 3 hours,18,2
Miiracle,https://www.nairaland.com/miiracle,,"October 09, 2021","9:45pm On Oct 09, 2021",,,,51 minutes & 55 seconds,4,0
kebliss,https://www.nairaland.com/kebliss,,"January 03, 2017",4:49pm,"Each day, give 'happiness' away",m,,2 months & 4 days,228,12
jeswinner,https://www.nairaland.com/jeswinner,9ja,"April 10, 2019",6:11pm On Jul 24,Have a little faith ,,,1 month & 12 days,293,12
hephkay007,https://www.nairaland.com/hephkay007,,"October 16, 2021","1:26pm On Oct 19, 2021",,,,15 minutes & 9 seconds,2,0
obidike59,https://www.nairaland.com/obidike59,"lagos, owerri","September 28, 2013",10:57am,,m,,16 days & 20 hours,60,0
Marcomo,https://www.nairaland.com/marcomo,,"October 18, 2021",2:24pm On Jul 20,,,,56 minutes & 29 seconds,1,0
Lovingmags,https://www.nairaland.com/lovingmags,,"October 18, 2021","5:01pm On Dec 20, 2021",,,,13 minutes & 24 seconds,1,0
arizona20,https://www.nairaland.com/arizona20,,"January 26, 2013",5:42pm,,,,1 month & 15 days,567,48
princefunmmy,https://www.nairaland.com/princefunmmy,,"April 20, 2013",9:19pm,Only Jesus Saves!,m,,1 month & 24 days,843,15
DefJams,https://www.nairaland.com/defjams,,"October 15, 2021","8:12pm On Dec 18, 2021",,,,17 hours & 24 minutes,43,4
pete26,https://www.nairaland.com/pete26,,"September 28, 2014",5:10pm On Jul 08,"always be you, it pays.",m,hollatpete,27 days & 21 hours,130,3
otuyeminiyi,https://www.nairaland.com/otuyeminiyi,,"June 01, 2012",8:04pm,,,,4 hours & 2 minutes,2,0
akaahs,https://www.nairaland.com/akaahs,Ghana,"September 10, 2014",9:39pm,be good for ur own good not for anyone sake,m,,4 months & 28 days,2979,0
nomnso2016,https://www.nairaland.com/nomnso2016,ABIA state,"August 14, 2017",1:51am On Jul 15,God is great,m,,22 days & 7 hours,80,3
seyaab,https://www.nairaland.com/seyaab,,"April 12, 2017",3:25am,,,,3 days & 23 hours,4,0
Smith1774,https://www.nairaland.com/smith1774,,"September 24, 2021",4:37pm,,,,3 days & 11 hours,8,1
Kambols95,https://www.nairaland.com/kambols95,Lagos,"July 05, 2018",11:06pm,I'm a registered Builder and a Civil Engr. ,m,,8 days & 1 hour,356,20
ok9y,https://www.nairaland.com/ok9y,,"June 07, 2013",9:02pm On Jul 22,,m,,23 hours & 34 minutes,4,0
asher2005,https://www.nairaland.com/asher2005,,"June 25, 2020","6:26pm On Dec 01, 2021",,,,3 hours & 6 minutes,3,0
kazeemogunsco,https://www.nairaland.com/kazeemogunsco,,"February 11, 2018",6:58am On Jul 24,Allah is in control,m,,2 hours & 12 minutes,6,0
Andy004,https://www.nairaland.com/andy004,,"April 09, 2016",10:01pm On Jul 25,,,,5 days & 19 hours,10,0
PrinzC,https://www.nairaland.com/prinzc,,"April 28, 2021",3:23pm On Jun 15,,,,20 hours & 14 minutes,16,0
bunmijinmi,https://www.nairaland.com/bunmijinmi,,"February 28, 2013",6:16pm,,,,25 days,52,1
zutu,https://www.nairaland.com/zutu,abuja,"May 10, 2009",8:34am On Jul 25,Lyk being my self,m,zutu10,2 months & 12 days,219,16
Jeksglobal,https://www.nairaland.com/jeksglobal,Asaba,"December 08, 2021",9:23pm On Feb 07,,m,,46 minutes & 49 seconds,5,0
king1988,https://www.nairaland.com/king1988,,"March 05, 2016",7:24pm On Jul 16,impossibility is nothing,m,,13 hours & 16 minutes,25,16
Solopak,https://www.nairaland.com/solopak,,"December 13, 2021",7:57pm On May 02,,,,2 hours & 29 minutes,5,0
cyborg123,https://www.nairaland.com/cyborg123,,"June 03, 2017",9:59pm,,m,----------------------,4 months & 7 days,1066,7
basswoodd2222,https://www.nairaland.com/basswoodd2222,,,,,,,,,0
wilchukz,https://www.nairaland.com/wilchukz,,"December 03, 2021",6:47pm On Jul 19,,,,2 hours & 47 minutes,1,0
Anonz,https://www.nairaland.com/anonz,,"February 23, 2021",8:05pm,,,,3 days & 18 hours,65,0
engrtojah,https://www.nairaland.com/engrtojah,,"August 14, 2019",10:22pm On Jan 30,,,,5 hours & 4 minutes,14,0
ememibies,https://www.nairaland.com/ememibies,,"December 22, 2016",10:38pm,,,,21 hours & 39 minutes,171,0
Mightyinmichael,https://www.nairaland.com/mightyinmichael,,"August 15, 2017",5:19pm On May 08,,,,2 hours & 29 minutes,6,1
Posa,https://www.nairaland.com/posa,,"September 08, 2018",5:21pm,,,,5 days & 4 hours,88,7
nearest,https://www.nairaland.com/nearest,"sapele, nigeria","April 14, 2009",10:24pm On May 30,"God has given us his grace, do his will!",m,,29 days & 18 hours,489,0
kafeii123,https://www.nairaland.com/kafeii123,,"August 06, 2015",1:30pm,,,,1 month & 6 days,690,1
victory148,https://www.nairaland.com/victory148,,"October 22, 2012",9:14pm,,m,,1 month & 26 days,392,12
texas1,https://www.nairaland.com/texas1,,"July 28, 2010",9:14pm,,m,,7 months & 18 days,83,2
Primusinterpares,https://www.nairaland.com/primusinterpares,Lagos,"March 19, 2016",1:32pm,very few things are impossible to a resolved and determined mind. #havefaith# believe. ,m,,1 month & 24 days,1935,33
JOYDEJOY,https://www.nairaland.com/joydejoy,,"October 10, 2016",10:26am On Jul 15,,,,2 days,27,0
poeticjustice,https://www.nairaland.com/poeticjustice,,"October 02, 2015",5:06pm On Jun 09,,m,isaacosej1,8 days & 13 hours,142,0
kayusta,https://www.nairaland.com/kayusta,,"February 08, 2008",5:31pm,,,,23 hours & 4 minutes,22,0
beeoohtee,https://www.nairaland.com/beeoohtee,Lagos,"April 15, 2016",10:25pm,A rational thinker ,m,Nil,16 days,178,22
stanloddream,https://www.nairaland.com/stanloddream,,"February 17, 2022",4:20pm,,,,3 days & 6 hours,2,0
ademasta,https://www.nairaland.com/ademasta,,"October 19, 2011",8:35pm,,m,engrmastaprof,2 months & 12 days,6671,108
dammylesky,https://www.nairaland.com/dammylesky,,"September 08, 2016",10:28am On May 20,,m,,2 days & 11 hours,11,0
Oneder,https://www.nairaland.com/oneder,,"September 03, 2013",10:25am On Jul 22,,,,2 hours & 3 minutes,5,0
brenister10,https://www.nairaland.com/brenister10,,"May 05, 2015",7:41pm,,,,2 months & 21 days,1256,22
Engineer123,https://www.nairaland.com/engineer123,Aljanat Firdaus,"November 11, 2015",8:16pm,life is beyond human comprehension.,m,,4 months & 22 days,230,8
saxoholic1,https://www.nairaland.com/saxoholic1,,"July 02, 2014",9:23pm,,m,,1 month & 5 days,298,45
Narnah,https://www.nairaland.com/narnah,Lagos,"July 20, 2014",4:33am,"I'm your go to person for comfortable footwears, Ankara fabrics and essential oils. ",f,@narnahh,8 hours & 8 minutes,432,29
ImDStar,https://www.nairaland.com/imdstar,,"February 10, 2019",10:14pm,,,,3 months & 8 days,1025,50
AlhajiAbdul,https://www.nairaland.com/alhajiabdul,,"June 27, 2014",11:17pm,,,,2 months & 4 days,48,1
sirqeeboi,https://www.nairaland.com/sirqeeboi,,"September 17, 2014",9:16pm,,m,,2 months & 2 days,1032,8
iyke4,https://www.nairaland.com/iyke4,West coast ,"October 18, 2010",8:32pm,Be the best ,m,,1 month & 27 days,60,6
NTOKON,https://www.nairaland.com/ntokon,,"March 23, 2022",6:40pm On Jul 16,,,,1 day & 11 hours,10,0
Johncarywhistle,https://www.nairaland.com/johncarywhistle,,"January 03, 2021",2:27pm On Jul 22,,m,,21 hours & 13 minutes,8,0
Elibest693,https://www.nairaland.com/elibest693,Abuja,"June 02, 2012",6:20pm On Jul 06,I'm here to learn ,m,Elibest693,3 days & 11 hours,49,1
excellentobanz,https://www.nairaland.com/excellentobanz,,"June 28, 2014",3:02am On Jun 28,OBJAY,m,,4 days & 6 hours,158,0
Engzed,https://www.nairaland.com/engzed,,"May 17, 2022",7:30pm On May 30,,,,7 minutes & 33 seconds,1,0
REAL007,https://www.nairaland.com/real007,Abuja,"July 25, 2012",8:54am,"""My logic is undenyable""",m,,11 days & 21 hours,93,1
SoaringLife01,https://www.nairaland.com/soaringlife01,,"February 16, 2017",6:47pm,,,,4 days & 18 hours,276,3
lastmessenger,https://www.nairaland.com/lastmessenger,,"January 12, 2013",10:20am On Jun 21,,,,4 months & 29 days,5064,54
sanusikadri,https://www.nairaland.com/sanusikadri,,"July 29, 2014",4:03am On Jun 18,,,,3 hours & 19 minutes,3,0
kazzyy,https://www.nairaland.com/kazzyy,,"August 25, 2018",12:15am,,m,,1 day & 15 hours,3,0
Votan,https://www.nairaland.com/votan,,"March 01, 2022",7:15am On Jul 19,,,,3 hours & 1 minute,7,0
edafel,https://www.nairaland.com/edafel,,"October 26, 2018",3:21pm On Jul 25,,m,,6 days & 7 hours,14,0
sam1212,https://www.nairaland.com/sam1212,,"August 04, 2013",8:45am On Jun 29,,,,17 hours & 11 minutes,23,0
Paypalfund,https://www.nairaland.com/paypalfund,Oyo,"June 03, 2022",11:19am On Jul 22,Honesty is the best virtue,m,,5 hours & 27 minutes,1,0
WizkidNews,https://www.nairaland.com/wizkidnews,,"September 16, 2021",12:03pm On Jul 06,,,,3 days & 16 hours,145,10
WoundedLamb,https://www.nairaland.com/woundedlamb,Mostly in my room.,"February 27, 2020",4:55pm On Jul 16,Say no to any form of discrimination/intolerance. You do not have to wait till it affects you. Speak up for others. Live and let live.,,I'm not on Twitter. ,3 months & 5 days,5360,4
onyfor,https://www.nairaland.com/onyfor,Lagos,"September 24, 2013",10:28pm,Be the best you can.,m,,2 months & 13 days,29,1
emvicks2,https://www.nairaland.com/emvicks2,portharcourt,"September 27, 2014",12:29am On Jul 02,,m,,3 months & 28 days,226,2
lessonotes,https://www.nairaland.com/lessonotes,,"July 04, 2020",3:35pm,Freely you received freely you give. Knowledge is power,f,,11 days & 17 hours,393,6
Pstjoel,https://www.nairaland.com/pstjoel,Lagos,"October 22, 2019",3:35pm,Our mumu don do,m,,10 days & 4 hours,58,0
hustla,https://www.nairaland.com/hustla,Nigeria,"June 07, 2007",9:25pm,E'Pluribus Unum,m,,5 months & 13 days,10135,91
osomop,https://www.nairaland.com/osomop,,"September 23, 2021","6:42pm On Sep 23, 2021",,,,23 minutes & 4 seconds,4,0
philip0906,https://www.nairaland.com/philip0906,Off limits!,"March 18, 2009",8:47pm On Jul 19,Seen a black godfather?,m,,9 months & 1 day,9046,45
Dokila,https://www.nairaland.com/dokila,,"September 22, 2021","6:56pm On Sep 24, 2021",,,,2 minutes & 22 seconds,5,0
Undies8,https://www.nairaland.com/undies8,,"September 03, 2021","9:38pm On Sep 25, 2021",,,,43 minutes & 14 seconds,19,0
Greatn3ss,https://www.nairaland.com/greatn3ss,Sambisa,"September 20, 2021",6:27pm,,,,18 days & 20 hours,132,7
Stubborngirl1,https://www.nairaland.com/stubborngirl1,,"September 22, 2021","8:50pm On Oct 05, 2021",,,,1 hour & 34 minutes,18,2
Jeromejnr,https://www.nairaland.com/jeromejnr,Throne room,"November 21, 2014",11:32pm,"I don't believe in luck, I believe in Jesus.",m,,8 months & 26 days,5835,65
Zuchey91,https://www.nairaland.com/zuchey91,,"September 10, 2021",11:41pm On May 28,,,,6 days & 21 hours,11,2
uxomykaz,https://www.nairaland.com/uxomykaz,,"July 16, 2013",11:03pm,,,,1 month & 29 days,264,0
OiOi,https://www.nairaland.com/oioi,,"October 16, 2018",5:01am On Jul 06,In pursuit of happiness ,,,7 days & 17 hours,699,21
Simplebeauty,https://www.nairaland.com/simplebeauty,,"January 08, 2020",5:01pm On Jan 15,,,,15 days & 10 hours,1392,14
saferoom,https://www.nairaland.com/saferoom,,"February 18, 2017",8:37pm On Jan 21,,,,2 days & 22 hours,316,3
CuriousX,https://www.nairaland.com/curiousx,,"June 19, 2016",9:20pm,,,[url]shorturl.at/nAKMZ[/url],2 months & 13 days,392,12
Winningbot,https://www.nairaland.com/winningbot,,"August 06, 2021",7:16pm,,,,21 days & 8 hours,824,31
Emeraldfynest,https://www.nairaland.com/emeraldfynest,Ibadan ,"April 01, 2019",11:26pm,,m,,1 month & 21 days,511,5
SimplePlan34,https://www.nairaland.com/simpleplan34,,"July 13, 2018",9:07pm,Patiently waiting for my time to DEPART,,,2 months & 1 day,1244,69
airminem,https://www.nairaland.com/airminem,Ikoyi,"July 13, 2015",8:09pm,"If your little sister/brother flicks your ear, maybe you ignore it. If she/he flicks your ear a dozen times, or punches you, then maybe you give her/him a little smack to show you're paying attention...",f,airminem ,2 months & 12 days,7716,58
KingMack,https://www.nairaland.com/kingmack,Port-Hacourt,"April 13, 2020",2:23pm,,m,,21 days & 17 hours,1685,12
ERockson,https://www.nairaland.com/erockson,,"October 10, 2013",10:46pm,,,,11 months & 20 days,2993,95
Raymond0008,https://www.nairaland.com/raymond0008,,"December 18, 2020",7:28pm,,m,,1 month & 9 days,326,8
bet9ja,https://www.nairaland.com/bet9ja,South Africa,"July 23, 2013",7:53pm,CEO Bakify Pty Ltd   www.bakify.co.za,m,,2 months & 29 days,621,102
qtguru,https://www.nairaland.com/qtguru,Nigeria,"January 20, 2021",9:01pm,Reading books and seeking more information. What's the general truth ,m,,1 month & 27 days,2753,27
cbaba,https://www.nairaland.com/cbaba,Nigeria,"February 28, 2007",11:16pm,I am the first thing that comes to your mind. Really!,,,22 days & 18 hours,486,30
penzino,https://www.nairaland.com/penzino,Kaduna,"December 16, 2008",8:07am,I am Tilups!!!,m,@philphilip1,2 months & 25 days,1460,77
Baabu320,https://www.nairaland.com/baabu320,,"May 11, 2019",8:51pm,,,,9 days & 8 hours,339,31
HustlePro,https://www.nairaland.com/hustlepro,,"March 09, 2021",11:26pm,,,,2 days & 23 hours,224,4
Rejoicing,https://www.nairaland.com/rejoicing,BENIN CITY,"April 30, 2020",11:36am On Jun 29,It will surely end in praise ,f,,12 days & 20 hours,43,2
PerfectlyPerfect,https://www.nairaland.com/perfectlyperfect,"behind you. no, seriously, look behind you","July 11, 2014",7:30am On Jul 22,please help me by filling this short survey for a new service we want to launch. You'll get freebies when we launch. https://www.surveymonkey.com/r/GD87XVW,m,,4 months & 3 days,2794,53
megito90,https://www.nairaland.com/megito90,,"August 03, 2021",2:04pm On May 31,,,,13 days & 1 hour,3,1
BbqTormentor,https://www.nairaland.com/bbqtormentor,,"April 29, 2021","11:31pm On Sep 29, 2021",,,,9 days & 15 hours,304,0
calcal,https://www.nairaland.com/calcal,,"September 15, 2009",1:28am On Jun 10,,,,1 month & 20 days,3657,2
ollykay619,https://www.nairaland.com/ollykay619,Ibadan,"June 27, 2012",10:03pm,Life isn't a bed of roses,m,,3 months & 11 days,587,12
GoProXom,https://www.nairaland.com/goproxom,,"September 24, 2021","6:57pm On Sep 24, 2021",,,,6 minutes & 8 seconds,4,0
GabrielJ214,https://www.nairaland.com/gabrielj214,,"August 03, 2018",7:46pm,,,,1 day & 14 hours,14,0
kayceelittle,https://www.nairaland.com/kayceelittle,Port Harcourt,"May 10, 2019","10:39am On Sep 24, 2021",,m,,5 hours & 42 minutes,8,5
FromTopToBottom,https://www.nairaland.com/fromtoptobottom,,"June 28, 2022",9:37pm,,,,5 hours & 7 minutes,35,1
kenny714433,https://www.nairaland.com/kenny714433,Akwa Ibom ,"April 01, 2017",11:04pm,In cruce salus,m,,2 months & 4 days,687,12
AmGreat1234,https://www.nairaland.com/amgreat1234,,"March 30, 2022",10:52pm,,,,2 days & 3 hours,42,0
tmcleo2k2,https://www.nairaland.com/tmcleo2k2,"Lagos, Nigeria","February 28, 2007",10:21pm,,m,,2 months & 24 days,256,3
Bilabong,https://www.nairaland.com/bilabong,Cally city,"March 04, 2013",9:55am On Jul 25,,m,,2 months & 18 days,2320,40
Amotolongbo,https://www.nairaland.com/amotolongbo,,"February 04, 2020",10:56pm,No one knows as much secret as the cat in the home.,f,,3 months & 15 days,7161,288
purpulrain,https://www.nairaland.com/purpulrain,Owerri,"October 21, 2016",11:05pm,Amat victoria curam,,,14 days & 12 hours,155,5
Rich4god,https://www.nairaland.com/rich4god,"Warri, Nigeria","September 01, 2010",11:10pm,RICHMATIC TECHNOLOGY,m,,7 months & 18 days,6248,101
1Alex,https://www.nairaland.com/1alex,,"May 27, 2020",11:20pm,,,,1 month & 27 days,1370,6
