name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
cucuzee247,https://www.nairaland.com/cucuzee247,Fargo Mansion,"December 31, 2015",1:04pm On Jul 23,FargoMan,m,@Fargobrander,9 days & 15 hours,111,0
vboss,https://www.nairaland.com/vboss,,"May 18, 2015",10:01am On Jul 19,THEY SAY AN I EYE FOR AN EYE BUT WE BOTH LOOSE OUR SIGHT:TWO WRONGS DONT MAKE A RIGHT,m,,20 days & 23 hours,318,12
Hadey4real,https://www.nairaland.com/hadey4real,,"June 29, 2019","4:48pm On Jul 30, 2019",,m,,4 hours & 21 minutes,5,0
vivaAfrica,https://www.nairaland.com/vivaafrica,,"May 26, 2017",3:07pm On Jun 28,,,,15 days & 7 hours,259,49
winetapper,https://www.nairaland.com/winetapper,village square,"May 05, 2015",12:50am,Better is not good enough,,,2 months & 11 days,2305,34
HRtechnique,https://www.nairaland.com/hrtechnique,,"July 28, 2017",10:05am,,,,1 month & 18 days,695,29
ganie,https://www.nairaland.com/ganie,lagos,"July 18, 2010",10:20pm On Jul 27,motivated,m,,1 month & 29 days,971,15
Olanrewaju201,https://www.nairaland.com/olanrewaju201,,"June 27, 2019","3:14pm On Jun 16, 2021",,,,3 hours & 46 minutes,9,2
Gadgetmobil,https://www.nairaland.com/gadgetmobil,Ibadan,"September 04, 2012",11:49am,,m,,2 months & 15 days,694,34
cnanigerialtd,https://www.nairaland.com/cnanigerialtd,,"December 26, 2018","8:13am On Oct 08, 2019",cnabuildingco@gmail.com / http://www.cnanigerialtd.com / +2349060002718,m,,1 day & 1 hour,45,2
beaulahestate,https://www.nairaland.com/beaulahestate,Lagos,"February 20, 2013",3:01am On Jul 27,Glorify God and fear Him!,m,/betterNigerians,5 days & 8 hours,551,63
chimoskyg,https://www.nairaland.com/chimoskyg,,"October 16, 2009",9:34pm On Jul 26,A Gentleman is just a Patient Wolf! ,m,@ezechiedo,28 days & 22 hours,1371,86
lizzyrinola,https://www.nairaland.com/lizzyrinola,,"November 23, 2016","10:46am On Jun 26, 2020",,f,,20 hours & 28 minutes,11,0
phrase,https://www.nairaland.com/phrase,,"September 11, 2015","9:11pm On Feb 29, 2020",every finishing line is a beginning of a new race....Sak!,m,,20 days & 8 hours,41,0
OgaFola344,https://www.nairaland.com/ogafola344,,"July 07, 2019","5:24pm On Jun 04, 2020",,,,1 hour & 25 minutes,8,0
ogunleke1234567,https://www.nairaland.com/ogunleke1234567,,"March 01, 2017","4:37pm On May 16, 2021",,,,1 day & 5 hours,38,29
chukwuka12,https://www.nairaland.com/chukwuka12,,"September 24, 2007",7:44pm On Jun 14,,,,18 days & 18 hours,275,6
Oluwatosin97,https://www.nairaland.com/oluwatosin97,,"December 18, 2016","1:26am On Jan 07, 2020",,,,16 hours & 4 minutes,102,56
deff2,https://www.nairaland.com/deff2,,"March 13, 2016","9:59pm On Aug 28, 2021",,,,22 days & 20 hours,44,0
Divinitiative1,https://www.nairaland.com/divinitiative1,,"January 08, 2019","1:29pm On Sep 12, 2019",,,,14 hours & 27 minutes,7,0
Brock1,https://www.nairaland.com/brock1,,"October 14, 2018",8:19am On Jun 03,,,,15 days & 3 hours,549,24
Yellowgarri,https://www.nairaland.com/yellowgarri,,"May 16, 2019","6:23pm On Jun 01, 2020",,,,1 month & 6 days,582,20
gmo10,https://www.nairaland.com/gmo10,Lagos,"November 21, 2017",10:01am On Jun 29,,m,@jamesode,22 days & 15 hours,268,11
westliverenterp,https://www.nairaland.com/westliverenterp,,"July 16, 2019","7:13am On Mar 12, 2021",,,,5 days & 1 hour,82,15
roqrules04,https://www.nairaland.com/roqrules04,,"June 11, 2012",4:50am,"In the gate of patience, there is no crowding",m,qbasic04,5 months & 20 days,2296,5
yadelle,https://www.nairaland.com/yadelle,,"July 17, 2019","2:26pm On Jul 13, 2020",,,,1 day & 11 hours,2,0
Redman44,https://www.nairaland.com/redman44,"Ikorodu, Lagos.","February 21, 2009",7:43am,I think like Sergey Brin and Larry Page.,m,@Ariyatoday,5 months & 6 days,2313,59
brane,https://www.nairaland.com/brane,,"March 23, 2007","12:41am On Nov 13, 2020",,,,13 days & 12 hours,74,15
holina,https://www.nairaland.com/holina,,"March 18, 2019",1:27pm,,,,2 months,224,15
Temi1,https://www.nairaland.com/temi1,,"May 11, 2006",12:11pm,,m,,2 months & 15 days,244,21
Winz2017,https://www.nairaland.com/winz2017,"Faan Quarters,Abuja","May 11, 2017","10:16pm On Nov 01, 2019",,m,,14 hours & 57 minutes,3,0
beamNIGERIA,https://www.nairaland.com/beamnigeria,Lagos,"December 25, 2018","8:00pm On Nov 21, 2021",Construction & Environmental solutions expert,,,15 days & 9 hours,77,6
phalexnaps,https://www.nairaland.com/phalexnaps,,"December 01, 2014","3:58pm On Mar 09, 2021",man of flesh,m,,13 days & 8 hours,78,4
skigbu,https://www.nairaland.com/skigbu,,"December 12, 2014","12:06am On Sep 17, 2021",,,,14 days & 20 hours,90,0
Raddie,https://www.nairaland.com/raddie,"Sango, Ogun ","February 07, 2013",6:33am On May 16,"Live, Love & Laugh!",m,,3 months & 21 days,881,4
kohiios,https://www.nairaland.com/kohiios,,"July 25, 2019","7:07am On Jul 25, 2019",,,,1 minute & 32 seconds,1,0
remisglobal,https://www.nairaland.com/remisglobal,,"September 28, 2013",10:50pm On Jul 26,,,,1 month & 17 days,131,17
BLACKPANTHER111,https://www.nairaland.com/blackpanther111,,"March 01, 2018",5:10pm On Jul 12,,,,11 hours & 14 minutes,48,0
bsquare12,https://www.nairaland.com/bsquare12,ogun state,"October 25, 2017","10:27pm On Sep 08, 2020",I love blogging ,f,@bellu112,1 day & 8 hours,216,79
Casemiro,https://www.nairaland.com/casemiro,,"June 17, 2018","7:52pm On Oct 12, 2021",,m,,28 days & 22 hours,2004,170
sesoreal,https://www.nairaland.com/sesoreal,,"July 29, 2019","2:12pm On Jul 30, 2019",,,,25 minutes & 56 seconds,1,0
BeLiveLife,https://www.nairaland.com/belivelife,,"July 29, 2019","3:12am On Nov 16, 2019",,,,17 hours & 44 minutes,1,0
tikristinimi21,https://www.nairaland.com/tikristinimi21,,"February 07, 2017",11:45am,,,,1 month & 12 days,136,1
kiekie1,https://www.nairaland.com/kiekie1,"lagos,nigeria","September 10, 2012",11:48am,Sir Frankie,m,@feller4lyf,1 month & 28 days,6397,3
metrecube,https://www.nairaland.com/metrecube,,"April 11, 2015",11:34pm On Jul 27,"Design, Costing and Construction of Building & Civil Projects",m,,1 month & 17 days,474,7
beebah247,https://www.nairaland.com/beebah247,,"July 31, 2019",5:44pm On Jul 19,,,,8 days & 5 hours,35,0
ashleysummer,https://www.nairaland.com/ashleysummer,,"August 05, 2015",11:09am On Feb 16,,,,1 day & 14 hours,226,0
Ngeasy,https://www.nairaland.com/ngeasy,,"August 03, 2019","9:35am On Aug 11, 2019",,,,6 hours & 23 minutes,36,4
Rotex111,https://www.nairaland.com/rotex111,"Ife, Osun state ","October 11, 2018",12:08pm On Jun 24,,m,,3 days & 3 hours,143,3
Umarzy,https://www.nairaland.com/umarzy,"Lagos, Nigeria","November 17, 2015",8:42am,"Architect, Hodler, Designer",m,,29 days & 12 hours,1221,52
rmdayo,https://www.nairaland.com/rmdayo,,"May 05, 2013",10:19am On Jun 19,,,,6 days & 22 hours,52,14
Conceptman,https://www.nairaland.com/conceptman,,"February 15, 2018","7:51am On May 27, 2021","Concept Aluminium fabrications. Casement, casement burglary embedded,sliding. Etc",,,21 days & 20 hours,1324,6
jedisco,https://www.nairaland.com/jedisco,Nigeria,"September 10, 2009",11:51am,,m,,1 year,4422,25
khaffi2,https://www.nairaland.com/khaffi2,In my baby's heart.,"March 19, 2017",4:58pm On Jul 22,Hi,f,,27 days,205,5
olusegzy01,https://www.nairaland.com/olusegzy01,Lagos,"October 22, 2007",10:31am,If doing good seems crazy let all go crazy for Good.,m,,21 days,97,0
Jdesigns,https://www.nairaland.com/jdesigns,"Egbeda-Lazland and Eleme Junction-PH, Nineja","December 03, 2007",10:31pm On Feb 28,,m,,1 month & 24 days,821,31
AbbeyLinkoln92,https://www.nairaland.com/abbeylinkoln92,"Lagos, Nigeria ","June 21, 2018","12:51pm On Mar 31, 2021",www.linkolntech.com,m,@linkolntech ,3 days & 12 hours,131,18
DFAMEGUY11S,https://www.nairaland.com/dfameguy11s,Block 10 shop 16 Agric  market opposite S.T.I or GTB bank orile coker badagry Expressway Lagos ,"August 08, 2019",5:18am,"Dealing building material such tile, marble, granite,  sanitary wares , door , power shower showerromm, and wc",m,,19 days & 1 hour,5665,14
Kaychiz,https://www.nairaland.com/kaychiz,,"August 13, 2019","6:21pm On Jan 30, 2020",,,,10 days & 8 hours,68,3
hupo,https://www.nairaland.com/hupo,"Block 32, Shop12 Alaba Int'l Mkt, Ojo-Alaba, Lagos ( 6°27'39.8""N 3°11'15.4""E)","October 02, 2007",1:30pm,"Specialize on all Electrical product such as Led bulb, Energy saving bulbs, Flood lights, Panel lights (Surface and POP), tape lights, Recharagble bulbs. Brands include AKT, Ecomin, Goodcom, Night Angel, Leomax, Muna, Nomi, Lyon, Sinoworld",,,1 month & 8 days,127,2
jp130,https://www.nairaland.com/jp130,uyo,"July 04, 2012",9:51am,"Say what you like, those who matter don't mind and those who mind don't matter",m,,3 months & 10 days,1129,17
azikiweironsi,https://www.nairaland.com/azikiweironsi,Abuja,"February 28, 2015",9:32am,“The greatest threat to freedom is the absence of criticism.”  by Prof. Wole Soyinka,m,,2 months & 9 days,881,6
babasewen,https://www.nairaland.com/babasewen,,"December 14, 2012",9:22am,,m,,11 days & 22 hours,261,9
Macsjebs,https://www.nairaland.com/macsjebs,,"February 15, 2016",1:37pm,07034421910,,,6 months & 18 days,8614,755
HENDRICK123,https://www.nairaland.com/hendrick123,,"January 13, 2019","8:09am On Nov 28, 2019",,,,2 days & 5 hours,37,0
LewinskyMon,https://www.nairaland.com/lewinskymon,,"August 18, 2019","11:05am On Sep 19, 2019",,,,4 days,395,0
Stundey,https://www.nairaland.com/stundey,Ibadan,"December 21, 2012",11:07am,A student architect,m,http://twitter.com/stundeyblog,1 month & 23 days,252,13
EgunMogaji2,https://www.nairaland.com/egunmogaji2,"Omi Adio, Ibadan.","August 20, 2019",12:17pm,,,,3 months & 5 days,7539,74
djtommy,https://www.nairaland.com/djtommy,ibadan,"September 14, 2014",12:59pm,,m,@mastertomiwa,2 months & 1 day,308,29
philcom09,https://www.nairaland.com/philcom09,,"September 30, 2014","5:16pm On Mar 28, 2020",,,,14 hours & 4 minutes,116,4
elvisscientist,https://www.nairaland.com/elvisscientist,owerri,"July 31, 2017","12:18pm On Sep 22, 2021",let there be light and there was me,m,,2 days & 3 hours,371,43
Esthercakes,https://www.nairaland.com/esthercakes,Abuja,"April 27, 2019","12:05am On Mar 27, 2021","Cakes, small chops, desserts",f,,2 days & 21 hours,22,1
Rejoice04,https://www.nairaland.com/rejoice04,Abuja,"April 23, 2018",10:41am,God over everything,f,,1 month & 16 days,291,0
kingMuski,https://www.nairaland.com/kingmuski,,"June 13, 2016","1:25pm On Oct 02, 2020",,m,,1 day & 19 hours,37,9
stillmaticOG,https://www.nairaland.com/stillmaticog,mars,"October 18, 2013",1:36pm,,m,,7 months & 28 days,3314,24
Fenesa1,https://www.nairaland.com/fenesa1,,"August 15, 2019",11:59am On Jul 25,,,,11 days & 16 hours,143,2
ugileo,https://www.nairaland.com/ugileo,Ile Ife,"July 02, 2010",5:36pm On Apr 28,KNOWLEDGE IS POWER,m,,1 hour & 17 minutes,3,0
chidi4eze,https://www.nairaland.com/chidi4eze,,"January 28, 2009",2:15am,,m,chris_ezebunwa,2 months & 21 days,612,16
ebujany,https://www.nairaland.com/ebujany,ph,"March 12, 2013","4:20pm On May 01, 2021",goodness and mercy shall follow me all the days of my life,m,@reale,6 months & 23 days,1644,9
wallmosh,https://www.nairaland.com/wallmosh,,"May 28, 2010","11:17am On Dec 26, 2019",,,,16 days & 13 hours,374,16
JosephMay,https://www.nairaland.com/josephmay,Akure ,"August 29, 2019","3:57pm On Oct 03, 2019",,m,,3 hours & 57 minutes,14,2
Samaras,https://www.nairaland.com/samaras,,"September 21, 2018",3:05pm On Jul 15,,,,1 month & 13 days,15,1
whesus,https://www.nairaland.com/whesus,"Ajah, Lagos","September 03, 2015",6:46pm On May 30,"Builders, Engineers, Architects and Project managers",m,@whesubuilder,20 hours & 55 minutes,18,6
BOOOMNAIJA,https://www.nairaland.com/booomnaija,,"March 09, 2019",6:12am,,,,1 month & 15 days,2117,7
Dmeekron,https://www.nairaland.com/dmeekron,,"August 04, 2019","12:16pm On May 28, 2020",,,,1 hour & 31 minutes,16,1
EvaFemi07,https://www.nairaland.com/evafemi07,,"September 02, 2019","12:03pm On Nov 27, 2019",,,,3 hours & 51 minutes,1,0
praxs,https://www.nairaland.com/praxs,my home,"January 08, 2015",6:05am,"Progress is a process, am on my way",m,,1 month & 25 days,587,78
Raven32,https://www.nairaland.com/raven32,,"September 04, 2019","7:15am On Jul 13, 2020",,,,3 hours & 13 minutes,7,1
cc77,https://www.nairaland.com/cc77,DT-NIG,"July 04, 2014","9:19pm On Sep 06, 2021",,m,,1 month & 9 days,193,2
EngrKem,https://www.nairaland.com/engrkem,,"November 30, 2016","12:25pm On Jan 16, 2020",,,,1 month & 24 days,680,56
Nero2424,https://www.nairaland.com/nero2424,,"September 07, 2019",5:58am On Jul 15,,,,9 days & 5 hours,271,0
boma4success,https://www.nairaland.com/boma4success,,"October 31, 2015","8:36pm On Mar 26, 2021",,,,3 days & 1 hour,111,18
elknice,https://www.nairaland.com/elknice,,"May 08, 2013","11:36am On Apr 02, 2020",,,elknice,11 days & 14 hours,507,23
Enyinne,https://www.nairaland.com/enyinne,,"November 26, 2007",11:55am,,f,,1 month & 17 days,1472,10
eddybongo101,https://www.nairaland.com/eddybongo101,,"April 01, 2019",6:06am,,,,2 months & 9 days,140,2
Banol,https://www.nairaland.com/banol,,"September 12, 2019","10:22pm On Apr 20, 2020",,,,51 minutes & 57 seconds,2,0
IyaAbiyamo,https://www.nairaland.com/iyaabiyamo,,"November 20, 2018","10:06am On Mar 11, 2021",,,,2 days & 4 hours,223,0
akanniade10,https://www.nairaland.com/akanniade10,,"May 14, 2013",10:48pm On Apr 14,,m,,1 month & 22 days,736,35
Jeff68,https://www.nairaland.com/jeff68,,"September 19, 2019",8:51pm On Jul 27,,,,25 days & 15 hours,237,1
NowisGod109,https://www.nairaland.com/nowisgod109,,"May 19, 2016",9:48am,,f,,1 month & 1 day,224,31
Adegunle4,https://www.nairaland.com/adegunle4,Lagos/Abuja ,"October 11, 2017",3:10pm On Jul 03,Architect | Interior Designer | 3D viz expert,m,,16 days & 10 hours,350,17
garbahamzat,https://www.nairaland.com/garbahamzat,Lagos,"November 27, 2017",9:55am,Good,m,,5 days & 7 hours,14,2
renewable1,https://www.nairaland.com/renewable1,LAGOS,"September 04, 2018","5:50pm On Jul 03, 2020","expert in renewable energy, specializes in solar power systems/inverters, sales, repairs and maintenance of inverters and installations",m,,4 days & 1 hour,2546,58
slimtestee,https://www.nairaland.com/slimtestee,,"May 27, 2016","2:00pm On Oct 03, 2019",,,,6 days & 6 hours,31,1
supajizy,https://www.nairaland.com/supajizy,,"October 25, 2015",8:40am On Jun 23,,m,,18 days & 20 hours,117,3
Timothyoj,https://www.nairaland.com/timothyoj,"Iyana ipaja Lagos, Nigeria","January 21, 2012",1:18pm,As much as lieth on you live peaceably with Aℓℓ men. It is G̲̣o̲̣ό̲̣ƌ̲̣ to be G̲̣o̲̣ό̲̣ƌ̲̣ Aℓℓ d time.,m,@timothy_oj,2 months & 12 days,387,34
Kayouzka,https://www.nairaland.com/kayouzka,Lagos,"December 15, 2018",11:18pm On Jul 27,Estate agent in ikorodu and ibeju lekki call for purchase of genuine lands houses specifically at ikorodu Lagos Nigeria. 08182676988,m,,1 month & 18 days,1528,40
gohomeNG,https://www.nairaland.com/gohomeng,,"September 29, 2019","4:18pm On Jul 21, 2021",,,,4 days,13,5
Surveyoruzoma,https://www.nairaland.com/surveyoruzoma,,"April 08, 2019","9:47pm On Mar 08, 2020",,,,4 days & 13 hours,121,2
AyeMaDaFunMi,https://www.nairaland.com/ayemadafunmi,,"September 29, 2016","3:24pm On Nov 11, 2021",,,,2 days & 20 hours,71,4
chingynas,https://www.nairaland.com/chingynas,,"February 14, 2017",6:59am On Apr 06,,,,2 days & 9 hours,41,2
Paleegee,https://www.nairaland.com/paleegee,Mainland,"December 21, 2016","6:16pm On May 08, 2021",Tested and Trusted,m,Oluwabukunmi Olu,19 hours & 20 minutes,75,13
GRADEXP2,https://www.nairaland.com/gradexp2,,"November 04, 2018",7:20am,,m,,1 month & 16 days,93,6
queenpa,https://www.nairaland.com/queenpa,,"June 27, 2014","2:28pm On Feb 13, 2020",,,,1 day & 12 hours,20,0
Stepheli,https://www.nairaland.com/stepheli,,"March 31, 2019",10:22pm On Jul 26,,,,5 days & 16 hours,297,109
Nkemjustice,https://www.nairaland.com/nkemjustice,,"September 07, 2019","11:17pm On Aug 18, 2020",,,,8 hours & 49 minutes,4,1
uncleteeh,https://www.nairaland.com/uncleteeh,Ibadan,"July 02, 2014",5:46am,ARCHITECTS & BUILDERS,m,OAK Group,1 month & 23 days,2750,88
Josh929,https://www.nairaland.com/josh929,,"February 17, 2019","5:44pm On Feb 25, 2020",,,,11 hours & 28 minutes,12,7
justcallmenuel,https://www.nairaland.com/justcallmenuel,Lagos State ,"July 15, 2016",9:40pm On Jul 27,Manuel Solar Energy Enterprises. ,m,,1 month & 10 days,1989,1
RockOfAgesAlumi,https://www.nairaland.com/rockofagesalumi,"Adesan Mowe, Ogun, State, NG.","August 08, 2019",1:38pm," Rock of Ages Aluminium Multiservice we specialize:- in varieties of Aluminium Roofs, Aluminium Windows, Casement Windows, Frameless Windows, Stainless hand railings and general supply of building materials such as granites, sand, General contractor.",m,,2 months & 8 days,794,32
Ronke360,https://www.nairaland.com/ronke360,Lagos Nigeria ,"August 22, 2019","10:50am On Nov 09, 2019",,f,Khadijat360,3 hours & 31 minutes,1,0
Fsharday,https://www.nairaland.com/fsharday,,"October 10, 2019","2:59pm On Oct 28, 2019",,,,1 hour & 8 minutes,7,6
tunapy01,https://www.nairaland.com/tunapy01,,"October 10, 2019","4:04pm On Oct 12, 2019",,,,9 minutes & 57 seconds,1,0
dkizzy01,https://www.nairaland.com/dkizzy01,,"November 24, 2018","9:47am On Mar 21, 2021",,,,3 days & 18 hours,232,19
jossypet,https://www.nairaland.com/jossypet,,"July 31, 2015",3:56pm On May 18,,m,,1 month & 21 days,118,9
Delaw00,https://www.nairaland.com/delaw00,Somewhere on earth,"October 19, 2018",3:54pm On May 03,In God i trust All is well,m,,1 month & 1 day,654,0
RredbulL,https://www.nairaland.com/rredbull,,"June 27, 2019",1:42pm On Jul 08,,,,27 days & 21 hours,64,1
Sambisa1,https://www.nairaland.com/sambisa1,,"October 12, 2019","3:28am On Oct 08, 2020",,,,59 minutes & 38 seconds,2,1
Zino89,https://www.nairaland.com/zino89,,"February 06, 2017",9:22pm On Jul 11,,,,1 month & 5 days,485,4
Gabrokpara001,https://www.nairaland.com/gabrokpara001,Owerri,"October 13, 2018",1:34pm,,m,,1 month & 2 days,15193,477
Kenjoseph12,https://www.nairaland.com/kenjoseph12,,"September 01, 2017",4:32pm On Jun 19,,,,13 days & 10 hours,9521,284
trixel,https://www.nairaland.com/trixel,,"October 13, 2019","2:20pm On Aug 14, 2020",,,,40 minutes & 7 seconds,1,0
Kimsunh,https://www.nairaland.com/kimsunh,,"July 16, 2014","9:57pm On Jun 02, 2020",,,,21 days & 8 hours,179,5
Enetowei,https://www.nairaland.com/enetowei,,"October 15, 2019","6:30am On Apr 22, 2020",,,,1 hour & 25 minutes,2,1
olayinka1234,https://www.nairaland.com/olayinka1234,,"April 30, 2015",10:11am On Jul 18,,,,4 days & 16 hours,264,24
mohisd,https://www.nairaland.com/mohisd,Niger state,"April 19, 2015",10:41pm On Jul 16,no tym 2 check tym,m,mohisdd,1 month & 8 days,331,9
FiftyFifty,https://www.nairaland.com/fiftyfifty,,"January 15, 2013",3:37pm On Jul 26,,m,,2 months,493,0
Elvis4real28,https://www.nairaland.com/elvis4real28,,"September 13, 2009",2:59pm On May 13,,,,2 days & 15 hours,1646,78
makdcash,https://www.nairaland.com/makdcash,,"June 17, 2009","2:16pm On Oct 01, 2021",,m,,1 month & 18 days,911,0
Lanre4uonly,https://www.nairaland.com/lanre4uonly,,"April 27, 2015",7:24am,,m,,5 months & 9 days,8178,9
grabdbull,https://www.nairaland.com/grabdbull,,"December 01, 2007",11:33am,,,,1 month & 22 days,456,22
odelspaceng,https://www.nairaland.com/odelspaceng,,"October 22, 2019","12:36pm On Feb 26, 2020",,,,3 hours & 30 minutes,3,0
Purityalways,https://www.nairaland.com/purityalways,,"March 14, 2015","1:43am On Oct 24, 2019",,,,10 hours & 42 minutes,9,0
Teewhy2,https://www.nairaland.com/teewhy2,,"June 11, 2007",10:56pm On Jul 27,,,,4 months & 19 days,4064,101
tytanicng,https://www.nairaland.com/tytanicng,"Suite 7, Level 5, Dominion Plaza, Igbo-Efon, Off Lekki-Epe Expressway, Lagos State.","October 25, 2019","1:00pm On Oct 25, 2019","KEIM is the best paint in the world with exceptional value, made from Germany. We are the sole distributors in Nigeria.  With KEIM, no flaking, biannual repainting, water retention issues, algae or fungal growths on walls. Just aesthetics and preservation",,https://twitter.com/Tytanicng,44 minutes & 20 seconds,8,1
airex,https://www.nairaland.com/airex,Abuja,"December 24, 2014","2:55pm On Dec 24, 2021",There is God!,m,,1 month & 17 days,1065,9
jidobaba,https://www.nairaland.com/jidobaba,,"February 01, 2008",11:35am On May 30,"A dollar just a dollar, only God can make you prosper. ",m,,3 months & 1 day,1584,7
adepejuvictor,https://www.nairaland.com/adepejuvictor,AGEGE,"October 25, 2019","3:16pm On Oct 26, 2019",C.E.O ADEPEJU STORE,f,,44 minutes & 34 seconds,11,0
BUNMIALADE,https://www.nairaland.com/bunmialade,,"October 25, 2019","3:28pm On Oct 26, 2019",,,,21 minutes & 20 seconds,3,0
Muyi002,https://www.nairaland.com/muyi002,nigeria,"July 11, 2007",8:10am On Jul 04,There is no deity worthy of worship except the Creator - Allah,m,Muyiakanbi,6 days & 1 hour,320,11
Halcot74,https://www.nairaland.com/halcot74,,"October 27, 2019","2:52pm On Nov 11, 2019",,,,3 hours & 42 minutes,8,0
LinkolnTech,https://www.nairaland.com/linkolntech,Lagos Nigeria ,"August 14, 2019",8:33am On Jul 20,[color=red]www.linkolntech.com.ng  [/color] ,m,@linkolntech ,8 days & 16 hours,703,22
Ftuna,https://www.nairaland.com/ftuna,Turkey,"October 16, 2019",1:02am On May 17,,m,,6 hours & 47 minutes,13,0
chimexdnice1,https://www.nairaland.com/chimexdnice1,none of your business ,"July 07, 2014",11:01am On Jul 26,u dnt get to see someone like me everyday,m,,2 months & 12 days,230,0
BrokeFucker007,https://www.nairaland.com/brokefucker007,,"February 18, 2019","1:44pm On Dec 14, 2019",,,,13 days & 6 hours,256,1
wakes,https://www.nairaland.com/wakes,ABUJA,"October 13, 2005","10:55pm On Sep 23, 2020",God loves me so much I can not tell it all,,www.twitter.com/wakesternder,1 month & 9 days,5378,312
Zilt,https://www.nairaland.com/zilt,,"January 09, 2017","8:14am On May 29, 2020",,,,22 hours & 2 minutes,33,9
taneez,https://www.nairaland.com/taneez,,"June 24, 2017",10:21pm On Jun 27,Civil Engineer ,f,,1 month & 5 days,126,7
ShockMajor,https://www.nairaland.com/shockmajor,,"October 11, 2017","1:09am On Mar 25, 2021",,,,12 days & 9 hours,86,4
tonididdy,https://www.nairaland.com/tonididdy,an ancient city,"February 03, 2012",10:47pm On Jul 27,i was abducted by aliens...and now when i'm missing em...i go into my wtf zone...''forgive me when am not TONIDIDDY,m,,5 months & 3 days,16838,135
SirDe,https://www.nairaland.com/sirde,,"November 02, 2019","8:26am On Oct 17, 2020",,,,11 hours & 11 minutes,1,0
YorubaPrince,https://www.nairaland.com/yorubaprince,Heart of Yoruba Land,"November 01, 2019",7:20am On Feb 11,,,,14 days & 23 hours,2217,2
dgitrader,https://www.nairaland.com/dgitrader,,"May 20, 2010",8:09am On Jul 27,,m,,4 months & 15 days,1435,46
philiancoop,https://www.nairaland.com/philiancoop,Google ,"July 03, 2014",7:00pm On Jul 27,Love of Christ Jesus exceeds all!,m,,1 month & 10 days,1056,41
emmaxman,https://www.nairaland.com/emmaxman,lag,"March 29, 2012",11:46pm On Feb 26,"Wat is worth doing, is worth doing well.",m,,14 days & 22 hours,240,37
Tompowersolar,https://www.nairaland.com/tompowersolar,Warri,"June 04, 2019",12:58pm On Feb 25,Tompower Solution,m,,1 day & 8 hours,13,4
abrahym,https://www.nairaland.com/abrahym,Naija,"April 13, 2007",10:02am,International shipping and local logistics contact me,m,,4 months & 19 days,9081,143
Godisgreatest1,https://www.nairaland.com/godisgreatest1,,"October 19, 2019",7:33am,,,,2 months & 14 days,581,13
Housetop,https://www.nairaland.com/housetop,,"October 07, 2017",9:47am On May 24,,,,17 hours & 7 minutes,228,139
oyinmio,https://www.nairaland.com/oyinmio,,"January 28, 2009",6:39pm On Jun 19,,,,14 days & 10 hours,149,50
Hezbola,https://www.nairaland.com/hezbola,,"June 27, 2016",12:03pm,,,,1 month & 21 days,210,17
Conceptalumi,https://www.nairaland.com/conceptalumi,,"November 06, 2019","11:41pm On Oct 12, 2021",Conceptman,,,1 day & 9 hours,169,3
rusep,https://www.nairaland.com/rusep,,"June 12, 2012",11:22am,,,,2 months & 28 days,500,48
bestmutiu2019,https://www.nairaland.com/bestmutiu2019,,"March 21, 2019",1:23pm,Billionaire dreams,m,,2 months & 9 days,1357,14
cheras,https://www.nairaland.com/cheras,,"September 13, 2019",3:40pm On Jun 17,,m,,10 days & 4 hours,234,3
DNSPro,https://www.nairaland.com/dnspro,,"October 06, 2019","10:45am On Jul 13, 2021",,,,7 days & 22 hours,879,8
olujuwonj,https://www.nairaland.com/olujuwonj,Lagos,"August 13, 2010",2:39pm On Jun 08,"what you cannot perceive, you cannot achieve...",m,,3 days & 4 hours,172,20
bamisefarms,https://www.nairaland.com/bamisefarms,,"February 23, 2017","7:59am On Mar 12, 2020",,,,9 days & 17 hours,196,10
masix11,https://www.nairaland.com/masix11,,"August 28, 2010",12:02pm On May 25,Turkey Connect,m,,22 days & 5 hours,479,16
davosky304,https://www.nairaland.com/davosky304,,"August 14, 2019",9:18am,,,,2 months,77,0
futurism,https://www.nairaland.com/futurism,,"January 10, 2017",1:26pm On May 31,,,,15 days & 4 hours,1081,26
Sweetchilli,https://www.nairaland.com/sweetchilli,,"October 28, 2019","11:52pm On Apr 12, 2021",Semper Fi,f,,18 days & 5 hours,54,1
dubra,https://www.nairaland.com/dubra,,"May 05, 2009",9:27am On Jul 24,,,,1 month & 20 days,639,88
igoldson,https://www.nairaland.com/igoldson,,"September 28, 2006","12:28pm On Sep 26, 2020",,m,,1 day & 13 hours,31,9
Charisdesigns,https://www.nairaland.com/charisdesigns,,"August 11, 2017",3:41pm On Jul 24,,,,11 days & 22 hours,653,8
pahoehoe,https://www.nairaland.com/pahoehoe,,"June 21, 2018","6:39pm On Feb 23, 2021",,,,4 days & 15 hours,2580,4
Choosenone2020,https://www.nairaland.com/choosenone2020,,"November 22, 2019","12:14pm On Jan 16, 2020",,,,4 hours & 30 minutes,13,0
obalolaunited,https://www.nairaland.com/obalolaunited,,"September 01, 2012",10:57am,None,m,,20 days & 18 hours,240,5
emman44,https://www.nairaland.com/emman44,ijebu ,"November 06, 2009",4:23pm On Jul 15,It takes adversity to make success,m,@bry8luv,2 months & 13 days,1253,85
